"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","医療的ケアの状況について","Q16-5. 【問16-１で「１．必要がある」と回答された方のみ】日頃医療的ケアを行っている人が留守や緊急時などに、医療的ケアをお願いできる人はいますか。（あてはまるものすべてに○）","家族（配偶者、母親、父親その他の家族・親戚）","145","50.0","57.8"
"202003","医療的ケアの状況について","Q16-5. 【問16-１で「１．必要がある」と回答された方のみ】日頃医療的ケアを行っている人が留守や緊急時などに、医療的ケアをお願いできる人はいますか。（あてはまるものすべてに○）","近所の人","7","2.4","2.8"
"202003","医療的ケアの状況について","Q16-5. 【問16-１で「１．必要がある」と回答された方のみ】日頃医療的ケアを行っている人が留守や緊急時などに、医療的ケアをお願いできる人はいますか。（あてはまるものすべてに○）","友人","15","5.2","6.0"
"202003","医療的ケアの状況について","Q16-5. 【問16-１で「１．必要がある」と回答された方のみ】日頃医療的ケアを行っている人が留守や緊急時などに、医療的ケアをお願いできる人はいますか。（あてはまるものすべてに○）","医師","86","29.7","34.3"
"202003","医療的ケアの状況について","Q16-5. 【問16-１で「１．必要がある」と回答された方のみ】日頃医療的ケアを行っている人が留守や緊急時などに、医療的ケアをお願いできる人はいますか。（あてはまるものすべてに○）","看護師","43","14.8","17.1"
"202003","医療的ケアの状況について","Q16-5. 【問16-１で「１．必要がある」と回答された方のみ】日頃医療的ケアを行っている人が留守や緊急時などに、医療的ケアをお願いできる人はいますか。（あてはまるものすべてに○）","ヘルパー","13","4.5","5.2"
"202003","医療的ケアの状況について","Q16-5. 【問16-１で「１．必要がある」と回答された方のみ】日頃医療的ケアを行っている人が留守や緊急時などに、医療的ケアをお願いできる人はいますか。（あてはまるものすべてに○）","その他","37","12.8","14.7"
"202003","医療的ケアの状況について","Q16-5. 【問16-１で「１．必要がある」と回答された方のみ】日頃医療的ケアを行っている人が留守や緊急時などに、医療的ケアをお願いできる人はいますか。（あてはまるものすべてに○）","無回答","39","13.4",

"港区保健福祉基礎調査（身体障害者）・単純集計表・医療的ケアの状況についてQ16-5","Ver202003",,,,,
