市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,説明,URL,備考
132217,0000000001,東京都,清瀬市,特別養護老人ホーム 救世軍恵泉ホーム,トクベツヨウゴロウジンホーム キュウセイグンケイセンホーム,東京都清瀬市竹丘1-17-61,,35.769635,139.508107,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/030/040/hpg000007943.html,問い合わせは清瀬市防災防犯課へ
132217,0000000002,東京都,清瀬市,特別養護老人ホーム 上宮園,トクベツヨウゴロウジンホーム ジョウグウエン,東京都清瀬市竹丘3-3-31,,35.767543,139.502455,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/030/030/hpg000007942.html,問い合わせは清瀬市防災防犯課へ
132217,0000000003,東京都,清瀬市,特別養護老人ホーム 信愛の園,トクベツヨウゴロウジンホーム シンアイノソノ,東京都清瀬市梅園2-3-15,,35.772751,139.503522,042-492-5111,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000004,東京都,清瀬市,特別養護老人ホーム 清雅苑,トクベツヨウゴロウジンホーム セイガエン,東京都清瀬市中里5-91-2,,35.789366,139.531891,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/030/050/hpg000007944.html,問い合わせは清瀬市防災防犯課へ
132217,0000000005,東京都,清瀬市,特別養護老人ホーム 聖ヨゼフ老人ホーム,トクベツヨウゴロウジンホーム セイヨゼフロウジンホーム,東京都清瀬市梅園3-14-72,,35.772165,139.501911,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/030/020/hpg000007941.html,問い合わせは清瀬市防災防犯課へ
132217,0000000006,東京都,清瀬市,清瀬どんぐりの家,キヨセドングリのイエ,東京都清瀬市野塩4-230-1,,35.774754,139.500036,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/030/070/hpg000007946.html,問い合わせは清瀬市防災防犯課へ
132217,0000000007,東京都,清瀬市,工房わかば,コウボウワカバ,東京都清瀬市野塩4-59-8,,35.775592,139.506768,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/030/080/hpg000007949.html,問い合わせは清瀬市防災防犯課へ
132217,0000000008,東京都,清瀬市,清瀬療護園,キヨセリョウゴエン,東京都清瀬市竹丘3-1-72,,35.765507,139.503219,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/030/060/hpg000007945.html,問い合わせは清瀬市防災防犯課へ
132217,0000000009,東京都,清瀬市,介護老人保健施設 たけおか,コイゴロウジンホケンシセツ タケオカ,東京都清瀬市竹丘2-3-21,,35.76518,139.50899,042-492-5111,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000010,東京都,清瀬市,介護老人保健施設 ラビアンローゼ,コイゴロウジンホケンシセツ ラビアンローゼ,東京都清瀬市下清戸3-385,,35.784884,139.538971,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/030/100/hpg000008712.html,問い合わせは清瀬市防災防犯課へ
132217,0000000011,東京都,清瀬市,介護老人保健施設 きよせ認知症ケアセンター,コイゴロウジンホケンシセツ キヨセニンチショウケアセンター,東京都清瀬市中清戸5-27,,35.77695,139.536959,042-492-5111,,,,,http://www.city.kiyose.lg.jp/s017/map/030/110/hpg000008713.html,問い合わせは清瀬市防災防犯課へ
