市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,説明,バリアフリー情報,URL,備考
132217,0000000001,東京都,清瀬市,清瀬小学校,キヨセショウガッコウ,東京都清瀬市中里5-741,,35.785719,139.525573,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000002,東京都,清瀬市,芝山小学校,シバヤマショウガッコウ,東京都清瀬市元町2-16-8,,35.775287,139.511307,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000003,東京都,清瀬市,第三小学校,ダイサンショウガッコウ,東京都清瀬市竹丘1-15-4,,35.768423,139.510224,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000004,東京都,清瀬市,第四小学校,ダイヨンショウガッコウ,東京都清瀬市中里2-1471,,35.783011,139.510224,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000005,東京都,清瀬市,第六小学校,ダイロクショウガッコウ,東京都清瀬市梅園2-9-45,,35.771657,139.503822,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000006,東京都,清瀬市,第七小学校,ダイナナショウガッコウ,東京都清瀬市松山3-1-92,,35.767974,139.512557,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000007,東京都,清瀬市,第八小学校,ダイハチショウガッコウ,東京都清瀬市中清戸4-1070,,35.781332,139.530545,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000008,東京都,清瀬市,第十小学校,ダイジュウショウガッコウ,東京都清瀬市中清戸1-454-14,,35.775219,139.527966,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000009,東京都,清瀬市,清明小学校,セイメイショウガッコウ,東京都清瀬市旭が丘2-8-1,,35.796663,139.539587,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000010,東京都,清瀬市,清瀬中学校,キヨセチュウガッコウ,東京都清瀬市中里5-624,,35.784843,139.52496,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000011,東京都,清瀬市,第二中学校,ダイニチュウガッコウ,東京都清瀬市梅園2-9-15,,35.773323,139.505105,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000012,東京都,清瀬市,第三中学校,ダイサンチュウガッコウ,東京都清瀬市旭が丘1-262,,35.791564,139.534861,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000013,東京都,清瀬市,第四中学校,ダイヨンチュウガッコウ,東京都清瀬市野塩3-2-3,,35.778777,139.507985,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000014,東京都,清瀬市,第五中学校,ダイゴチュウガッコウ,東京都清瀬市中清戸3-258-1,,35.775094,139.534001,042-492-5111,,,,,,,問い合わせは清瀬市防災防犯課へ
132217,0000000015,東京都,清瀬市,清瀬けやきホール,キヨセケヤキホール,東京都清瀬市元町1-6-6,,35.774561,139.519556,042-492-5111,,,,,,http://www.city.kiyose.lg.jp/s055/map/010/010/hpg000002638.html,問い合わせは清瀬市防災防犯課へ
132217,0000000016,東京都,清瀬市,コミュニティプラザひまわり,コミュニティプラザヒマワリ,東京都清瀬市下清戸1-212-4,,35.77804,139.537766,042-492-5111,,,,,,http://www.city.kiyose.lg.jp/s055/map/010/090/hpg000003643.html,問い合わせは清瀬市防災防犯課へ
