都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,バリアフリー情報,URL,備考
132152,0699000001,東京都,国立市,旧国立駅舎,キュウクニタチエキシャ,,0699,東京都国立市東1-1-69,,35.699179,139.446523,(042)505-6691,,,国立市,月火水木金土日,,,【平日】広間：7:00～22:00、まち案内所及び展示室：10:00～19:00【休日】広間：9:00～22:00、まち案内所及び展示室：9:00～19:00。12月29日から1月3日まで及び別に市長が認める日は休館。,,,https://www.city.kunitachi.tokyo.jp/kyukunitachiekisha_specialsite/index.html,
132152,0803000001,東京都,国立市,くにたち郷土文化館,クニタチキョウドブンカカン,,0803,東京都国立市谷保6231,,35.679004,139.432606,(042)576-0211,,1000020132152,国立市,月火水木金土日,09:00,17:00,毎月第2、第4木曜日(祝日の場合は開館し、翌日)、年末年始、別に国立市教育委員会が定める日は休館。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1465447612359.html,
132152,1010000001,東京都,国立市,城山さとのいえ,ジョウヤマサトノイエ,,1010,東京都国立市泉5-21-20,,35.678463,139.437082,(042)505-5190,,1000020132152,国立市,月火水木金土日,09:00,17:00,毎月第2、第4木曜日、年末年始は休館。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1465447613081.html,
132152,1016000001,東京都,国立市,くにたち市民芸術小ホール,クニタチシミンゲイジュツショウホール,,1016,東京都国立市富士見台2-48-1,,35.685088,139.440008,(042)574-1515,,1000020132152,国立市,月火水木金土日,09:00,22:00,毎月第2、第4木曜日(祝日の場合は開館し、翌日)、年末年始、別に国立市教育委員会が定める日は休館。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1465447612230.html,
132152,1110000001,東京都,国立市,くにたち市民総合体育館,クニタチシミンソウゴウタイイクカン,,1110,東京都国立市富士見台2-48-1,,35.685009,139.440415,(042)573-4111,,1000020132152,国立市,月火水木金土日,09:00,22:00,毎月第2、第4木曜日(祝日の場合は開館し、翌日)、年末年始、別に国立市教育委員会が定める日は休館。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1465447612294.html,
132152,1302000001,東京都,国立市,国立市役所,クニタチシヤクショ,,1302,東京都国立市富士見台2-47-1,,35.683912,139.441366,(042)576-2111,,1000020132152,国立市,月火水木金,08:30,17:00,祝日、年末年始は閉庁。第2・第4土曜日に一部窓口業務を開設。,,,https://www.city.kunitachi.tokyo.jp/,
132152,1304000001,東京都,国立市,くにたち北市民プラザ 市民サービスコーナー,クニタチキタシミンプラザ シミンサービスコーナー,,1304,東京都国立市北3-1-1,9号棟1階,35.699366,139.43275,(042)574-3087,,1000020132152,国立市,月火水木金,08:30,17:00,祝日、年末年始は閉鎖。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1465447611731.html,
132152,1304000002,東京都,国立市,くにたち南市民プラザ,クニタチミナミシミンプラザ,,1304,東京都国立市泉2-3-2,1号棟1階,35.674587,139.430733,(042)574-3089,,1000020132152,国立市,月水木金,09:00,17:00,12:00～13:00は昼休み。年末年始は休館。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1465447611793.html,
132152,1304000003,東京都,国立市,国立駅前くにたち・こくぶんじ市民プラザ 市民サービスコーナー,クニタチエキマエクニタチ・コクブンジシミンプラザ シミンサービスコーナー,,1304,東京都国立市北1-14-1,,35.699251,139.447562,(042)501-6890,,1000020132152,国立市,月火水木金,08:30,19:00,祝日、年末年始は閉鎖。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1528693311494.html,国分寺市との共同市民利用施設
132152,1305000001,東京都,国立市,くにたち北市民プラザ,クニタチキタシミンプラザ,,1305,東京都国立市北3-1-1,9号棟1階,35.699366,139.43275,(042)574-3087,,1000020132152,国立市,月水木金土日,09:00,22:00,年末年始は利用不可。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1465447611731.html,
132152,1305000002,東京都,国立市,くにたち福祉会館,クニタチフクシカイカン,,1305,東京都国立市富士見台2-38-5,,35.687399,139.444469,(042)575-3221,,3012405000075,社会福祉法人 国立市社会福祉協議会,月水木金土日,09:00,22:00,祝日、年末年始は休館。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1469174510276.html,
132152,1305000003,東京都,国立市,国立駅前くにたち・こくぶんじ市民プラザ,クニタチエキマエクニタチ・コクブンジシミンプラザ,,1305,東京都国立市北1-14-1,,35.699251,139.447562,(042)501-6890,,1000020132152,国立市,月火水木金土日,09:00,22:00,年末年始は休館。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1528693311494.html,
132152,1307000001,東京都,国立市,国立市公民館,クニタチシコウミンカン,,1307,東京都国立市中1-15-1,,35.696897,139.443368,(042)572-5141,,1000020132152,国立市,火水木金土日,09:00,22:00,年末年始は休館。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1465447611669.html,
132152,1308000001,東京都,国立市,南区公会堂,ミナミクコウカイドウ,,1308,東京都国立市泉3-29-11,,35.676184,139.427496,(042)573-8880,,1000020132152,国立市,月火木金土日,09:00,22:00,年末年始は休館。,,,https://www.city.kunitachi.tokyo.jp/about/sisetsu/others/1465447612951.html,
132152,1309000001,東京都,国立市,矢川集会所,ヤガワシュウカイジョ,,1309,東京都国立市富士見台3-32-4,,35.686421,139.43329,(042)576-2111,,1000020132152,国立市,月火水木金土,09:00,22:00,年末年始は休館。,要予約,,https://www.city.kunitachi.tokyo.jp/kurashi/community/chiikishisetsu/1467619903056.html,
132152,1309000002,東京都,国立市,富士見台一丁目集会所,フジミダイイッチョウメシュウカイジョ,,1309,東京都国立市富士見台1-8-4,,35.683311,139.448105,(042)576-2111,,1000020132152,国立市,月火水金土日,09:00,22:00,年末年始は休館。,要予約,,https://www.city.kunitachi.tokyo.jp/kurashi/community/chiikishisetsu/1467619903056.html,
132152,1309000003,東京都,国立市,中一丁目集会所,ナカイッチョウメシュウカイジョ,,1309,東京都国立市中1-10-34,,35.697924,139.444034,(042)576-2111,,1000020132152,国立市,月火木金土日,09:00,22:00,年末年始は休館。,要予約,,https://www.city.kunitachi.tokyo.jp/kurashi/community/chiikishisetsu/1467619903056.html,
132152,1309000004,東京都,国立市,千丑集会所,チウシシュウカイジョ,,1309,東京都国立市谷保7190-4,,35.681588,139.441439,(042)576-2111,,1000020132152,国立市,月火水木土日,09:00,22:00,年末年始は休館。,要予約,,https://www.city.kunitachi.tokyo.jp/kurashi/community/chiikishisetsu/1467619903056.html,
132152,1309000005,東京都,国立市,坂下集会所,サカシタシュウカイジョ,,1309,東京都国立市谷保749-2,,35.67911,139.443679,(042)576-2111,,1000020132152,国立市,月水木金土日,09:00,22:00,年末年始は休館。,要予約,,https://www.city.kunitachi.tokyo.jp/kurashi/community/chiikishisetsu/1467619903056.html,
132152,1309000006,東京都,国立市,石神集会所,シャクジシュウカイジョ,,1309,東京都国立市谷保7103-2,,35.682827,139.438643,(042)576-2111,,1000020132152,国立市,火水木金土日,09:00,22:00,年末年始は休館。,要予約,,https://www.city.kunitachi.tokyo.jp/kurashi/community/chiikishisetsu/1467619903056.html,
132152,1309000007,東京都,国立市,谷保東集会所,ヤホヒガシシュウカイジョ,,1309,東京都国立市谷保7-17-1,,35.6731,139.450731,(042)576-2111,,1000020132152,国立市,火水木金土日,09:00,22:00,年末年始は休館。,要予約,,https://www.city.kunitachi.tokyo.jp/kurashi/community/chiikishisetsu/1467619903056.html,
132152,1309000008,東京都,国立市,富士見台二丁目集会所,フジミダイニチョウメシュウカイジョ,,1309,東京都国立市富士見台2-32-1,,35.684868,139.444977,(042)576-2111,,1000020132152,国立市,火水木金土日,09:00,22:00,年末年始は休館。,要予約,,https://www.city.kunitachi.tokyo.jp/kurashi/community/chiikishisetsu/1467619903056.html,
