"全国地方公共団体コード","ID","地方公共団体名","分別区分","ゴミ区分","ゴミ分類区分","回収区分","指定ゴミ袋","ゴミ区分別説明URL"
"132152","132152GMKB000001","国立市","可燃ごみ","","可燃ごみ","分別回収","市指定の有料ごみ袋（黄色）","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000002","国立市","不燃ごみ","","不燃ごみ","分別回収","市指定の有料ごみ袋（黄緑色）","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000003","国立市","粗大ごみ","","粗大ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000004","国立市","紙類・古布類","紙パック","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000005","国立市","紙類・古布類","新聞紙","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000006","国立市","紙類・古布類","雑誌","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000007","国立市","紙類・古布類","段ボール","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000008","国立市","紙類・古布類","衣類・古布","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000009","国立市","かん","缶","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000010","国立市","不燃ごみ","金属類","資源ごみ","分別回収","市指定の有料ごみ袋（黄緑色）","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000011","国立市","びん","びん","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000012","国立市","危険物","ガラス類","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000013","国立市","ペットボトル","ペットボトル","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000014","国立市","容器包装プラスチック","発泡スチロールトレイ","資源ごみ","分別回収","市指定の有料ごみ袋（水色）","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000015","国立市","容器包装プラスチック","プラスチック類","資源ごみ","分別回収","市指定の有料ごみ袋（水色）","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000016","国立市","危険物","陶磁器","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000017","国立市","せん定枝等","剪定枝木","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000018","国立市","小型家電製品","小型家電","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
"132152","132152GMKB000019","国立市","不燃ごみ","インクカートリッジ","資源ごみ","分別回収","","https://www.city.kunitachi.tokyo.jp/kurashi/gabage/garbage1/garbage2/1465447554347.html"
