"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","将来の生活について","Q40. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","自宅で（現在の）家族と暮らしたい","747","53.6","56.4"
"202003","将来の生活について","Q40. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","一人で自立して暮らしたい","252","18.1","19.0"
"202003","将来の生活について","Q40. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","結婚して家庭をつくって暮らしたい","54","3.9","4.1"
"202003","将来の生活について","Q40. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","世話人に日常生活上の援助などを受けながら、仲間と地域で暮らしたい","22","1.6","1.7"
"202003","将来の生活について","Q40. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","港区内の施設で暮らしたい","89","6.4","6.7"
"202003","将来の生活について","Q40. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","港区以外の施設で暮らしたい","5","0.4","0.4"
"202003","将来の生活について","Q40. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","医療施設内または医療施設隣接地で暮らしたい","24","1.7","1.8"
"202003","将来の生活について","Q40. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","その他","24","1.7","1.8"
"202003","将来の生活について","Q40. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","わからない","107","7.7","8.1"
"202003","将来の生活について","Q40. あなたは近い将来（おおむね５～10年後）、どのように暮らしたいと思いますか。（○は１つ）","無回答","70","5.0",

"港区保健福祉基礎調査（身体障害者）・単純集計表・将来の生活についてQ40","Ver202003",,,,,
