全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,フリーWi-Fi,更衣室,シャワー室,飲食物を購入できる場所,トレーニング室,陸上競技,水泳,サッカー,スキー,テニス,ボート,ホッケー,ボクシング,バレーボール,体操,バスケットボール,スケート,レスリング,セーリング,ウエイトリフティング,ハンドボール,自転車競技,ソフトテニス,卓球,軟式野球,相撲,馬術,フェンシング,柔道,ソフトボール,バドミントン,弓道,ライフル射撃,剣道,近代五種,ラグビーフットボール,山岳・スポーツクライミング,カヌー,アーチェリー,空手道,アイスホッケー,銃剣道,クレー射撃,なぎなた,ボウリング,"ボブスレー・リュージュ・スケル,トン",野球,綱引,少林寺拳法,ゲートボール,武術太極拳,ゴルフ,カーリング,パワーリフティング,オリエンテーリング,グラウンド・ゴルフ,トライアスロン,バウンドテニス,エアロビック,バイアスロン,スポーツチャンバラ,ドッジボール,チアリーディング,ペタンク・ブール,ダンススポーツ,拳法競技
132110,1,東京都小平市,小平市立中央公園テニスコート,コダイラシリツチュウオウコウエンテニスコート,Chuo Park Tennis Court,,1116,,,132110,,東京都小平市津田町1丁目1番1号,東京都,小平市,津田町1丁目,1番1号,,,,,,(042)346-9833,,,,,1870025,2000020132110,小平市,月火水木金土日,09:00,17:00,毎月第1月曜日（祝日の場合、翌日）及び12/28～1/4は利用不可。終了時間について、4/1～4/30は18:00、5/1～8/31は19:00、11/16～1/31は16:00。,テニスコート3面有り,否,無,無,無,無,無,無,無,無,,無,無,無,無,無,無,無,http://www.city.kodaira.tokyo.jp/kurashi/001/001378.html,,,,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132110,2,東京都小平市,小平市立天神テニスコート,コダイラシリツテンジンテニスコート,Tenjin Tennis Court,,1116,,,132110,,東京都小平市天神町4丁目12番1号,東京都,小平市,天神町4丁目,12番1号,,,,,,(042)345-9016,,,,,1870004,2000020132110,小平市,月火水木金土日,09:00,21:00,毎月第1火曜日（祝日の場合、翌日）及び12/28～1/4は利用不可。終了時間について、12/1～3/31は17:00。,テニスコート3面有り,否,無,無,無,無,無,無,無,無,,無,無,無,無,有,無,無,http://www.city.kodaira.tokyo.jp/kurashi/001/001378.html,,,,無,有,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132110,3,東京都小平市,小平市立上水公園テニスコート,コダイラシリツジョウスイコウエンテニスコート,Jyosui Park Tennis Court,,1116,,,132110,,東京都小平市たかの台1番1号,東京都,小平市,たかの台,1番1号,,,,,,(042)342-2294,,,,,1870024,2000020132110,小平市,月火水木金土日,09:00,21:00,毎月第3月曜日（祝日の場合、翌日）及び12/28～1/4は利用不可。終了時間について、12/1～3/31は17:00。,テニスコート5面有り,否,無,無,有,無,無,無,無,無,,無,無,無,無,有,無,無,http://www.city.kodaira.tokyo.jp/kurashi/001/001378.html,,,,無,有,有,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132110,4,東京都小平市,小平市立萩山公園卓球室,コダイラシリツハギヤマコウエンタッキュウシツ,Hagiyama Park Table Tennis Room,,1119,,,132110,,東京都小平市小川東町4丁目4番1号,東京都,小平市,小川東町4丁目,4番1号,,,,階数,2,(042)342-3586,,,,,1870031,2000020132110,小平市,月火水木金土日,09:00,17:00,毎月第4月曜日（祝日の場合、翌日）及び12/28～1/4は利用不可。,卓球台4台有り,否,無,無,無,無,無,無,無,無,,無,無,無,無,無,無,無,http://www.city.kodaira.tokyo.jp/kurashi/001/001376.html,,,,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132110,5,東京都小平市,小平市立東部公園プール,コダイラシリツトウブコウエンプール,Tobu Park Swimming Pool,,1107,,,132110,,東京都小平市花小金井6丁目13番1号,東京都,小平市,花小金井6丁目,13番1号,,,,,,(042)464-1232,,,,,1870002,2000020132110,小平市,月火水木金土日,09:00,17:00,夏季休業期間のみ利用可。,流れるプール、25ｍプール、幼児用プール有り,可,有,無,有,無,無,無,無,無,,無,無,無,無,無,無,無,http://www.city.kodaira.tokyo.jp/kurashi/098/098289.html,,,,無,有,有,有,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,"無",無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無,無
132110,6,東京都小平市,小平市立大沼グラウンド,コダイラシリツオオヌマグラウンド,Kodaira Municipal Onuma Ground,,1104,,,132110,,東京都小平市大沼町5丁目1番1号,東京都,小平市,大沼町5丁目,1番1号,,,,,,(042)343-1611,,,,,1870001,2000020132110,小平市,月火水木金土日,09:00,17:00,12/28～1/4は利用不可。終了時間について、11/16～1/31は16:00。,,否,無,無,無,無,無,無,無,無,,無,無,無,無,無,無,無,http://www.city.kodaira.tokyo.jp/kurashi/001/001348.html,,,,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無
132110,7,東京都小平市,小平市立天神グラウンド,コダイラシリツテンジングラウンド,Kodaira Municipal Tenjin Ground,,1104,,,132110,,東京都小平市天神町4丁目12番1号,東京都,小平市,天神町4丁目,12番1号,,,,,,(042)343-1611,,,,,1870004,2000020132110,小平市,月火水木金土日,06:30,17:00,12/28～1/4は利用不可。終了時間について、5/1～8/31は19:00、11/16～1/31は16:00。,,否,無,無,無,無,無,無,無,無,,無,無,無,無,無,無,無,http://www.city.kodaira.tokyo.jp/kurashi/001/001348.html,,,,無,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無
132110,8,東京都小平市,小平市立小川西グラウンド,コダイラシリツオガワニシグラウンド,Kodaira Municipal Ogawa Nishi Ground,,1104,,,132110,,東京都小平市小川西町5丁目8番1号,東京都,小平市,小川西町5丁目,8番1号,,,,,,(042)344-9010,,,,,1870035,2000020132110,小平市,月火水木金土日,09:00,21:00,毎月第1火曜日（祝日の場合、翌日）及び12/28～1/4は利用不可。終了時間について、12/1～3/31は17:00。,,否,無,無,無,無,無,無,無,無,,無,無,無,無,無,無,無,http://www.city.kodaira.tokyo.jp/kurashi/001/001348.html,,,,無,有,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無
132110,9,東京都小平市,小平市立萩山公園グラウンド,コダイラシリツハギヤマコウエングラウンド,Kodaira Municipal Hagiyama Park Ground,,1104,,,132110,,東京都小平市小川東町4丁目4番1号,東京都,小平市,小川東町4丁目,4番1号,,,,,,(042)342-3586,,,,,1870031,2000020132110,小平市,月火水木金土日,06:30,17:00,毎月第4月曜日（祝日の場合、翌日）及び12/28～1/4は利用不可。終了時間について、4/1～4/30は17:00、5/1～8/31は19:00、11/16～1/31は16:00。,,否,無,無,無,無,無,無,無,無,,無,無,無,無,無,無,無,http://www.city.kodaira.tokyo.jp/kurashi/001/001348.html,,,,無,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無
132110,10,東京都小平市,小平市立中央公園グラウンド,コダイラシリツチュウオウコウエングラウンド,Kodaira Municipal Chuo Park Ground,,1104,,,132110,,東京都小平市津田町1丁目1番1号,東京都,小平市,津田町1丁目,1番1号,,,,,,(042)343-1611,,,,,1870025,2000020132110,小平市,月火水木金土日,09:00,21:00,毎月第1月曜日（祝日の場合、翌日）及び12/28～1/4は利用不可。終了時間について、12/1～3/31は17:00。,,否,無,無,無,無,無,無,無,無,,無,無,無,無,無,無,無,http://www.city.kodaira.tokyo.jp/kurashi/001/001348.html,,,,無,無,無,有,無,無,無,有,無,無,無,無,無,無,無,無,無,無,無,無,有,無,無,無,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無,無,無,無,無,無,"無",有,無,無,有,無,無,無,無,無,有,無,無,無,無,無,有,無,無,無,無
