全国地方公共団体コード,ID,地方公共団体名,年,月,戸籍謄抄本等,住民票の写し,印鑑証明,婚姻,離婚,出生,死亡,転入,転出,備考
132110,1,東京都小平市,2022,04,2989,10142,3836,30,13,106,132,1631,1124,
132110,2,東京都小平市,2022,05,3366,8608,3797,56,19,80,148,1070,722,
132110,3,東京都小平市,2022,06,3686,10262,4078,41,16,113,150,784,679,
132110,4,東京都小平市,2022,07,3320,9495,4025,65,16,125,126,767,796,
132110,5,東京都小平市,2022,08,3357,8899,3758,57,19,123,186,920,861,
132110,6,東京都小平市,2022,09,3552,9509,4557,28,18,133,139,1054,739,
132110,7,東京都小平市,2022,10,3470,9054,4282,56,20,113,146,1275,626,
132110,8,東京都小平市,2022,11,3681,8854,3983,65,16,85,171,870,657,
132110,9,東京都小平市,2022,12,3434,8464,3580,41,20,76,177,864,719,
132110,10,東京都小平市,2023,01,3669,9101,4145,42,17,101,229,643,681,
132110,11,東京都小平市,2023,02,3694,9291,4209,42,21,103,162,706,842,
132110,12,東京都小平市,2023,03,4086,12494,4752,71,26,103,159,2027,1968,
