全国地方公共団体コード,ID,地方公共団体名,名称,名称_カナ,名称_英字,名称_通称,POIコード,外部識別子,外部識別子の値,所在地_全国地方公共団体コード,町字ID,所在地_連結表記,所在地_都道府県,所在地_市区町村,所在地_町字,所在地_番地以下,建物名等(方書),緯度,経度,高度の種別,高度の値,電話番号,内線番号,連絡先メールアドレス,連絡先FormURL,連絡先備考（その他、SNSなど）,郵便番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能時間特記事項,説明,車椅子可,車椅子貸出,ツエ貸出,バリアフリートイレ,スロープ、エレベータ、エスカレータ,点字ブロック等の移動支援,点字や読上による支援,盲導犬・介助犬、聴導犬同伴,字幕,筆談対応,優先駐車場,オストメイト対応トイレ,授乳室,おむつ替えコーナー,飲食可否,ベビーカー貸出,ベビーカー利用,URL,画像,画像_ライセンス,備考,絵本,雑誌,点字本,視聴覚資料,外国語の本,新聞(全国紙),新聞(地方紙),新聞(その他),地元出身の作家の本コーナー,インターネットを使える端末,インターネットでの蔵書検索,プリンター,フリーWi-Fi,飲食物を購入できる場所,おはなし会,映画会,講座等,閲覧できる場所,映像が見れる場所,自習室,ソファー,キッズスペース,飲み物,食べ物,私語,自習,パソコン作業
132110,1,小平市,中央図書館,チュウオウトショカン,Central Library,中央図書館,1512,,,132110,,東京都小平市小川町2-1325,東京都,小平市,小川町2,1325,,35.727628,139.476586,階数,3,(042)345-1246,,,,,1870032,2E+12,小平市,月火水木土日,10:00,19:00,土・日・祝は17:00閉館。第三木・金休館。12/28-1/4は休館。特別整理期間休館。,,可,有,無,有,有,有,有,有,無,有,有,無,有,有,無,有,有,https://library.kodaira.ed.jp/facility/chuo.html,,,,有,有,有,有,英語;ドイツ語;フランス語;イタリア語;スペイン語;中国語;韓国語;ポルトガル語;スウェーデン語;デンマーク語;フィンランド語;アイスランド語;ノルウェー語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,日経MJ、日刊工業新聞、日刊スポーツ、スポーツ報知、スポーツニッポン、ザ・ジャパンタイムズ、インターナショナルニューヨークタイムズ、朝日小学生新聞、朝日中高生新聞、点字毎日、点字毎日活字版、図書新聞、週間読書人,無,有,有,有,有,無,74,0,5,有,有,有,有,有,1,3,3,2,2
132110,2,小平市,仲町図書館,ナカマチトショカン,Nakamachi Library,仲町図書館,1512,,,132110,,東京都小平市仲町145　なかまちテラス2階、3階,東京都,小平市,仲町,145,なかまちテラス,35.7308486,139.484965,階数,3,(042)344-7151,,,,,1870042,2E+12,小平市,月火水木土日,09:00,17:00,平日火・水は20:00閉館。第三木・金休館。12/28-1/4は休館。特別整理期間休館。,,可,有,無,有,有,有,有,有,無,有,有,有,有,有,無,無,有,https://library.kodaira.ed.jp/facility/nakamachi.html,,,,有,有,有,無,英語;ドイツ語;フランス語;スウェーデン語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,日刊スポーツ,無,有,有,有,有,建物内に有り,26,0,0,有,無,無,無,有,1,3,3,2,2
132110,3,小平市,花小金井図書館,ハナコガネイトショカン,Hanakoganei Library,花小金井図書館,1512,,,132110,,東京都小平市花小金井1-8-1　東部市民センター2階,東京都,小平市,花小金井1,8-1,東部市民センター,35.72805,139.51417,階数,3,(042)467-1215,,,,,1870002,2E+12,小平市,月火水木土日,10:00,17:00,平日火・水は20:00閉館。第三木・金休館。12/28-1/4は休館。特別整理期間休館。,,可,有,無,有,有,有,有,有,無,有,有,無,有,無,無,無,有,https://library.kodaira.ed.jp/facility/hanakoganei.html,,,,有,有,有,有,英語;フランス語;ドイツ語;韓国語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,スポーツ報知;日本産業新聞;ザ・ジャパンニュース;読売KODOMO新聞,無,有,有,無,無,建物内に有り,23,0,0,有,無,無,有,有,1,3,2,2,2
132110,4,小平市,小川西町図書館,オガワニシマチトショカン,Ogawa Nishimachi Library,小川西町図書館,1512,,,132110,,"東京都小平市小川西町4-10-13　西部市民センター2階 ",東京都,小平市,小川西町4,10-13,西部市民センター,35.735209,139.461968,階数,2,(042)343-1200,,,,,1870035,2E+12,小平市,月火水木土日,10:00,17:00,平日火・水は20:00閉館。第三木・金休館。12/28-1/4は休館。特別整理期間休館。,,可,有,無,有,有,有,有,有,無,有,有,無,無,無,無,無,有,https://library.kodaira.ed.jp/facility/ogawanishimachi.html,,,,有,有,有,有,英語;中国語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,スポニチ;毎日小学生新聞,無,有,有,無,無,建物内に有り,23,0,0,有,無,無,有,有,1,3,3,2,2
132110,5,小平市,喜平図書館,キヘイトショカン,Kihei Library,喜平図書館,1512,,,132110,,東京都小平市喜平町3-3-18,東京都,小平市,喜平町３,3-18,,35.7173097,139.490885,階数,2,(042)325-1300,,,,,1870044,2E+12,小平市,月火水木土日,10:00,17:00,平日火・水は19:00閉館。第三木・金休館。12/28-1/4は休館。特別整理期間休館。,,可,有,無,有,無,有,有,有,無,有,有,無,無,有,無,無,有,https://library.kodaira.ed.jp/facility/kihei.html,,,,有,有,有,有,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,サンケイスポーツ,無,有,有,無,有,無,23,0,0,有,無,無,有,有,1,3,3,2,2
132110,6,小平市,上宿図書館,カミジュクトショカン,Kamijuku Library,上宿図書館,1512,,,132110,,東京都小平市小川町1-345,東京都,小平市,小川町１,345,,35.7302521,139.439208,階数,2,(042)344-3360,,,,,1870032,2E+12,小平市,月火水木土日,10:00,17:00,平日火・水は19:00閉館。第三木・金休館。12/28-1/4は休館。特別整理期間休館。,,可,有,無,有,無,有,有,有,無,有,有,無,無,有,無,無,有,https://library.kodaira.ed.jp/facility/kamijuku.html,,,,有,有,有,有,英語;フランス語;ドイツ語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,中日スポーツ,無,有,有,無,無,無,23,0,0,有,無,無,有,有,1,3,3,2,2
132110,7,小平市,津田図書館,ツダトショカン,Tsuda Library,津田図書館,1512,,,132110,,東京都小平市津田町3-11-1,東京都,小平市,津田町3,11-1,,35.7207743,139.470137,階数,9,(042)341-1245,,,,,1870025,2E+12,小平市,月火水木土日,10:00,17:00,平日火・水は19:00閉館。第三木・金休館。12/28-1/4は休館。特別整理期間休館。,,可,有,無,有,無,有,有,有,無,有,有,無,無,無,無,無,有,https://library.kodaira.ed.jp/facility/tsuda.html,,,,有,有,有,有,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,サンケイスポーツ,無,有,有,無,無,無,14,0,0,有,無,無,有,有,1,3,3,2,2
132110,8,小平市,大沼図書館,オオヌマトショカン,Onuma Library,大沼図書館,1512,,,132110,,東京都小平市大沼町7-1-17,東京都,小平市,大沼町7,1-17,,35.735551,139.49718,階数,13,(042)342-2001,,,,,1870001,2E+12,小平市,月火水木土日,10:00,17:00,平日火・水は19:00閉館。第三木・金休館。12/28-1/4は休館。特別整理期間休館。,,可,有,無,有,無,有,有,有,無,有,有,無,無,有,無,無,有,https://library.kodaira.ed.jp/facility/ohnuma.html,,,,有,有,有,有,英語,朝日新聞;読売新聞;毎日新聞;産経新聞;日本経済新聞,東京新聞,中日スポーツ,有,有,有,無,無,無,23,0,0,有,無,無,有,有,1,3,3,2,2
132110,9,小平市,花小金井北分室,ハナコガネイキタブンシツ,Hanakoganei North Branch,花小金井北分室,1512,,,132110,,東京都小平市花小金井5-41-3　花小金井北公民館内,東京都,小平市,花小金井5,5-41,花小金井北公民館内,35.7134529,139.48361,階数,3,(042)463-8377,,,,,1870002,2E+12,小平市,火水木土日,12:30,16:30,月・金・祝休館。12/28-1/4は休館。特別整理期間休館。,,,,,,,,,,,,,,,,,,,https://library.kodaira.ed.jp/facility/hanakoganeikita.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132110,10,小平市,小川分室,オガワブンシツ,Ogawa Branch,小川分室,1512,,,132110,,東京都小平市小川町1-1012　小川公民館内,東京都,小平市,小川町1,1012,小川公民館内,35.726038,139.459393,階数,2,(042)345-3877,,,,,1870032,2E+12,小平市,火水木土日,12:30,16:30,月・金・祝休館。12/28-1/4は休館。特別整理期間休館。,,,,,,,,,,,,,,,,,,,https://library.kodaira.ed.jp/facility/ogawa.html,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
