"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","グループホームについて","Q20. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","運営法人の確保・育成支援","504","36.2","44.5"
"202003","グループホームについて","Q20. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","用地の募集・あっせん","193","13.8","17.0"
"202003","グループホームについて","Q20. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","建設資金や運営資金の助成","360","25.8","31.8"
"202003","グループホームについて","Q20. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","支援員の処遇の向上","529","37.9","46.7"
"202003","グループホームについて","Q20. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","支援員の研修体制の充実","415","29.8","36.7"
"202003","グループホームについて","Q20. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","地域の理解と協力","465","33.4","41.1"
"202003","グループホームについて","Q20. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","障害者や家族へのグループホームについての情報提供","526","37.7","46.5"
"202003","グループホームについて","Q20. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","夜間や週末の職員体制の充実","470","33.7","41.5"
"202003","グループホームについて","Q20. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","その他","86","6.2","7.6"
"202003","グループホームについて","Q20. グループホーム施策をより充実したものにするために、どのようなことが必要だと思いますか。（あてはまるものすべてに○）","無回答","262","18.8",

"港区保健福祉基礎調査（身体障害者）・単純集計表・グループホームについてQ20","Ver202003",,,,,
