"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","全体",,"658","37","170","327","100","24"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","男性（計）","248","15","63","120","43","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","男性 18～29歳","23","2","8","8","5","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","男性 30～39歳","35","2","14","15","4","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","男性 40～49歳","41","3","12","17","9","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","男性 50～59歳","49","5","11","25","7","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","男性 60～69歳","39","2","7","22","7","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","男性 70歳以上","60","1","11","32","11","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","男性 無回答","1","0","0","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","女性（計）","400","22","104","202","56","16"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","女性 18～29歳","28","1","6","13","7","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","女性 30～39歳","65","5","20","29","10","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","女性 40～49歳","95","6","30","45","13","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","女性 50～59歳","82","7","23","37","13","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","女性 60～69歳","55","2","14","32","4","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","女性 70歳以上","75","1","11","46","9","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","性・年代別","無回答","10","0","3","5","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","職業別","自営業主・家族従業","92","4","17","48","18","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","職業別","会社員・団体職員・公務員","280","16","75","139","44","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","職業別","アルバイト・パートタイマー","58","4","21","23","9","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","職業別","家事専業","94","4","29","44","13","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","職業別","学生","20","2","5","10","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","職業別","無職","83","2","19","46","9","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","職業別","その他","26","5","3","15","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","職業別","無回答","5","0","1","2","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","居住地区別","芝地区","107","7","23","50","23","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","居住地区別","麻布地区","140","10","35","66","22","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(17)子どもが放課後に遊べる場所が充実している","居住地区別","赤坂地区","88","4","16","40","23","5"
