【用途中分類】,施設名称,コード,所在地,階,担当所管,開設年度,用途別面積,運営形態（直営・委託・指定管理）,期間（指定管理）,開館時間,休館日,施設構成（機能）,設置根拠条例,備考,建物名称,建物番号,構成施設,建物所有者,建築年度(和暦),建築年度(西暦),施設形態,延床面積,構造,規模,耐震診断,耐震補強,バリアフリー適合状況,建物備考,土地面積,土地所有者,建ぺい率,用途地域,容積率,土地備考,27年度-建-光熱水費,27年度-建-委託料（合計）,27年度-建-清掃,27年度-建-警備,27年度-建-設備保守,27年度-建-施設運営,27年度-建-その他委託料,27年度-建-使用料及び賃貸料,27年度-建-役務費,27年度-建-工事請負費,27年度-建-修繕費,27年度-建-その他経費,27年度-建-計画修繕,27年度-建-合計,28年度-建-光熱水費,28年度-建-委託料（合計）,28年度-建-清掃,28年度-建-警備,28年度-建-設備保守,28年度-建-施設運営,28年度-建-その他委託料,28年度-建-使用料及び賃貸料,28年度-建-役務費,28年度-建-工事請負費,28年度-建-修繕費,28年度-建-その他経費,28年度-建-計画修繕,28年度-建-合計,29年度-建-光熱水費,29年度-建-委託料（合計）,29年度-建-清掃,29年度-建-警備,29年度-建-設備保守,29年度-建-施設運営,29年度-建-その他委託料,29年度-建-使用料及び賃貸料,29年度-建-役務費,29年度-建-工事請負費,29年度-建-修繕費,29年度-建-その他経費,29年度-建-計画修繕,29年度-建-合計,30年度-建-光熱水費,30年度-建-委託料（合計）,30年度-建-清掃,30年度-建-警備,30年度-建-設備保守,30年度-建-施設運営,30年度-建-その他委託料,30年度-建-使用料及び賃貸料,30年度-建-役務費,30年度-建-工事請負費,30年度-建-修繕費,30年度-建-その他経費,30年度-建-計画修繕,30年度-建-合計,令和元年度-建-光熱水費,令和元年度-建-委託料（合計）,令和元年度-建-清掃,令和元年度-建-警備,令和元年度-建-設備保守,令和元年度-建-施設運営,令和元年度-建-その他委託料,令和元年度-建-使用料及び賃貸料,令和元年度-建-役務費,令和元年度-建-工事請負費,令和元年度-建-修繕費,令和元年度-建-その他経費,令和元年度-建-計画修繕,令和元年度-建-合計,建-備考,27年度-事-委託料,27年度-事-その他経費,27年度-事-合計,28年度-事-委託料,28年度-事-その他経費,28年度-事-合計,29年度-事-委託料,29年度-事-その他経費,29年度-事-合計,30年度-事-委託料,30年度-事-その他経費,30年度-事-合計,令和元年度-事-委託料,令和元年度-事-その他経費,令和元年度-事-合計,事-備考,27年度-人件費（合計）,27年度-専務的非常勤以外人件費,27年度-専務的非常勤人件費,27年度-運営人員（合計）,27年度-常勤人員,27年度-再任用人員（フルタイム）,27年度-再任用人員（短時間）,27年度-非常勤人員（新再雇用）,27年度-非常勤人員（専務的）,28年度-人件費（合計）,28年度-専務的非常勤以外人件費,28年度-専務的非常勤人件費,28年度-運営人員（合計）,28年度-常勤人員,28年度-再任用人員（フルタイム）,28年度-再任用人員（短時間）,28年度-非常勤人員（新再雇用）,28年度-非常勤人員（専務的）,29年度-人件費（合計）,29年度-専務的非常勤以外人件費,29年度-専務的非常勤人件費,29年度-運営人員（合計）,29年度-常勤人員,29年度-再任用人員（フルタイム）,29年度-再任用人員（短時間）,29年度-非常勤人員（新再雇用）,29年度-非常勤人員（専務的）,30年度-人件費（合計）,30年度-専務的非常勤以外人件費,30年度-専務的非常勤人件費,30年度-運営人員（合計）,30年度-常勤人員,30年度-再任用人員（フルタイム）,30年度-再任用人員（短時間）,30年度-非常勤人員（新再雇用）,30年度-非常勤人員（専務的）,令和元年度-人件費（合計）,令和元年度-専務的非常勤以外人件費,令和元年度-専務的非常勤人件費,令和元年度-運営人員（合計）,令和元年度-常勤人員,令和元年度-再任用人員（フルタイム）,令和元年度-再任用人員（短時間）,令和元年度-非常勤人員（新再雇用）,令和元年度-非常勤人員（専務的）,人件費-備考,27年度-利用料収入等,27年度-国補助金等,27年度-都補助金等,27年度-その他収入,27年度-収-合計,28年度-利用料収入等,28年度-国補助金等,28年度-都補助金等,28年度-その他収入,28年度-収-合計,29年度-利用料収入等,29年度-国補助金等,29年度-都補助金等,29年度-その他収入,29年度-収-合計,30年度-利用料収入等,30年度-国補助金等,30年度-都補助金等,30年度-その他収入,30年度-収-合計,令和元年度-利用料収入等,令和元年度-国補助金等,令和元年度-都補助金等,令和元年度-その他収入,令和元年度-収-合計,収入-備考,築年数
01 庁舎等,目黒区役所,A001,目黒区上目黒2-19-15,地下3階～地上9階,総務課,H14,"48,075.27",直営,-,8：30～17：00（業務により異なる場合あり）,土曜日、日曜日、祝日、年末年始,大会議室、会議室（5）、和室（4）、レストラン客席部分,目黒区役所の位置に関する条例,用途別面積には「東部地区サービス事務所」を含む。,目黒区総合庁舎,1,目黒区役所、東部地区サービス事務所,目黒区,S41,1966,複合,"48,075.27",SRC（鉄骨鉄筋ｺﾝｸﾘｰﾄ造）,地上9階・地下3階,H13年度,H14年度,エレベーター、だれでもトイレ、段差解消、自動ドア、手摺、点字ブロック,-,"16,070.17",目黒区,60%,第二種住居地域,300%,－,"124,199,085 ","293,605,348 ","65,324,880 ","19,187,280 ","134,299,857 ","30,119,040 ","44,674,291 ","22,806,000 ","14,878,035 ","77,661,070 ","1,664,928 ","7,478,516 ","34,619,400 ","576,912,382 ","110,970,414 ","288,382,367 ","65,324,880 ","19,187,280 ","134,718,335 ","30,345,840 ","38,806,032 ","7,460,820 ","14,884,372 ","73,239,323 ",0 ,"8,935,283 ","61,781,400 ","565,653,979 ","115,938,549 ","265,062,171 ","65,324,880 ","19,692,720 ","115,707,419 ","29,580,120 ","34,757,032 ","2,345,760 ","13,794,232 ","21,895,519 ","43,200 ","9,537,565 ","28,393,200 ","457,010,196 ","124,358,366 ","267,448,607 ","42,768,000 ","25,920,000 ","129,702,600 ","34,441,200 ","34,616,807 ","2,348,298 ","15,246,111 ","64,100,407 ","147,096 ","14,526,742 ",0 ,"488,175,627 ","117,765,074 ","359,415,504 ","43,164,000 ","26,160,000 ","204,117,117 ","34,760,100 ","51,214,287 ","15,192,403 ","17,250,715 ","194,346,356 ",0 ,"10,922,894 ","1,529,000 ","716,421,946 ",維持管理経費は「東部地区サービス事務所」分を含む。,0 ,0 ,0 ,0 ,0 ,0 ,,,0 ,,,0 ,,,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,,,,,,0 ,0 ,,0 ,,,,,,0 ,0 ,,0 ,,,,,,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,,,,0 ,,,,,0 ,,,,,0 ,,53
01 庁舎等,目黒区防災センター,C001,目黒区中央町1-9-7,"B2,B1,1,2,3",防災課,H10,"3,253.90",直営,-,8：30～17：00,土曜日、日曜日、祝日、年末年始,防災センター啓発コーナー,-,用途別面積には地震の学習館（平成25年3月31日閉館）を含む。,目黒区防災センター,2,目黒区防災センター、中央地区備蓄倉庫,目黒区,H9,1997,複合,"3,656.21",SRC（鉄骨鉄筋ｺﾝｸﾘｰﾄ造）,地上3階・地下2階,新耐震以降,不要,エレベーター、だれでもトイレ、段差解消、自動ドア、手摺、点字ブロック,-,"2,096.17",目黒区,60%,準工業地域,200%,-,"9,115,117 ","27,652,528 ","3,758,400 ","759,456 ","22,402,008 ",0 ,"732,664 ","1,899,576 ","4,496,201 ","179,280 ",0 ,"70,675 ",0 ,"43,413,377 ","8,071,139 ","27,689,900 ","3,759,400 ","759,456 ","22,413,888 ",0 ,"757,156 ","796,056 ","4,512,014 ","1,680,696 ",0 ,"94,078 ","14,858,208 ","57,702,091 ","8,646,633 ","27,608,012 ","5,350,320 ","759,456 ","20,771,208 ",0 ,"727,028 ","244,296 ","4,126,074 ","4,320 ",0 ,"202,978 ","8,834,400 ","49,666,713 ","8,876,194 ","27,996,272 ","5,350,320 ","759,456 ","20,790,648 ",0 ,"1,095,848 ","244,296 ","4,533,892 ","486,000 ",0 ,"458,791 ",0 ,"42,595,445 ","8,956,623 ","28,202,007 ","5,399,860 ","766,488 ","21,053,376 ",0 ,"982,283 ","246,558 ","4,957,812 ","16,088,992 ",0 ,"73,487 ",0 ,"58,525,479 ",維持管理経費は「中央地区備蓄倉庫」分を含む。,0 ,"1,479,273 ","1,479,273 ",0 ,"7,369,025 ","7,369,025 ",0 ,"8,605,753 ","8,605,753 ",0 ,"7,621,192 ","7,621,192 ",0 ,"8,053,719 ","8,053,719 ",,"108,910,059 ","99,743,100 ","9,166,959 ",15 ,12 ,0 ,0 ,0 ,3 ,"108,059,295 ","98,949,372 ","9,109,923 ",15 ,12 ,0 ,0 ,0 ,3 ,"107,893,092 ","98,660,772 ","9,232,320 ",15 ,12 ,0 ,0 ,0 ,3 ,"106,729,540 ","97,346,016 ","9,383,524 ",15 ,12 ,0 ,0 ,0 ,3 ,"106,451,035 ","97,096,404 ","9,354,631 ",15 ,12 ,0 ,0 ,0 ,3 ,,0 ,0 ,0 ,10656 ,10656 ,0 ,0 ,0 ,10884 ,10884 ,0 ,0 ,0 ,11352 ,11352 ,0 ,0 ,0 ,101441 ,101441 ,0 ,0 ,0 ,31111 ,31111 ,,22
01 庁舎等,北部地区備蓄倉庫,C002,目黒区青葉台2-10-27,B1,防災課,S55,344.68,直営,-,-,-,-,-,-,菅刈保育園,63,菅刈保育園、北部地区備蓄倉庫,目黒区,S55,1980,複合,"1,413.26",RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上2階・地下1階,H9年度　耐震性あり,不要,手摺,延床面積には菅刈住区センター防災器具置場（37.10㎡）を含む。,"3,279.72",目黒区,50%,第一種低層住居専用地域,100%,面積には「菅刈住区センター」の土地を含む。,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,維持管理経費は「菅刈保育園」に含まれる。,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,39
01 庁舎等,北部地区上目黒備蓄倉庫,C003,目黒区上目黒2-48-2,2,防災課,S53,61.2,直営,-,-,-,-,-,-,目黒土木公園事務所,13,目黒土木公園事務所、北部地区上目黒備蓄倉庫、上目黒職員住宅,目黒区,S53,1978,複合,"1,037.22",RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上4階,H12年度　,H22年度,-,延床面積には目黒土木事務所防災器具置場（36.00㎡）を含む。,871.46,目黒区,60%,第一種住居地域,200%,-,"21,768 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"21,768 ","21,768 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"21,768 ","21,768 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"21,768 ","21,768 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"21,768 ","21,869 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"21,869 ",維持管理経費（水道除く）は「目黒土木公園事務所」に含まれる。,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,41
01 庁舎等,北部地区東山公園備蓄倉庫,C004,目黒区東山2-18-8,-,防災課,H22,202.50,直営,-,-,-,-,-,-,北部地区東山公園備蓄倉庫,3,北部地区東山公園備蓄倉庫,目黒区,H22,2010,単独,202.50,S（鉄骨造）,地上1階,新耐震以降,不要,段差解消,-,"21,418.48","目黒区13,247.55㎡　国8,170.93㎡",60%,第一種中高層住居専用地域,200%,面積は東山公園の土地面積。,"12,337 ","204,120 ",0 ,0 ,0 ,0 ,"204,120 ",0 ,0 ,0 ,0 ,0 ,0 ,"216,457 ","11,031 ","220,320 ",0 ,0 ,0 ,0 ,"220,320 ",0 ,0 ,0 ,0 ,0 ,0 ,"231,351 ","10,783 ","237,600 ",0 ,0 ,0 ,0 ,"237,600 ",0 ,0 ,0 ,0 ,0 ,0 ,"248,383 ","14,170 ","237,600 ",0 ,0 ,0 ,0 ,"237,600 ",0 ,0 ,0 ,0 ,"95,040 ",0 ,"346,810 ","7,109 ","242,000 ",0 ,0 ,0 ,0 ,"242,000 ",0 ,0 ,0 ,0 ,0 ,0 ,"249,109 ",,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,9
01 庁舎等,東部地区下目黒備蓄倉庫,C005,目黒区目黒3-4-4,B1,防災課,H5,221.57,直営,-,-,-,-,-,-,田道保育園,65,田道保育園、東部地区下目黒備蓄倉庫、のぞみ寮、身体障害者福祉住宅田道ハイム,目黒区,H5,1993,複合,"2,076.89",RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上3階・地下1階,新耐震以降,不要,手摺,-,"1,729.00",目黒区,60%,第一種低層住居専用地域,150%,-,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,維持管理経費は「田道保育園」に含まれる。,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,26
01 庁舎等,東部地区田道備蓄倉庫,C006,目黒区目黒1-25-26,B2,防災課,H4,173.68,直営,-,-,-,-,-,-,田道ふれあい館,83,高齢者センター、東部地区田道備蓄倉庫、田道住区会議室、田道在宅ケア多機能センター、目黒区エコプラザ,目黒区,H4,1992,複合,"6,282.22",RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上3階・地下2階,新耐震以降,不要,エレベーター、だれでもトイレ、スロープ、段差解消、自動ドア、手摺、点字ブロック,-,"6,355.54",東京都,60%,第二種住居地域,200%,面積には「田道広場公園」の土地を含む。,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,維持管理経費は「高齢者センター」に含まれる。,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,27
01 庁舎等,東部地区中目黒公園備蓄倉庫,C007,目黒区中目黒2-3-14,-,防災課,H14,210.24,直営,-,-,-,-,-,-,東部地区中目黒公園備蓄倉庫,4,東部地区中目黒公園備蓄倉庫,目黒区,H13,2001,単独,210.24,S（鉄骨造）,地上1階,新耐震以降,不要,段差解消,-,"22,074.10","目黒区14,716.08㎡　国7,358.02㎡",60%,第二種中高層住居専用地域,200%,面積は中目黒公園の土地面積。,"63,540 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"63,540 ","63,322 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"63,322 ","63,185 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"63,185 ","67,620 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"54,000 ",0 ,"95,040 ","564,840 ","781,500 ","72,325 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"72,325 ",,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,18
01 庁舎等,東部地区目黒不動防災ひろば備蓄倉庫,C009,目黒区下目黒3-10-22,-,防災課,H22,74.82,直営,-,-,-,-,-,-,東部地区目黒不動防災ひろば備蓄倉庫,5,東部地区目黒不動防災ひろば備蓄倉庫,目黒区,H22,2010,単独,74.82,RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上1階,新耐震以降,不要,段差解消、点字ブロック,-,405.93,目黒区,60%,第一種住居地域,200%,-,"49,113 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"49,113 ","45,779 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"45,779 ","47,311 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"47,311 ","48,207 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"48,207 ","52,206 ",0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,"52,206 ",,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,9
01 庁舎等,中央地区碑文谷体育館備蓄倉庫,C010,目黒区碑文谷6-12-43,1,防災課,H13,236.89,直営,-,-,-,-,-,-,碑文谷体育館,144,碑文谷体育館、中央地区碑文谷体育館備蓄倉庫,目黒区,S43,1968,複合,"3,295.27",RC（鉄筋ｺﾝｸﾘｰﾄ造）,地上3階,H11年度　Is値=0.49<0.6,H24年度　,エレベーター、だれでもトイレ、自動ドア、手摺,-,"43,476.19",目黒区,60%,第一種低層住居専用地域,150%,面積は碑文谷公園の土地面積。,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,維持管理経費は「碑文谷体育館」に含まれる。,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,0 ,,51
