大分類,小分類,名称,所在地,電話番号,情報,X座標,Y座標
区役所,区役所,台東区役所,東上野4丁目5番6号,03-5246-1111（代）,,139.7797146,35.71263444
区民事務所,区民事務所,北部区民事務所清川分室,台東区清川1丁目23番8号,03-3876-3566,,139.8030813,35.72577082
区民事務所,区民事務所,南部区民事務所,台東区寿1丁目10番12号,03-3842-2651,,139.7888844,35.70725514
区民事務所,区民事務所,北部区民事務所,台東区浅草4丁目48番1号,03-3876-2284,,139.7987528,35.71823439
地区センター,地区センター,浅草橋地区センター,浅草橋2丁目8番7号,03-3851-4500,,139.7833653,35.69954587
地区センター,地区センター,雷門地区センター,浅草1丁目37番3号,03-3841-7924,,139.7961333,35.71255472
地区センター,地区センター,入谷地区センター,入谷1丁目15番6号,03-3876-1821,,139.7856438,35.72038389
地区センター,地区センター,上野地区センター,池之端1丁目1番12号,03-5815-8623,,139.7692253,35.70942445
地区センター,地区センター,東上野地区センター,東上野3丁目24番6号,03-5688-3633,,139.7796247,35.71125456
地区センター,地区センター,台東地区センター,台東1丁目25番5号,03-3834-4406,,139.7777753,35.70184547
区民事務所,区民事務所,西部区民事務所,台東区下谷3丁目1番30号,03-3876-2651,,139.7860737,35.7230737
区民事務所,区民事務所,西部区民事務所谷中分室,台東区谷中5丁目6番5号,03-3828-9291,,139.766572,35.72544479
