大分類,小分類,名称,所在地,電話番号,情報,X座標,Y座標
児童館,児童館,寿児童館,寿1丁目4番5号,03-3844-8602,,139.7900243,35.70684519
児童館,児童館,玉姫児童館,清川2丁目22番13号,03-3874-6571,,139.803782,35.72747559
児童館,児童館,台東児童館,台東1丁目11番5号,03-3832-8493,,139.7765454,35.7012655
児童館,児童館,池之端児童館,池之端2丁目3番3号,03-3823-6644,,139.7670052,35.71458388
児童館,児童館,松が谷児童館,松が谷4丁目15番11号,03-3841-6734,,139.7863338,35.71851406
児童館,児童館,今戸児童館,今戸1丁目3番6号,03-3876-1656,,139.8046927,35.71936496
児童館,児童館,千束児童館,千束3丁目20番6号,03-3874-1714,,139.7928029,35.7223237
児童館,児童館,谷中児童館,谷中5丁目6番5号,03-3824-4043,,139.7664614,35.72546162
こどもクラブ・学童保育所,こどもクラブ・学童保育所,千束こどもクラブ,台東区千束3丁目20番6号（千束児童館併設）,03-3876-0380,交通 ・地下鉄日比谷線三ノ輪駅下車徒歩12分 ・北めぐりん30番停留所「台東病院」下車徒歩1分,139.7927362,35.72240361
こどもクラブ・学童保育所,こどもクラブ・学童保育所,東泉こどもクラブ,台東区三ノ輪1丁目23番9号（東泉小学校内）,03-3876-4214,交通 ・地下鉄日比谷線三ノ輪駅下車徒歩1分 ・北めぐりん14番停留所「三ノ輪駅」下車徒歩1分 ・ぐるーりめぐりん6番停留所「三ノ輪駅」下車徒歩2分,139.7921227,35.72834259
こどもクラブ・学童保育所,こどもクラブ・学童保育所,東浅草こどもクラブ,台東区東浅草2丁目27番19号（東浅草小学校内）,03-3874-4979,交通 ・北めぐりん11番停留所「吉原大門」 ・都バス「吉原大門」下車徒歩1分,139.7985103,35.72437076
こどもクラブ・学童保育所,こどもクラブ・学童保育所,竹町こどもクラブ,台東区台東3丁目25番4号,03-3839-1755,交通 ・JR御徒町駅下車徒歩8分 ・都営大江戸線新御徒町駅徒歩5分,139.7803002,35.70475324
こどもクラブ・学童保育所,こどもクラブ・学童保育所,池之端こどもクラブ,台東区池之端2丁目3番3号（池之端児童館併設）,03-3827-7939,交通 ・地下鉄千代田線根津駅下車徒歩4分 ・東西めぐりん19番停留所「鴎外旧居跡」下車徒歩5分,139.7669399,35.71464663
こどもクラブ・学童保育所,こどもクラブ・学童保育所,谷中こどもクラブ,台東区谷中5丁目6番5号（谷中児童館併設）,03-3827-7936,交通 ・JR日暮里駅駅下車徒歩7分 ・地下鉄千代田線千駄木駅下車徒歩3分 ・東西めぐりん14番停留所「谷中小学校」下車徒歩2分,139.7666446,35.72562437
こどもクラブ・学童保育所,こどもクラブ・学童保育所,松が谷こどもクラブ,台東区松が谷4丁目15番11号（松が谷児童館併設）,03-3843-0858,交通 ・地下鉄日比谷線入谷駅下車徒歩4分 ・南めぐりん22番停留所「入谷南公園」下車徒歩1分,139.7862809,35.71861925
こどもクラブ・学童保育所,こどもクラブ・学童保育所,下谷こどもクラブ,台東区下谷3丁目1番14号（柏葉中学校内）,03-3871-0841,交通 ・地下鉄日比谷線入谷駅下車徒歩4分 ・北めぐりん18番停留所「下谷三丁目」下車徒歩2分 ・ぐるーりめぐりん4番停留所「下谷三丁目」下車徒歩2分,139.7858935,35.72364599
こどもクラブ・学童保育所,こどもクラブ・学童保育所,松葉こどもクラブ,台東区松が谷1丁目13番16号（松葉小学校内）,03-3845-0209,交通 ・地下鉄銀座線稲荷町駅下車徒歩7分 ・南めぐりん17番停留所「西浅草」下車徒歩3分,139.7864842,35.71228951
こどもクラブ・学童保育所,こどもクラブ・学童保育所,浅草こどもクラブ,台東区花川戸1丁目14番21号（浅草小学校内）,03-3844-8565,交通 ・地下鉄銀座線浅草駅下車徒歩4分 ・北めぐりん36番停留所「二天門」下車徒歩2分,139.7998683,35.71379571
こどもクラブ・学童保育所,こどもクラブ・学童保育所,寿こどもクラブ,台東区寿1丁目4番5号（寿児童館3階）,03-3844-8629,交通 ・地下鉄銀座線田原町駅下車徒歩5分 ・南めぐりん14番停留所「大江戸線蔵前駅」下車徒歩1分 ・ぐるーりめぐりん20番停留所「寿三丁目」下車徒歩1分,139.790039,35.70693962
こどもクラブ・学童保育所,こどもクラブ・学童保育所,寿第2こどもクラブ,台東区寿1丁目4番5号（寿児童館1階）,03-3844-8606,交通 ・地下鉄銀座線田原町駅下車徒歩5分 ・南めぐりん14番停留所「大江戸線蔵前駅」下車徒歩1分 ・ぐるーりめぐりん20番停留所「寿三丁目」下車徒歩1分,139.790039,35.70693962
こどもクラブ・学童保育所,こどもクラブ・学童保育所,浅草橋こどもクラブ,台東区浅草橋5丁目1番8号（柳北スポーツプラザ併設）,03-3863-0736,交通 ・JR浅草橋駅下車徒歩3分 ・南めぐりん8番停留所「柳北スポーツプラザ」下車徒歩1分 ・ぐるーりめぐりん25番停留所「浅草橋地区センター」下車1分,139.7822015,35.69938061
こどもクラブ・学童保育所,こどもクラブ・学童保育所,竜泉こどもクラブ,台東区竜泉2丁目10番6号（旧竜泉中学校敷地内）,03-3871-6285,交通 ・地下鉄日比谷線三ノ輪駅下車徒歩6分 ・北めぐりん16番停留所「竜泉一丁目」下車徒歩1分 ・ぐるーりめぐりん5番停留所「一葉記念館」下車徒歩2分,139.7896461,35.72530266
こどもクラブ・学童保育所,こどもクラブ・学童保育所,千束小学校こどもクラブ,台東区浅草4丁目24番11号（千束小学校内）,03-3873-5821,交通 ・都バス「浅草4丁目」下車徒歩3分 ・北めぐりん31番停留所「千束小学校前」下車徒歩1分,139.7939939,35.71919111
こどもクラブ・学童保育所,こどもクラブ・学童保育所,富士こどもクラブ,台東区浅草4丁目48番9号（富士小学校内）,03-3875-5159,交通 ・地下鉄銀座線浅草駅下車徒歩12分 ・北めぐりん33番停留所「浅草警察署前」下車徒歩1分,139.7983676,35.7187367
こどもクラブ・学童保育所,こどもクラブ・学童保育所,北上野こどもクラブ,台東区北上野2丁目15番6号（駒形中学校内）,03-3843-9525,交通 ・地下鉄日比谷線入谷駅徒歩4分 ・南めぐりん23番停留所「北上野」下車徒歩1分,139.7841187,35.71756462
こどもクラブ・学童保育所,こどもクラブ・学童保育所,田原こどもクラブ,台東区雷門1丁目4番4号　ネクストサイト浅草ビル,03-5828-3552,交通 ・地下鉄銀座線田原町駅下車徒歩3分 ・都バス「浅草寿町」下車徒歩3分 ・東西めぐりん32番停留所「都営浅草駅」下車徒歩2分,139.7933165,35.70956744
