大分類,小分類,名称,所在地,電話番号,情報,X座標,Y座標
しごと・産業,しごと・産業,産業研修センター,橋場1丁目36番2号,03-3872-6780,,139.8082731,35.72393507
しごと・産業,しごと・産業,都立産業貿易センター台東館,花川戸2丁目6番5号,03-3844-6190,,139.7988729,35.71432465
しごと・産業,しごと・産業,台東区シルバー人材センター,小島1丁目5番5号 小島ビル1階,03-3864-3338,,139.781655,35.70420532
しごと・産業,しごと・産業,ハローワーク上野,東上野4丁目1番2号,03-3847-8609,,139.7804346,35.71195452
しごと・産業,しごと・産業,玉姫労働出張所,清川2丁目23番2号,03-3876-3347,,139.8049129,35.72730425
しごと・産業,しごと・産業,上野労働基準監督署,池之端1丁目2番22号　上野合同庁舎,03-3828-6711,,139.7686653,35.70962441
しごと・産業,しごと・産業,上野年金事務所,池之端1丁目2番18号　MG池之端ビル,03-3824-2511,,139.7684953,35.71027434
しごと・産業,しごと・産業,浅草ものづくり工房,橋場1丁目36番2号（産業研修センター）,03-3872-6780,,139.8082731,35.72393507
しごと・産業,しごと・産業,台東区中小企業振興センター　台東デザイナーズビレッジ,小島2丁目9番10号,03-3863-7936,,139.783646,35.70609665
しごと・産業,しごと・産業,台東区中小企業振興センター　公益財団法人 台東区産業振興事業団（勤労者サービスセンター）,小島2丁目9番18号,03-5246-1132,,139.7841641,35.70600108
しｺ","10278","152","682","1315","0","11112","12428","10.90","0.16","0.72","1.39","0.00","11.78","13.18"
"闃昜ｺ比ｸ∫岼","215034","闃晏慍蛹ｺ","20756","656","2544","1950","0","23955","25906","9.65","0.31","1.18","0.91","0.00","11.14","12.05"
"豬ｷ蟯ｸ荳�荳∫岼","391983","闃晏慍蛹ｺ","57996","12549","5331","2507","15388","75876","93771","14.80","3.20","1.36","0.64","3.93","19.36","23.92"
"譚ｱ譁ｰ讖倶ｸ�荳∫岼","235565","闃晏慍蛹ｺ","27404","3185","7366","0","0","37956","37956","11.63","1.35","3.13","0.00","0.00","16.11","16.11"
"譚ｱ譁ｰ讖倶ｺ御ｸ∫岼","73384","闃晏慍蛹ｺ","3849","6","1143","0","0","4998","4998","5.25","0.01","1.56","0.00","0.00","6.81","6.81"
"譁ｰ讖倶ｸ�荳∫岼","74541","闃晏慍蛹ｺ","3170","130","754","0","0","4053","4053","4.25","0.17","1.01","0.00","0.00","5.44","5.44"
"譁ｰ讖倶ｺ御ｸ∫岼","99557","闃晏慍蛹ｺ","2518","0","205","0","0","2723","2723","2.53","0.00","0.21","0.00","0.00","2.74","2.74"
"譁ｰ讖倶ｸ我ｸ∫岼","64063","闃晏慍蛹ｺ","2133","7","500","339","0","2640","2979","3.33","0.01","0.78","0.53","0.00","4.12","4.65"
"譁ｰ讖句屁荳∫岼","66761","闃晏慍蛹ｺ","3665","0","579","2535","0","4244","6779","5.49","0.00","0.87","3.80","0.00","6.36","10.15"
"譁ｰ讖倶ｺ比ｸ∫岼","74374","闃晏慍蛹ｺ","3649","38","665","106","0","4352","4458","4.91","0.05","0.89","0.14","0.00","5.85","5.99"
"譁ｰ讖句�荳∫岼","78507","闃晏慍蛹ｺ","5009","0","643","0","0","5652","5652","6.38","0.00","0.82","0.00","0.00","7.20","7.20"
"隘ｿ譁ｰ讖倶ｸ�荳∫岼","104036","闃晏慍蛹ｺ","6929","79","1708","0","0","8716","8716","6.66","0.08","1.64","0.00","0.00","8.38","8.38"
"隘ｿ譁ｰ讖倶ｺ御ｸ∫岼","93208","闃晏慍蛹ｺ","7771","952","634","775","0","9356","10131","8.34","1.02","0.68","0.83","0.00","10.04","10.87"
"隘ｿ譁ｰ讖倶ｸ我ｸ∫岼","114272","闃晏慍蛹ｺ","6429","91","2833","779","0","9353","10132","5.63","0.08","2.48","0.68","0.00","8.19","8.87"
"荳臥伐荳�荳∫岼","231167","闃晏慍蛹ｺ","30394","1869","5214","8606","4692","37477","50775","13.15","0.81","2.26","3.72","2.03","16.21","21.96"
"荳臥伐莠御ｸ∫岼","318314","闃晏慍蛹ｺ","91423","6420","2424","9825","1941","100266","112032","28.72","2.02","0.76","3.09","0.61","31.50","35.20"
"荳臥伐荳我ｸ∫岼","165543","闃晏慍蛹ｺ","21660","1113","1765","34","0","24539","24573","13.08","0.67","1.07","0.02","0.00","14.82","14.84"
"豬懈收逕ｺ荳�荳∫岼","88071","闃晏慍蛹ｺ","4226","29","1925","323","0","6181","6504","4.80","0.03","2.19","0.37","0.00","7.02","7.39"
"豬懈收逕ｺ莠御ｸ∫岼","81920","闃晏慍蛹ｺ","3676","10","2261","3400","420","5948","9767","4.49","0.01","2.76","4.15","0.51","7.26","11.92"
"闃晏､ｧ髢�荳�荳∫岼","83988","闃晏慍蛹ｺ","7433","212","1381","0","0","9025","9025","8.85","0.25","1.64","0.00","0.00","10.75","10.75"
"闃晏､ｧ髢�莠御ｸ∫岼","68694","闃晏慍蛹ｺ","2276","0","241","0","0","2516","2516","3.31","0.00","0.35","0.00","0.00","3.66","3.66"
"闃晏�蝨剃ｸ�荳∫岼","69868","闃晏慍蛹ｺ","15086","293","1943","0","0","17322","17322","21.59","0.42","2.78","0.00","0.00","24.79","24.79"
"闃晏�蝨剃ｺ御ｸ∫岼","98628","闃晏慍蛹ｺ","15614","860","746","305","0","17220","17525","15.83","0.87","0.76","0.31","0.00","17.46","17.77"
