分類/品目/銘柄/単位,2003年7月,2004年5月,2004年6月,2004年7月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2769,3173,3149,3111,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2364,2815,2753,2700,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1950,2364,2321,2298,
（穀類）/うるち米/指定標準米、精米(5kg入り）/1袋(円),        -,        -,        -,        -,
（穀類）/もち米/国内産、精米、複数原料米(1～2kg入り）/1kg(円),573,945,945,945,16年7月改正
（穀類）/食パン/普通品/1kg(円),424,423,423,422,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),84,85,85,85,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),75,78,79,78,
（穀類）/干しうどん/普通品/1kg(円),495,500,512,512,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品、「マ・マースパゲッティ」又は「オーマイスパゲッティ」/1袋(円),153,153,156,154,16年1月改正
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋(円),212,214,212,209,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),141,144,138,140,15年7月改正
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),265,267,262,265,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),188,192,192,190,
（穀類）/もち/包装生もち/1kg(円),1076,1102,1062,1048,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g(円),386,391,389,384,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),125,121,119,107,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),124,130,127,115,
（魚介類）/かつお/切り身（刺身用）/100g(円),186,288,235,217,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),205,156,150,151,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),218,209,209,204,16年1月改正
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),133,144,126,111,15年7月改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),106,72,70,179,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),252,248,232,244,
（魚介類）/ぶり/切り身/100g(円),269,248,258,269,
（魚介類）/いか/するめいか/100g(円),85,136,108,85,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),252,261,250,254,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),292,293,272,272,
（魚介類）/あさり/殻付き/100g(円),120,113,112,113,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),175,175,177,184,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),191,184,182,185,
（魚介類）/たらこ/並/100g(円),665,666,661,654,
（魚介類）/しらす干し/並/100g(円),414,380,387,392,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),176,169,169,169,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),146,124,120,124,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),299,290,291,293,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g(円),159,169,170,168,
（魚介類）/さつま揚げ/並/100g(円),100,99,97,99,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),101,106,105,104,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g(円),144,159,156,149,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),147,135,133,136,
（魚介類）/塩辛/いかの塩辛、並/100g(円),245,261,262,263,
