分類/品目/銘柄/単位,2003年6月,2004年4月,2004年5月,2004年6月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2773,3237,3173,3149,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2392,2878,2815,2753,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1939,2395,2364,2321,
（穀類）/うるち米/指定標準米、精米(5kg入り）/1袋(円),        -,        -,        -,        -,
（穀類）/もち米/国内産、精米、複数原料米(1kg入り）/1kg(円),576,936,945,945,
（穀類）/食パン/普通品/1kg(円),424,425,423,423,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),85,85,85,85,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),75,78,78,79,
（穀類）/干しうどん/普通品/1kg(円),499,498,500,512,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品、「マ・マースパゲッティ」又は「オーマイスパゲッティ」/1袋(円),151,158,153,156,16年1月改正
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋(円),205,212,214,212,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),142,144,144,138,15年7月改正
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),269,262,267,262,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),190,191,192,192,
（穀類）/もち/包装生もち/1kg(円),1068,1078,1102,1062,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g(円),398,385,391,388,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),126,131,121,118,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),138,133,130,132,
（魚介類）/かつお/切り身（刺身用）/100g(円),216,286,288,237,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),197,178,156,161,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),212,197,209,209,16年1月改正
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),119,140,144,125,15年7月改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),90,71,72,71,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),262,261,248,225,
（魚介類）/ぶり/切り身/100g(円),256,248,248,259,
（魚介類）/いか/するめいか/100g(円),112,132,136,115,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),251,252,261,250,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),286,281,293,272,
（魚介類）/あさり/殻付き/100g(円),115,119,113,112,
（魚介類）/かき/まがき、むき身/100g(円),        -,        -,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),177,171,175,177,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),196,183,184,182,
（魚介類）/たらこ/並/100g(円),676,678,666,661,
（魚介類）/しらす干し/並/100g(円),416,398,380,387,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),182,166,169,169,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),144,122,124,120,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),306,293,290,291,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g(円),158,172,169,170,
（魚介類）/さつま揚げ/並/100g(円),103,96,99,97,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),102,104,106,105,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g(円),144,157,159,156,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),166,136,135,133,
（魚介類）/塩辛/いかの塩辛、並/100g(円),243,262,261,262,
（魚介類）/魚みそ漬/さわら/100g(円),254,232,248,244,
（魚介類）/あさりつくだ煮/並/100g(円),340,324,339,346,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り、｢シーチキンLフレーク」/1缶(円),144,160,163,159,16年1月改正
（肉類）/牛肉/ロース/100g(円),853,826,837,848,
（肉類）/牛肉/肩肉/100g(円),453,431,430,424,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),349,343,360,340,
（肉類）/豚肉/ロース/100g(円),231,238,240,237,
（肉類）/豚肉/肩肉/100g(円),157,155,160,161,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),125,120,122,121,
（肉類）/羊肉/輸入品、ラム/100g(円),127,136,142,142,
