分類/品目/銘柄/単位,2003年5月,2004年3月,2004年4月,2004年5月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2775,3398,3237,3173,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2368,3007,2878,2815,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1944,2412,2395,2364,
（穀類）/うるち米/指定標準米、精米(5kg入り）/1袋(円),        -,        -,        -,        -,
（穀類）/もち米/国内産、精米、複数原料米(1kg入り）/1kg(円),580,951,936,945,
（穀類）/食パン/普通品/1kg(円),422,422,425,423,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),84,82,85,85,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),74,76,78,78,
（穀類）/干しうどん/普通品/1kg(円),502,500,498,500,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品、「マ・マースパゲッティ」又は「オーマイスパゲッティ」/1袋(円),155,159,158,153,16年1月改正
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋(円),222,225,212,214,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),144,143,144,144,15年7月改正
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),267,261,262,267,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),191,188,191,192,
（穀類）/もち/包装生もち/1kg(円),1078,1082,1078,1102,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g(円),401,398,385,395,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),113,140,131,118,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),119,137,133,129,
（魚介類）/かつお/切り身（刺身用）/100g(円),222,294,286,284,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),194,222,178,157,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),220,217,197,209,16年1月改正
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),133,154,140,129,15年7月改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),93,74,71,71,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),253,275,261,241,
（魚介類）/ぶり/切り身/100g(円),252,248,248,259,
（魚介類）/いか/するめいか/100g(円),107,93,132,134,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),257,252,252,261,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),297,278,281,293,
（魚介類）/あさり/殻付き/100g(円),113,123,119,113,
（魚介類）/かき/まがき、むき身/100g(円),        -,249,        -,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),171,177,171,175,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),195,196,183,184,
（魚介類）/たらこ/並/100g(円),677,682,678,666,
（魚介類）/しらす干し/並/100g(円),434,396,398,380,
