分類/品目/銘柄/単位,2003年4月,2004年2月,2004年3月,2004年4月,銘柄改正等
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリ(5kg入り）/1袋(円),2733,3522,3398,3237,
（穀類）/うるち米/国内産、精米、単一品種、コシヒカリを除く(5kg入り）/1袋(円),2390,3122,3007,2878,
（穀類）/うるち米/国内産、精米、複数原料米(5kg入り）/1袋(円),1956,2424,2412,2395,
（穀類）/うるち米/指定標準米、精米(5kg入り）/1袋(円),        -,        -,        -,        -,
（穀類）/もち米/国内産、精米、複数原料米(1kg入り）/1kg(円),570,943,951,936,
（穀類）/食パン/普通品/1kg(円),423,422,422,425,
（穀類）/あんパン/あずきあん入り、丸型、普通品/100g(円),83,83,82,85,
（穀類）/ゆでうどん/1食入り（200～250g入り）、普通品/1袋(円),74,77,76,78,
（穀類）/干しうどん/普通品/1kg(円),502,488,500,498,
（穀類）/スパゲッティ/袋入り（300g入り）、JAS規格品、「マ・マースパゲッティ」又は「オーマイスパゲッティ」/1袋(円),158,155,159,158,16年1月改正
（穀類）/スパゲッティ/輸入品、袋入り（450g入り）、「ブイトーニ」/1袋(円),203,209,225,212,
（穀類）/即席めん/即席カップめん、中華タイプ、「カップヌードル(77g入り)」/1個(円),143,142,143,144,15年7月改正
（穀類）/生中華めん/普通品、2食入り（220～260g入り）/1袋(円),269,261,261,262,
（穀類）/小麦粉/薄力粉、袋入り（1kg入り）「日清フラワー」/1袋(円),189,189,188,191,
（穀類）/もち/包装生もち/1kg(円),1070,1126,1082,1078,
（魚介類）/まぐろ/めばち、切り身（刺身用）、赤身/100g(円),394,404,398,389,
（魚介類）/あじ/まあじ、丸（長さ約15cm以上）/100g(円),120,125,140,122,
（魚介類）/いわし/まいわし、丸（長さ約12cm以上）/100g(円),134,154,137,136,
（魚介類）/かつお/切り身（刺身用）/100g(円),268,        -,294,261,
（魚介類）/かれい/まがれい、丸（長さ約25～35cm）/100g(円),199,181,222,166,
（魚介類）/さけ/トラウトサーモン､ぎんざけ､アトランティックサーモン､べにざけ､又はキングサーモン､切り身/100g(円),220,211,217,197,16年1月改正
（魚介類）/さば/まさば、丸(長さ約25～40cm)/100g(円),141,148,154,131,15年7月改正
（魚介類）/さんま/丸（長さ約25cm以上）/100g(円),91,74,74,72,
（魚介類）/たい/まだい、丸（長さ約20cm以上）/100g(円),259,273,275,264,
（魚介類）/ぶり/切り身/100g(円),248,250,248,246,
（魚介類）/いか/するめいか/100g(円),127,88,93,125,
（魚介類）/たこ/まだこ（ゆでもの）/100g(円),249,256,252,252,
（魚介類）/えび/輸入品、冷凍（解凍含む）、パック包装[長さ]無頭8～10cm/100g(円),307,280,278,281,
（魚介類）/あさり/殻付き/100g(円),112,124,123,119,
（魚介類）/かき/まがき、むき身/100g(円),        -,270,249,        -,
（魚介類）/ほたて貝/養殖もの、むき身（ゆでもの）/100g(円),171,173,177,171,
（魚介類）/塩さけ/ぎんざけ、切り身/100g(円),192,184,196,183,
（魚介類）/たらこ/並/100g(円),669,677,682,678,
（魚介類）/しらす干し/並/100g(円),436,400,396,398,
（魚介類）/干しあじ/まあじ、開き、並/100g(円),173,177,169,166,
（魚介類）/丸干しいわし/まいわし（長さ約12cm）、並/100g(円),137,124,122,122,
（魚介類）/煮干し/かたくちいわし、小羽（約6cm）、上/100g(円),313,303,299,293,
（魚介類）/ししゃも/子持ちししゃも、パック入り（8～12匹入り）、並/100g(円),163,167,168,172,
（魚介類）/さつま揚げ/並/100g(円),101,99,99,96,
（魚介類）/ちくわ/焼ちくわ（冷凍ものを除く）、並/100g(円),104,103,101,104,
（魚介類）/かまぼこ/蒸かまぼこ、板付き、140g～160g、普通品/100g(円),146,152,153,157,
（魚介類）/かつお節/かつおぶし削りぶし、パック入り（3g×5袋入り）、普通品/1パック(円),161,136,136,136,
（魚介類）/塩辛/いかの塩辛、並/100g(円),230,255,258,262,
（魚介類）/魚みそ漬/さわら/100g(円),265,234,227,232,
（魚介類）/あさりつくだ煮/並/100g(円),341,343,347,324,
（魚介類）/まぐろ缶詰/油漬、きはだまぐろ、フレーク、内容量80g入り、｢シーチキンLフレーク」/1缶(円),145,156,162,160,16年1月改正
（肉類）/牛肉/ロース/100g(円),853,840,854,826,
（肉類）/牛肉/肩肉/100g(円),471,453,456,431,
（肉類）/牛肉/輸入品、チルド（冷蔵）、ロース（肩ロースは除く）/100g(円),338,315,356,343,
（肉類）/豚肉/ロース/100g(円),237,237,239,238,
（肉類）/豚肉/肩肉/100g(円),161,158,158,155,
（肉類）/鶏肉/ブロイラー、もも肉/100g(円),126,124,124,120,
（肉類）/羊肉/輸入品、ラム/100g(円),125,136,136,136,
（肉類）/レバー/豚レバー/100g(円),99,101,104,102,
（肉類）/ハム/ロースハム、JAS規格品・標準/100g(円),292,285,290,289,
（肉類）/ソーセージ/ウインナーソーセージ、袋入り、JAS規格品・上級/100g(円),188,186,187,186,
（肉類）/ベーコン/ベーコン、JAS規格品・標準/100g(円),258,252,254,256,
（乳卵類）/牛乳/瓶入り（200ml）配達、瓶代を除く、月極め/1本(円),98,99,99,99,
（乳卵類）/牛乳/紙容器入り（1000ml入り）、店頭売り/1本(円),206,205,205,209,
（乳卵類）/粉ミルク/調整粉乳、缶入り（980g入り）「ソフトカード明治0コナミルクほほえみ」/1缶(円),2582,2561,2539,2571,
（乳卵類）/バター/カルトン入り（200g入り）/1箱(円),322,319,324,322,
（乳卵類）/チーズ/プロセスチーズ、スライスタイプ（10枚190g入り）/1袋(円),296,307,311,299,
（乳卵類）/チーズ/輸入品、ナチュラルチーズ缶入り（125g入り）「ジェラール」/1缶(円),513,489,493,476,
（乳卵類）/ヨーグルト/プレーンヨーグルト、500g入り､「明治0」、｢森永0」又は「MEGMILK0」/1個(円),214,218,209,222,16年1月改正
（乳卵類）/鶏卵/白色卵、Lサイズ、パック詰(10個入り）/1パック(円),193,171,177,174,
（野菜・海草）/キャベツ/1kg(円),271,197,194,231,
（野菜・海草）/ほうれんそう/1kg(円),633,747,693,680,
（野菜・海草）/はくさい/山東菜を除く/1kg(円),287,151,233,251,
（野菜・海草）/ねぎ/1kg(円),587,498,543,504,
（野菜・海草）/レタス/玉レタス/1kg(円),445,628,553,490,
（野菜・海草）/もやし/だいずもやしを除く/100g(円),17,17,17,17,
（野菜・海草）/ブロッコリー/1kg(円),664,606,555,686,
（野菜・海草）/アスパラガス/グリーンアスパラガス/100g(円),167,173,171,173,
（野菜・海草）/かんしょ/1kg(円),559,492,513,512,
（野菜・海草）/ばれいしょ/1kg(円),276,280,292,301,
（野菜・海草）/さといも/こいも、土付き/1kg(円),480,445,438,410,
（野菜・海草）/だいこん/1kg(円),222,175,178,189,
（野菜・海草）/にんじん/1kg(円),409,214,214,314,
（野菜・海草）/ごぼう/1kg(円),756,691,686,723,
（野菜・海草）/たまねぎ/1kg(円),258,211,217,231,
（野菜・海草）/れんこん/1kg(円),635,833,880,956,
（野菜・海草）/ながいも/1kg(円),701,686,685,711,
（野菜・海草）/えだまめ/100g(円),        -,        -,        -,        -,
（野菜・海草）/さやいんげん/100g(円),202,204,193,180,
（野菜・海草）/かぼちゃ/1kg(円),341,317,314,338,
（野菜・海草）/きゅうり/1kg(円),512,558,510,446,
（野菜・海草）/なす/1kg(円),617,718,617,561,
（野菜・海草）/トマト/1kg(円),694,698,694,601,
（野菜・海草）/ピーマン/100g(円),91,99,79,65,
（野菜・海草）/生しいたけ/100g(円),195,185,172,175,
（野菜・海草）/えのきだけ/100g(円),65,72,66,57,
（野菜・海草）/しめじ/ぶなしめじ/100g(円),84,104,87,77,
（野菜・海草）/あずき/大粒/100g(円),165,170,167,169,
（野菜・海草）/干ししいたけ/薄葉、並/100g(円),1224,1287,1295,1300,
（野菜・海草）/のり/焼きのり、中、1帖（10枚入り）/1帖(円),443,447,444,433,
（野菜・海草）/わかめ/養殖もの、塩蔵わかめ（湯通しもの）、並/100g(円),142,147,147,146,
（野菜・海草）/こんぶ/とろろこんぶ、並/100g(円),583,595,597,593,
（野菜・海草）/豆腐/絹ごしを除く/100g(円),32,32,33,33,
（野菜・海草）/油揚げ/薄揚げ/100g(円),150,150,149,152,
（野菜・海草）/納豆/糸ひき納豆、丸大豆納豆、発泡スチロール容器入り（50g×3個）/1パック(円),136,132,139,138,
（野菜・海草）/こんにゃく/板こんにゃく/100g(円),48,48,47,47,
（野菜・海草）/梅干し/調味梅干し、中粒、並/100g(円),202,192,197,197,
（野菜・海草）/たくあん漬/本漬、中/100g(円),96,96,98,97,
（野菜・海草）/福神漬/並（瓶詰、缶詰を除く）/100g(円),97,97,96,96,
（野菜・海草）/こんぶつくだ煮/並/100g(円),200,212,213,220,
（野菜・海草）/はくさい漬/塩漬/100g(円),79,77,78,79,
（野菜・海草）/キムチ/はくさいキムチ（瓶詰を除く）/100g(円),127,130,132,133,
（野菜・海草）/スイートコーン缶詰/ホールカーネル（つぶ状）内容総量190g、「アヲハタ・十勝コーン」/1缶(円),136,135,132,130,16年1月改正
（果物）/りんご/ジョナゴールド、1個260～350g/1kg(円),        -,531,524,        -,
（果物）/りんご/ふじ、1個260～350g/1kg(円),430,442,447,459,
（果物）/みかん/1個100～120g/1kg(円),        -,477,541,        -,
（果物）/レモン/1個110～160g/1kg(円),523,488,470,505,
（果物）/グレープフルーツ/1個370～430g/1kg(円),326,313,315,307,
（果物）/オレンジ/輸入品、1個180～240g/1kg(円),363,382,337,362,
（果物）/いよかん/1個200～300g/1kg(円),        -,369,376,        -,
（果物）/なし/幸水又は豊水、1個300～350g/1kg(円),        -,        -,        -,        -,
（果物）/ぶどう/デラウェア/1kg(円),        -,        -,        -,        -,
（果物）/ぶどう/巨峰/1kg(円),        -,        -,        -,        -,
（果物）/かき/1個190～260g/1kg(円),        -,        -,        -,        -,
（果物）/もも/1個200～250g/1kg(円),        -,        -,        -,        -,
（果物）/すいか/1kg(円),        -,        -,        -,        -,
