市区町村コード,都道府県名,市区町村名,地域名,可燃ごみ（週2回）,不燃ごみ,容器包装プラスチック,ペットボトル,古紙・古布,びん・かん,説明
132217,東京都　　　　　　　,清瀬市　　　　　　　,上清戸1丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,上清戸2丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,元町1丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,元町2丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,木曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,中清戸1丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,中清戸2丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,中清戸3丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,中清戸4丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,中清戸5丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,下清戸1丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,下清戸2丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,下清戸3丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,下清戸4丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,下清戸5丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,水曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,下宿1丁目　　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,下宿2丁目　　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,下宿3丁目　　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,旭が丘1丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,旭が丘2丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,旭が丘3丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,旭が丘4丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,旭が丘5丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,旭が丘6丁目　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,火曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,中里1丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,木曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,中里2丁目　　　　　,月曜日・木曜日,金曜日,水曜日,水曜日,火曜日,木曜日,
132217,東京都　　　　　　　,清瀬市　　　　　　　,中里3丁目　　　　　,月曜日・木曜日,水曜日,金曜日,金曜日,火曜日,木曜日,
