"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2001120101,"一の橋",2,76,45,121,2,12,31,200,9999,,7,"NNE",110,47,231
2001120102,"一の橋",2,57,43,100,3,9,27,201,9999,,8,"NE",104,50,228
2001120103,"一の橋",2,71,43,114,3,10,29,201,9999,,5,"ESE",98,53,230
2001120104,"一の橋",2,57,43,100,2,9,23,200,9999,,6,"ESE",101,47,223
2001120105,"一の橋",2,31,38,69,6,6,16,200,9999,,5,"E",101,46,216
2001120106,"一の橋",2,24,38,62,6,6,11,200,9999,,6,"ESE",99,47,211
2001120107,"一の橋",2,40,43,83,3,6,13,200,9999,,5,"E",102,46,213
2001120108,"一の橋",3,73,50,123,2,9,31,202,9999,,8,"WSW",109,49,233
2001120109,"一の橋",5,132,58,190,2,13,52,208,9999,,3,"SE",117,47,260
2001120110,"一の橋",6,155,68,223,2,14,61,207,9999,,7,"SW",131,43,268
2001120111,"一の橋",6,115,66,181,3,11,58,206,9999,,8,"SSW",133,41,264
2001120112,"一の橋",9,129,69,198,3,12,41,204,9999,,9,"E",132,46,245
2001120113,"一の橋",9,76,69,145,7,9,47,204,9999,,7,"E",142,44,251
2001120114,"一の橋",12,92,73,165,5,12,45,212,9999,,7,"ESE",145,39,257
2001120115,"一の橋",8,67,57,124,8,10,31,200,9999,,5,"ESE",149,39,231
2001120116,"一の橋",8,75,68,143,3,11,36,202,9999,,4,"SSE",150,41,238
2001120117,"一の橋",7,81,67,148,2,14,196,205,9999,,8,"ESE",147,39,401
2001120118,"一の橋",5,82,63,145,2,14,59,204,9999,,7,"E",145,41,263
2001120119,"一の橋",6,95,62,157,2,16,74,206,9999,,4,"SE",143,49,280
2001120120,"一の橋",7,87,60,147,2,14,59,214,9999,,3,"E",142,51,273
2001120121,"一の橋",8,116,62,178,2,18,83,219,9999,,3,"SW",139,48,302
2001120122,"一の橋",7,165,67,232,2,24,131,226,9999,,3,"ENE",131,48,357
2001120123,"一の橋",7,174,67,241,2,26,135,220,9999,,3,"SSW",125,51,355
2001120124,"一の橋",7,271,73,344,2,37,182,231,9999,,0,,114,59,413
2001120201,"一の橋",9999,9999,9999,9999,9999,9999,9999,9999,9999,,5,"E",107,57,9999
2001120202,"一の橋",9999,99,46,145,1,15,72,208,9999,,5,"ENE",99,58,280
2001120203,"一の橋",3,70,40,110,1,14,56,206,9999,,8,"ENE",90,58,262
2001120204,"一の橋",3,48,37,85,1,10,34,203,9999,,0,,95,57,237
2001120205,"一の橋",3,70,37,107,1,12,43,205,9999,,4,"SE",95,57,248
2001120206,"一の橋",3,51,36,87,1,11,36,203,9999,,6,"ESE",89,58,239
2001120207,"一の橋",3,59,36,95,1,11,38,205,9999,,7,"NW",97,61,243
2001120208,"一の橋",5,82,39,121,1,13,50,212,9999,,9,"WSW",102,61,262
2001120209,"一の橋",6,95,46,141,1,15,65,212,9999,,5,"W",114,57,277
2001120210,"一の橋",5,72,53,125,3,15,94,212,9999,,5,"S",129,42,306
2001120211,"一の橋",3,36,47,83,8,10,67,203,9999,,7,"SE",141,31,270
2001120212,"一の橋",2,24,41,65,14,9,34,200,9999,,0,,156,30,234
2001120213,"一の橋",2,25,38,63,17,8,38,197,9999,,7,"E",159,27,235
2001120214,"一の橋",2,18,37,55,23,7,20,196,9999,,7,"ENE",163,30,216
2001120215,"一の橋",4,39,67,106,9,12,40,206,9999,,5,"ESE",160,33,246
2001120216,"一の橋",3,27,56,83,10,10,31,198,9999,,6,"SW",159,34,229
2001120217,"一の橋",4,57,63,120,3,13,49,202,9999,,10,"E",150,52,251
2001120218,"一の橋",4,29,38,67,11,8,22,196,9999,,6,"E",141,61,218
2001120219,"一の橋",3,31,39,70,9,9,27,198,9999,,10,"E",132,64,225
2001120220,"一の橋",2,25,35,60,10,9,23,199,9999,,9,"E",127,65,222
2001120221,"一の橋",2,19,33,52,11,8,20,199,9999,,7,"E",123,65,219
2001120222,"一の橋",3,33,36,69,5,8,27,199,9999,,6,"E",111,66,226
2001120223,"一の橋",3,27,34,61,5,7,16,199,9999,,5,"E",109,64,215
