"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2018120101,"一の橋",1,1,17,18,15,3,17,205,18,11,8,"E",117,56,222
2018120102,"一の橋",1,2,15,17,16,3,19,203,11,-1,4,"Calm",114,55,222
2018120103,"一の橋",1,4,18,22,12,3,17,204,14,-2,5,"E",111,53,221
2018120104,"一の橋",1,3,17,20,14,3,15,203,7,-2,4,"Calm",108,53,218
2018120105,"一の橋",1,5,18,23,15,3,13,202,8,-3,6,"E",106,51,215
2018120106,"一の橋",1,3,17,20,15,3,17,202,6,-2,1,"Calm",107,53,219
2018120107,"一の橋",1,10,25,35,6,3,15,208,5,1,5,"E",103,54,223
2018120108,"一の橋",1,12,24,36,8,3,20,204,12,3,5,"ENE",111,51,224
2018120109,"一の橋",1,20,26,46,8,4,22,206,10,1,3,"Calm",119,52,228
2018120110,"一の橋",2,33,35,68,7,5,22,209,20,9,7,"ENE",143,50,231
2018120111,"一の橋",1,12,27,39,17,4,21,204,16,6,5,"W",155,43,225
2018120112,"一の橋",2,12,29,41,19,5,26,203,20,19,7,"W",167,39,229
2018120113,"一の橋",2,10,29,39,21,5,28,203,24,23,4,"Calm",166,37,231
2018120114,"一の橋",2,9,32,41,22,5,32,205,28,27,4,"Calm",173,35,237
2018120115,"一の橋",2,17,43,60,16,5,28,207,26,29,6,"ENE",183,28,235
2018120116,"一の橋",1,8,34,42,23,5,25,204,25,32,2,"Calm",180,28,229
2018120117,"一の橋",1,6,25,31,26,4,22,200,20,22,7,"ENE",170,26,222
2018120118,"一の橋",1,7,19,26,24,4,17,200,13,16,7,"ENE",156,26,217
2018120119,"一の橋",1,6,18,24,21,4,15,201,6,6,7,"E",146,27,216
2018120120,"一の橋",1,3,13,16,27,3,15,200,3,1,11,"E",134,29,215
2018120121,"一の橋",1,2,11,13,28,3,13,200,6,-1,8,"ENE",125,31,213
2018120122,"一の橋",1,2,12,14,26,3,11,201,8,-1,2,"Calm",123,33,212
2018120123,"一の橋",1,2,14,16,24,4,8,203,5,0,6,"ENE",121,33,211
2018120124,"一の橋",1,1,9,10,30,3,10,202,7,-2,7,"ENE",117,33,212
2018120201,"一の橋",1,0,7,7,32,2,9,200,5,-8,5,"ESE",116,32,209
2018120202,"一の橋",1,0,10,10,28,3,10,200,8,-5,4,"Calm",111,31,210
2018120203,"一の橋",1,0,9,9,29,3,5,201,2,-3,4,"Calm",108,32,206
2018120204,"一の橋",1,0,10,10,25,3,12,201,3,1,6,"E",104,36,213
2018120205,"一の橋",1,1,10,11,24,3,9,202,8,2,3,"Calm",102,36,211
2018120206,"一の橋",1,1,11,12,23,2,8,202,6,4,4,"Calm",104,36,210
2018120207,"一の橋",1,3,13,16,22,2,14,201,13,6,5,"ENE",101,37,215
2018120208,"一の橋",1,8,21,29,15,3,13,204,7,3,3,"Calm",101,37,217
2018120209,"一の橋",1,8,23,31,14,3,17,206,11,3,4,"Calm",105,37,223
2018120210,"一の橋",1,10,23,33,15,4,20,205,12,7,5,"N",111,34,225
2018120211,"一の橋",1,7,18,25,21,3,17,204,13,10,5,"E",115,34,221
2018120212,"一の橋",1,3,13,16,26,3,20,202,14,12,6,"SE",113,38,222
2018120213,"一の橋",1,1,12,13,27,3,14,202,10,15,5,"E",120,38,216
2018120214,"一の橋",1,3,14,17,26,3,16,200,13,15,5,"E",125,39,216
2018120215,"一の橋",1,4,16,20,25,3,13,202,15,15,3,"Calm",131,40,215
2018120216,"一の橋",1,4,16,20,25,3,52,203,16,21,3,"Calm",126,42,255
2018120217,"一の橋",1,6,21,27,20,4,16,203,19,17,4,"Calm",130,42,219
2018120218,"一の橋",1,4,21,25,19,4,27,205,19,18,4,"Calm",130,43,232
2018120219,"一の橋",1,4,19,23,20,4,26,205,17,19,5,"NE",129,44,231
2018120220,"一の橋",1,4,21,25,18,4,25,205,22,19,7,"NNE",128,43,230
2018120221,"一の橋",1,4,22,26,16,4,28,206,24,20,6,"ENE",126,45,234
2018120222,"一の橋",1,3,19,22,19,4,22,206,25,27,7,"E",120,52,228
2018120223,"一の橋",1,2,18,20,21,3,17,205,29,24,4,"Calm",117,58,222
2018120224,"一の橋",1,2,18,20,20,4,35,204,24,12,5,"NNE",115,65,239
2018120301,"一の橋",2,2,16,18,20,3,51,204,21,14,2,"Calm",119,55,255
2018120302,"一の橋",3,2,21,23,14,3,36,206,19,13,3,"Calm",117,56,242
2018120303,"一の橋",2,1,17,18,17,3,20,204,17,7,3,"Calm",122,48,224
2018120304,"一の橋",2,2,19,21,16,3,27,202,14,12,2,"Calm",124,47,229
2018120305,"一の橋",2,3,19,22,17,3,20,202,16,9,4,"Calm",125,46,222
2018120306,"一の橋",1,7,27,34,9,3,21,203,21,12,1,"Calm",129,49,224
