"年月[西暦]","調査項目","設問","選択肢","件数[人]","(全体)[%]","(除不)[%]"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害のある人の雇用の促進","96","39.2","43.0"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害者になっても継続して働くことができる体制の整備","92","37.6","41.3"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害のある人に配慮した事業所等の改善・整備","83","33.9","37.2"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","職場での精神的な不安を解消する相談体制の整備","70","28.6","31.4"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","職場での事故防止体制の充実","40","16.3","17.9"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害のある人を支援するための介護休暇制度やボランティア休暇制度の充実","54","22.0","24.2"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害や障害のある人への理解を深めるための研修の実施","86","35.1","38.6"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害のある人に配慮した商品の開発","37","15.1","16.6"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害に関連する分野での国際協力の推進","25","10.2","11.2"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害のある人の生涯学習、スポーツ、文化、レクリエーション活動に対する支援","79","32.2","35.4"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","障害者団体に対する経済的支援","55","22.4","24.7"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","その他","6","2.4","2.7"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","わからない","50","20.4","22.4"
"202003","行政支援、団体支援について","Q37. あなたは、障害のある人のために企業や民間団体が行う活動について、どのようなことを希望しますか。（あてはまるものすべてに○）","無回答","22","9.0",

"港区保健福祉基礎調査（知的障害者）・単純集計表・行政支援団体支援についてQ37","Ver202003",,,,,
