"年度[西暦]","款","予算現額[千円]","支出済額[千円]"
"2015","総務費",,"453415"
"2015","保険給付費",,"13953214"
"2015","後期高齢者支援金等",,"3410434"
"2015","前期高齢者納付金等",,"2415"
"2015","老人保健拠出金",,"105"
"2015","介護納付金",,"1537774"
"2015","共同事業拠出金",,"6888633"
"2015","保健事業費",,"167582"
"2015","諸支出金",,"193281"
"2015","予備費",,"0"
"2015","歳出合計",,"26606852"
"2016","総務費",,"437068"
"2016","保険給付費",,"13788482"
"2016","後期高齢者支援金等",,"3339663"
"2016","前期高齢者納付金等",,"2490"
"2016","老人保健拠出金",,"82"
"2016","介護納付金",,"1535715"
"2016","共同事業拠出金",,"7095446"
"2016","保健事業費",,"159874"
"2016","諸支出金",,"187996"
"2016","予備費",,"0"
"2016","歳出合計",,"26546816"
"2017","総務費",,"501398"
"2017","保険給付費",,"13674826"
"2017","後期高齢者支援金等",,"3296356"
"2017","前期高齢者納付金等",,"11778"
"2017","老人保健拠出金",,"52"
"2017","介護納付金",,"1509197"
"2017","共同事業拠出金",,"6905676"
"2017","保健事業費",,"168594"
"2017","諸支出金",,"226040"
"2017","予備費",,"0"
"2017","歳出合計",,"26293918"
"2018","総務費","512470","485151"
"2018","保険給付費","13891149","13339153"
"2018","後期高齢者支援金等",,
"2018","前期高齢者納付金等",,
"2018","老人保健拠出金",,
"2018","介護納付金",,
"2018","国民健康保険事業費納付金","9463715","9355377"
"2018","共同事業拠出金","2","2"
"2018","保健事業費","182535","154727"
"2018","諸支出金","453222","446768"
"2018","予備費","93625","0"
"2018","歳出合計","24596718","23781178"
"2019","総務費","678688","509419"
"2019","保険給付費","13662798","13293845"
"2019","後期高齢者支援金等",,
"2019","前期高齢者納付金等",,
"2019","老人保健拠出金",,
"2019","介護納付金",,
"2019","国民健康保険事業費納付金","9418664","9391589"
"2019","共同事業拠出金","2","2"
"2019","保健事業費","182802","151114"
"2019","諸支出金","227926","214452"
"2019","予備費","99024","0"
"2019","歳出合計","24269904","23560421"

"令和2年度港区行政資料集　国民健康保険事業会計歳出決算","Ver202003",,
