"年月[西暦]","調査項目","設問","基本政策","政策","調査回答者の属性種別","調査回答者の属性","調査数[人]","十分[人]","まあ十分[人]","やや不十分[人]","不十分[人]","わからない[人]","無回答[人]"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","全体",,"558","36","167","114","61","172","8"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性（計）","231","13","68","48","29","69","4"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 18～29歳","13","3","7","1","0","2","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 30～39歳","38","1","10","7","8","12","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 40～49歳","50","7","13","10","7","13","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 50～59歳","47","1","14","8","5","17","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 60～69歳","42","1","13","10","3","15","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 70歳以上","40","0","10","12","6","10","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","男性 無回答","1","0","1","0","0","0","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","女性（計）","313","22","95","64","30","100","2"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","女性 18～29歳","26","7","5","3","3","7","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","女性 30～39歳","49","4","23","4","3","14","1"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","女性 40～49歳","78","3","27","16","6","26","0"
"202203","区基本計画","Q12. 港区基本計画は、６つの基本政策で構成されています。以下の政策を実現するために、現在区が実施している取組が十分と感じるかどうかお答えください。（それぞれ１つ選択）","（基本政策４）港区からブランド性ある産業・文化を発信する","政策(12)港区の特性を生かした個性ある商業集積の形成を支援する","性・年代別","女性 50～59歳","62","4","21","16","8","13","0"
