地域階層,地域コード,国・地域(人),総数,男,女,アジア,アフガニスタン,アラブ首長国連邦,ミャンマー,バハレーン,ブータン,バングラデシュ,ブルネイ,カンボディア,スリ・ランカ,中国,サイプラス,インド,インドネシア,イラン,イラク,イスラエル,ジョルダン,韓国・朝鮮,クウェイト,ラオス,レバノン,マレイシア,モンゴル,オマーン,モルディヴ,ネパール,パキスタン,フィリピン,カタル,サウディ・アラビア,シリア,シンガポール,タイ,トルコ,ヴィエトナム,イエメン,ヨーロッパ,アルバニア,オーストリア,ベルギー,ブルガリア,ベラルーシ,クロアチア,チェッコ,デンマーク,エストニア,フィンランド,フランス,ドイツ,ギリシャ,ハンガリー,アイスランド,アイルランド,イタリア,キルギス,カザフスタン,リヒテンシュタイン,ルクセンブルグ,ラトヴィア,リトアニア,モナコ,マルタ,モルドヴァ,マケドニア,オランダ,ノールウェー,ポーランド,ポルトガル,ルーマニア,ロシア,スペイン,スウェーデン,スイス,トルクメニスタン,タジキスタン,英国,ウクライナ,ウズベキスタン,ユーゴスラヴィア,アルメニア,アゼルバイジャン,グルジア,スロヴェニア,スロヴァキア,ボスニア・ヘルツェゴヴィナ,ユーゴスラヴィア連邦共和国,アフリカ,アルジェリア,ブルンディ,ボツワナ,カメルーン,中央アフリカ,チャード,コンゴー,コンゴー民主共和国,ベナン,ジブティ,エティオピア,エリトリア,ガボン,ガーナ,ギニア,ガンビア,象牙海岸共和国,ケニア,リベリア,リビア,レソト,マダガスカル,マリ,モーリタニア,モロッコ,マラウイ,モーリシァス,ニジェール,ナイジェリア,ルワンダ,セネガル,シエラ・レオーネ,ソマリア,スーダン,セイシェル,タンザニア,トーゴー,テュニジア,ウガンダ,南アフリカ共和国,エジプト,ブルキナ・ファソ,ザンビア,ジンバブエ,アンゴラ,北米,バルバドス,バハマ,ベリーズ,カナダ,コスタ・リカ,キューバ,ドミニカ共和国,ドミニカ,エル・サルヴァドル,グァテマラ,ハイティ,ホンデュラス,ジャマイカ,メキシコ,ニカラグァ,パナマ,セント・ヴィンセント,トリニダッド・トバゴ,米国,グレナダ,アンティグァ・バーブーダ,南米,アルゼンティン,ボリヴィア,ブラジル,チリ,コロンビア,エクアドル,パラグァイ,ペルー,スリナム,ウルグァイ,ヴェネズエラ,オセアニア,オーストラリア,フィジー,キリバス,マーシャル,ミクロネシア,ニュー・ジーランド,パプア・ニューギニア,パラオ,ソロモン,トンガ,トゥヴァル,サモア,無国籍・その他
0,13000,東京都総数,331277,158850,172427,270234,45,4,3829,1,13,2436,4,167,997,104940,10,4398,2506,1472,36,421,41,102887,14,182,34,4236,408,4,11,1459,1782,29409,37,63,47,1070,5365,383,1518,5,21929,7,228,269,138,82,18,76,255,12,281,3837,2161,75,124,17,458,806,10,30,1,5,10,61,1,11,14,11,396,90,187,123,664,1532,457,627,406,1,1,7911,303,95,10,5,5,10,13,55,4,36,2867,35,3,1,38,3,1,3,43,7,1,97,1,4,605,146,6,27,92,7,2,55,8,34,2,88,6,19,1,708,3,65,30,3,33,2,62,8,91,133,142,211,3,17,18,3,22380,49,91,3,3104,39,47,67,13,20,25,5,54,35,341,14,10,1,11,18448,2,1,8753,299,111,5081,136,791,24,84,2136,5,23,63,4865,3829,55,1,2,2,910,21,5,4,20,1,15,249
1,13100,区部,276857,133487,143370,226900,21,1,3713,-,9,2103,4,123,701,89109,9,3997,1998,1148,12,399,26,86411,13,97,31,3754,307,2,10,1283,1555,23270,36,54,33,959,4293,323,1094,2,19684,6,185,254,99,77,16,57,235,11,264,3605,1968,64,82,16,420,721,8,26,1,4,9,58,1,9,14,10,356,81,139,105,566,1283,414,593,379,1,1,7101,263,67,7,4,4,6,11,46,4,33,2265,24,3,1,36,3,1,3,32,7,1,84,-,2,448,123,5,23,72,7,-,51,6,27,1,60,6,17,1,581,1,52,7,3,30,2,50,7,75,127,127,135,3,11,8,2,18739,48,89,3,2592,30,30,54,12,15,20,5,47,29,273,9,8,-,9,15463,2,1,4851,214,79,2959,109,651,19,61,682,5,21,51,4221,3364,33,1,1,1,773,17,5,3,14,1,8,197
4,13101,千代田区,1745,1008,737,1006,-,-,7,-,1,2,-,2,1,392,-,55,5,1,-,4,-,380,-,-,-,10,7,-,-,17,3,69,-,-,-,12,26,1,11,-,427,-,4,5,-,-,-,1,5,-,1,169,35,-,-,-,4,13,-,1,-,1,-,-,-,-,-,-,5,1,1,1,3,49,21,8,7,-,-,90,-,-,-,-,-,-,1,-,-,1,10,-,-,-,-,-,-,-,-,-,-,1,-,-,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,3,4,-,-,-,-,240,-,-,-,24,-,-,-,-,-,1,-,-,1,4,-,1,-,-,209,-,-,32,4,-,11,3,7,1,-,4,-,-,2,23,19,-,-,-,-,4,-,-,-,-,-,-,7
4,13102,中央区,2141,1185,956,1617,-,-,18,-,-,9,-,-,2,701,-,59,13,20,-,4,-,595,-,3,1,27,2,-,-,5,5,91,-,-,-,20,38,1,3,-,238,-,5,3,-,-,-,-,8,-,15,34,30,-,1,1,3,10,-,1,-,-,-,1,-,-,-,-,6,1,1,-,1,15,3,9,5,-,-,84,1,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,-,-,4,-,1,7,-,-,-,-,183,-,-,-,24,-,2,-,-,-,-,-,1,-,5,-,-,-,-,151,-,-,27,5,2,10,-,4,2,-,4,-,-,-,57,46,-,-,-,-,11,-,-,-,-,-,-,2
4,13103,港区,16561,8763,7798,6943,1,-,27,-,-,49,1,11,60,1899,2,412,74,121,2,72,2,2630,9,2,7,116,3,-,-,34,81,925,29,21,3,149,150,33,18,-,3500,-,28,39,4,5,5,23,47,1,33,584,258,12,11,6,97,154,1,-,-,1,-,1,-,-,-,-,75,22,12,15,26,162,47,133,72,-,-,1532,63,1,1,1,-,5,-,11,-,12,108,1,-,,-,-,-,1,-,-,-,5,,-,15,-,-,-,1,-,-,1,-,-,-,6,-,2,-,6,-,4,1,-,1,-,1,-,8,-,39,15,-,-,-,1,4633,1,-,1,412,1,2,3,-,2,1,-,2,4,26,-,2,-,1,4173,2,-,333,22,-,218,6,38,-,1,36,-,3,9,1038,881,1,-,-,-,155,-,1,-,-,-,-,6
4,13104,新宿区,26582,12951,13631,23013,-,-,785,-,-,85,-,7,26,8311,-,155,513,39,1,25,-,10264,1,9,3,1116,11,-,-,61,47,904,-,3,-,66,530,13,38,-,1885,-,5,21,-,16,1,1,10,-,9,835,87,3,3,1,22,55,-,1,-,1,2,-,-,-,10,-,24,3,6,9,80,94,41,27,35,-,-,434,26,17,-,-,-,-,-,4,-,2,79,-,-,-,-,-,-,-,2,1,-,1,-,-,13,2,1,2,6,-,-,-,-,3,-,5,-,1,-,5,-,2,-,2,3,-,9,-,8,1,5,3,1,2,1,-,976,-,-,2,185,3,1,8,-,-,-,-,3,1,15,-,1,-,-,757,-,-,358,19,3,155,13,124,2,4,31,-,2,5,257,203,2,-,-,-,52,-,-,-,-,-,-,14
4,13105,文京区,6258,3180,3078,5266,-,-,60,-,-,36,-,2,19,2160,-,143,30,16,-,2,-,2198,-,-,1,115,6,-,-,11,26,241,-,1,3,28,129,4,35,-,491,1,7,8,6,-,-,3,7,-,4,194,47,1,1,-,11,18,-,-,-,1,1,1,-,-,-,-,2,1,1,2,10,22,8,14,8,-,-,105,3,4,-,-,-,-,-,-,-,-,32,2,-,-,-,-,-,-,1,-,-,2,-,-,3,1,-,1,-,-,-,-,-,1,-,-,-,1,-,1,1,2,-,-,-,-,1,-,-,-,1,11,-,2,1,-,322,2,-,-,48,-,-,-,-,-,-,-,-,-,5,-,-,-,1,266,-,-,75,4,2,43,1,12,1,2,5,-,1,4,71,54,-,-,-,-,17,-,-,-,-,-,-,1
4,13106,台東区,9032,4083,4949,8488,-,-,33,-,-,44,-,1,17,2299,-,265,15,18,-,2,1,4425,-,3,1,34,1,-,1,12,13,1131,-,-,3,12,130,3,24,-,228,-,4,-,-,5,-,1,1,-,7,23,16,-,-,-,3,2,-,1,-,-,-,-,-,-,-,-,4,-,5,2,22,28,6,1,1,-,-,80,5,3,-,-,-,-,-,8,-,-,16,-,-,-,-,-,-,-,1,-,-,3,-,-,1,-,-,-,-,-,-,-,-,-,-,1,-,-,-,5,-,-,-,-,3,-,-,-,-,-,2,-,-,-,-,-,162,-,-,-,24,-,1,5,-,1,-,-,1,1,2,-,-,-,-,127,-,-,94,4,1,65,1,14,1,-,8,-,-,-,42,31,-,-,-,-,8,1,-,-,2,-,-,2
4,13107,墨田区,7190,2752,4438,6557,-,-,33,-,-,127,-,1,29,2292,-,34,11,32,-,2,-,2246,-,-,-,32,20,-,-,11,54,1298,-,-,-,13,307,6,9,-,365,-,3,2,-,7,-,-,2,-,1,10,5,3,-,-,1,4,-,-,-,-,-,13,-,-,-,-,8,-,1,4,58,163,5,1,2,-,-,62,10,-,-,-,-,-,-,-,-,-,87,-,-,-,3,-,-,-,-,-,-,4,-,-,11,2,-,-,-,2,-,1,-,1,-,1,-,-,-,32,-,1,-,-,-,-,-,-,1,27,-,1,-,-,-,-,96,-,1,-,17,-,-,-,1,-,-,-,2,-,2,1,-,-,-,72,-,-,69,1,1,39,-,15,-,-,13,-,-,-,15,11,-,-,1,-,2,-,-,-,1,-,-,1
4,13108,江東区,12232,5192,7040,11200,7,-,58,-,1,44,1,9,15,4845,-,207,49,40,-,4,-,4077,-,7,2,49,27,-,2,26,40,1360,-,-,-,27,250,7,46,-,441,-,1,5,9,10,-,2,6,-,4,35,23,1,3,-,5,16,4,7,-,-,2,13,-,-,-,1,5,1,4,1,47,97,12,11,10,1,-,72,22,7,-,-,1,1,-,2,-,-,33,1,-,-,-,-,-,-,-,-,-,1,-,-,6,1,-,1,2,1,-,-,-,-,-,1,-,-,-,6,-,-,-,-,1,-,4,-,-,2,-,6,-,-,-,-,233,1,3,-,40,4,-,-,-,3,1,-,1,-,4,-,1,-,1,174,-,-,246,9,8,147,9,16,1,5,51,-,-,-,71,58,-,-,-,-,12,-,-,-,-,1,-,8
