"年月[西暦]","調査項目","設問","項目","調査回答者の属性種別","調査回答者の属性","調査数[人]","自営業主・家族従業[人]","会社員・団体職員・公務員[人]","アルバイト・パートタイマー[人]","家事専業[人]","学生[人]","無職[人]","その他[人]","無回答[人]"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","全体",,"658","92","280","58","94","20","83","26","5"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","男性（計）","248","40","140","7","1","8","40","10","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","男性 18～29歳","23","0","14","0","1","8","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","男性 30～39歳","35","0","32","1","0","0","2","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","男性 40～49歳","41","4","34","0","0","0","2","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","男性 50～59歳","49","9","38","0","0","0","1","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","男性 60～69歳","39","12","15","2","0","0","8","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","男性 70歳以上","60","15","6","4","0","0","27","6","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","男性 無回答","1","0","1","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","女性（計）","400","50","140","51","92","12","38","16","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","女性 18～29歳","28","0","13","1","0","11","2","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","女性 30～39歳","65","6","39","5","13","1","0","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","女性 40～49歳","95","11","45","16","19","0","2","2","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","女性 50～59歳","82","13","31","14","17","0","3","4","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","女性 60～69歳","55","14","8","12","14","0","6","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","女性 70歳以上","75","6","4","3","29","0","25","7","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","女性 無回答","0","0","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","性・年代別","無回答","10","2","0","0","1","0","5","0","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","職業別","自営業主・家族従業","92","92","0","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","職業別","会社員・団体職員・公務員","280","0","280","0","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","職業別","アルバイト・パートタイマー","58","0","0","58","0","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","職業別","家事専業","94","0","0","0","94","0","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","職業別","学生","20","0","0","0","0","20","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","職業別","無職","83","0","0","0","0","0","83","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","職業別","その他","26","0","0","0","0","0","0","26","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","職業別","無回答","5","0","0","0","0","0","0","0","5"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","居住地区別","芝地区","107","19","50","9","17","2","6","3","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","居住地区別","麻布地区","140","23","61","15","13","5","18","5","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","居住地区別","赤坂地区","88","13","29","6","14","7","13","6","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","居住地区別","高輪地区","155","23","61","11","27","3","25","5","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","居住地区別","芝浦港南地区","164","14","78","16","23","3","21","7","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","居住地区別","無回答","4","0","1","1","0","0","0","0","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","住居形態別","持家（一戸建）","95","21","32","7","12","3","15","4","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","住居形態別","持家（マンション）","302","49","113","27","52","12","34","14","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","住居形態別","借家（一戸建）","7","0","5","1","0","1","0","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","住居形態別","民間の賃貸マンション・アパート","171","17","105","12","15","1","16","5","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","住居形態別","都営住宅・区営住宅・区立住宅","28","0","3","5","6","1","11","1","1"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","住居形態別","ＵＲ（旧公団）・公社の賃貸住宅","18","2","7","3","3","0","3","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","住居形態別","社宅・公務員宿舎","20","1","11","1","5","1","0","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","住居形態別","寮・寄宿舎・住み込み・間借り","6","0","2","1","1","0","1","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","住居形態別","その他","5","2","1","1","0","0","1","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","住居形態別","無回答","6","0","1","0","0","1","2","0","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","定住意向別","ずっと住み続けていたい","366","55","131","34","59","15","53","16","3"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","定住意向別","当分は住んでいたい","224","27","117","17","27","4","24","6","2"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","定住意向別","しばらくは住むつもりだが将来は区外に転居したい","42","7","22","3","4","0","3","3","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","定住意向別","近いうちに区外に転居したいが、具体的な計画はない","2","1","0","0","0","0","1","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","定住意向別","近いうちに区外に転居する予定である","9","1","4","0","3","0","0","1","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","定住意向別","わからない","14","1","6","3","1","1","2","0","0"
"202003","あなたご自身について","Q31. 最後に、お答えいただいた「あなた」ご自身のことについておたずねします。","項目(4)あなたのご職業は次のどれにあたりますか。（１つ選択）","定住意向別","無回答","1","0","0","1","0","0","0","0","0"

