"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","全体",,"658","84","328","196","27","23"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","男性（計）","248","30","120","77","14","7"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","男性 18～29歳","23","4","14","5","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","男性 30～39歳","35","5","18","9","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","男性 40～49歳","41","7","21","12","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","男性 50～59歳","49","7","26","11","4","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","男性 60～69歳","39","2","17","19","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","男性 70歳以上","60","5","23","21","5","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","男性 無回答","1","0","1","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","女性（計）","400","53","201","118","13","15"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","女性 18～29歳","28","5","8","14","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","女性 30～39歳","65","12","39","11","2","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","女性 40～49歳","95","13","53","26","0","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(21)健康でいきいきと暮らす高齢者が増えている","性・年代別","女性 50～59歳","82","7","43","29","3","0"
