"年月[西暦]","調査項目","設問","政策目標","調査回答者の属性種別","調査回答者の属性","調査数[人]","強くそう思う[人]","どちらかといえばそう思う[人]","あまりそう思わない[人]","全くそう思わない[人]","無回答[人]"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","全体",,"658","53","224","290","62","29"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","男性（計）","248","23","84","105","26","10"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","男性 18～29歳","23","3","10","6","4","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","男性 30～39歳","35","6","8","18","3","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","男性 40～49歳","41","4","16","17","4","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","男性 50～59歳","49","3","20","20","6","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","男性 60～69歳","39","3","11","18","6","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","男性 70歳以上","60","4","19","25","3","9"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","男性 無回答","1","0","0","1","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","女性（計）","400","29","136","181","36","18"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","女性 18～29歳","28","2","11","12","2","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","女性 30～39歳","65","9","23","21","9","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","女性 40～49歳","95","9","36","41","7","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","女性 50～59歳","82","2","30","42","6","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","女性 60～69歳","55","3","17","28","5","2"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","女性 70歳以上","75","4","19","37","7","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","女性 無回答","0","0","0","0","0","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","性・年代別","無回答","10","1","4","4","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","職業別","自営業主・家族従業","92","5","30","41","12","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","職業別","会社員・団体職員・公務員","280","25","100","114","30","11"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","職業別","アルバイト・パートタイマー","58","5","21","23","6","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","職業別","家事専業","94","4","30","52","5","3"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","職業別","学生","20","2","8","9","1","0"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","職業別","無職","83","6","26","38","7","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","職業別","その他","26","6","9","10","0","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","職業別","無回答","5","0","0","3","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","居住地区別","芝地区","107","8","30","54","11","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","居住地区別","麻布地区","140","10","40","59","23","8"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","居住地区別","赤坂地区","88","2","24","47","9","6"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","居住地区別","高輪地区","155","7","50","81","12","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","居住地区別","芝浦港南地区","164","26","80","47","6","5"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","居住地区別","無回答","4","0","0","2","1","1"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","住居形態別","持家（一戸建）","95","2","36","39","14","4"
"202003","区基本計画","Q14. 次のことについて、あなたは港区の状況をどのように思いますか。（○はそれぞれ１つずつ）","政策目標(11)運河沿いにおいて、にぎわいやうるおいを感じることができる","住居形態別","持家（マンション）","302","23","100","149","21","9"
