都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,名称_カナ,名称_通称,POIコード,住所,方書,緯度,経度,電話番号,内線番号,法人番号,団体名,利用可能曜日,開始時間,終了時間,利用可能日時特記事項,説明,バリアフリー情報,URL,備考,郵便番号,アクセス方法,駐車場_有無,駐車場情報,料金_要否,料金(基本),料金(詳細),利用条件_有無,利用条件_詳細,託児所_有無,託児所_詳細,画像,画像_ライセンス,画像_詳細,最終確認日
132195,0000000001,東京都,狛江市,狛江市子ども家庭支援センター,コマエシコドモカテイシエンセンター,たんぽぽ,0801a,狛江市元和泉2-35-1,あいとぴあセンター３階,35.633300 ,139.567778 ,03-5438-6606,,,,月火水木金土,09:00,18:00,土曜17:00まで。ひろば利用・相談受付は原則終了時間の1時間前まで。,授乳スペースあり,多目的トイレあり,http://fukushi.unchusha.com/komae/tanpopo/index.html,,201-0013,小田急線狛江駅徒歩15分,1,地下駐車場,0,,,0,,0,,,,,2018-11-08
132195,0000000002,東京都,狛江市,南部地域センター,ナンブチイキセンター,南部地域センター,1309a,狛江市猪方4-11-1,,35.623377 ,139.579809 ,03-3489-2150,,,,日月火水木金土,09:00,21:30,第２・４火曜日及び年末年始(12月28日～１月４日)は休館,,優先駐車場有り；多目的トイレ有り；スロープ有り；エレベーター有り,,,201-0015,,1,1台障がい者専用,1,,使用する部屋ごとに設定,1,市内在住・在勤・在学者が過半数の３名以上の団体,0,,,,,2019-02-25
132195,0000000003,東京都,狛江市,上和泉地域センター,カミイズミチイキセンター,上和泉地域センター,1309a,狛江市和泉本町4-7-51,,35.645149 ,139.568014 ,03-3489-9101,,,,日月火水木金土,09:00,21:30,第２・４火曜日及び年末年始(12月28日～１月４日)は休館,,優先駐車場有り；多目的トイレ有り；スロープ有り；エレベーター有り,,,201-0003,,1,2台障がい者専用,1,,使用する部屋ごとに設定,1,市内在住・在勤・在学者が過半数の３名以上の団体,0,,,,,2019-02-25
132195,0000000004,東京都,狛江市,岩戸地域センター,イワトチイキセンター,岩戸地域センター,1309a,狛江市岩戸南2-2-5,,35.632071 ,139.586045 ,03-3488-7040,,,,日月火水木金土,09:00,21:30,第２・４火曜日及び年末年始(12月28日～１月４日)は休館,授乳スペースあり,優先駐車場有り；多目的トイレ有り；スロープ有り；エレベーター有り,,,201-0005,,1,1台障がい者専用,1,,使用する部屋ごとに設定,1,市内在住・在勤・在学者が過半数の３名以上の団体,0,,,,,2019-02-25
132195,0000000005,東京都,狛江市,野川地域センター,ノガワチイキセンター,野川地域センター,1309a,狛江市西野川1-6-9,,35.646093 ,139.575503 ,03-3480-2211,,,,日月火水木金土,09:00,21:30,第２・４火曜日及び年末年始(12月28日～１月４日)は休館,,優先駐車場有り；多目的トイレ有り；スロープ有り；エレベーター有り,,,201-0001,,1,４台(内１台障がい者専用),1,,使用する部屋ごとに設定,1,市内在住・在勤・在学者が過半数の３名以上の団体,0,,,,,2019-02-25
132195,0000000006,東京都,狛江市,狛江市中央公民館,コマエシチュウオウコウミンカン,中央公民館,1307a,狛江市和泉本町1-1-5,中央公民館,35.635208 ,139.578171 ,03-3488-4411,,,,日月火水木金土,09:00,21:30,第1・３火曜日及び年末年始(12月28日～１月４日)及び海の日、敬老の日、体育の日及び成人の日以外の祝日は休館,授乳スペースあり,多目的トイレ、エレベーター、車いすあり,http://www.komae.ed.jp/,,201-8585,小田急線狛江駅徒歩5分,1,狛江市役所に有料駐車場あり、施設利用者は１時間無料,1,100,15分100円（施設利用者は１時間無料）,1,市内在住・在勤・在学者が過半数の５名以上の団体,0,,,,,2018-11-10
132195,0000000007,東京都,狛江市,狛江市あいとぴあセンター,コマエシアイトピアセンター,あいとぴあ,1399a,狛江市元和泉2-35-1,あいとぴあセンター,35.633349 ,139.567680 ,03-3488-1181,,,,日月火水木金土,09:00,21:30,第３土曜日及び年末年始（12月29日～１月３日）及び祝日は休館。土日は９時～17時まで。,,多目的トイレ有り、エレベーター有り,,,201-0013,小田急線狛江駅より徒歩15分、小田急バス狛江駅北口より多摩川住宅行で福祉会館前下車,1,地上駐車場、地下駐車場,1,,使用する部屋ごとに設定,1,市内に住所を有するもの,0,,,,,2018-11-22
132195,0000000008,東京都,狛江市,狛江市西河原公民館,コマエシニシガワラコウミンカン,西河原公民館,1307a,狛江市元和泉2-35-1,西河原公民館,35.633440 ,139.567029 ,03-3480-3201,,,,日月火水木金土,09:00,21:30,第1・３火曜日、年末年始(12月28日～１月４日)及び祝日は休館,授乳スペースあり,多目的トイレ、エレベーター、車いすあり,http://www.komae.ed.jp/,,201-0013,小田急線狛江駅より徒歩15分、小田急バス狛江駅北口より多摩川住宅行で福祉会館前下車,1,地下駐車場,0,,,1,市内在住・在勤・在学者が過半数の５名以上の団体,0,,,,,2018-11-22
132195,0000000009,東京都,狛江市,狛江市立古民家園,コマエシリツコミンカエン,むいから民家園,0610a,狛江市元和泉2-15-5,,35.632911 ,139.571155 ,03-3489-8981,,,,日火水木金土,09:30,16:30,月曜日（休日にあたるときはその翌開園日）、年末年始（12月28日～１月４日）は休園,,優先駐車場有り;多目的トイレ有り;盲導犬・介助犬・聴導犬同伴可,"http://www.komae.ed.jp/index.cfm/12,html",,201-0013,小田急線「狛江」駅または「和泉多摩川」駅より徒歩10分、「狛江」駅北口より「多摩川住宅」行きバスまたは「こまバス」（北回り）で「児童公園」バス停前,1,3台(内1台障がい者専用),0,,,0,,0,,,,,2019-02-19
132195,0000000010,東京都,狛江市,中村児童公園,ナカムラジドウコウエン,,1003a,狛江市東野川2-16-10,,35.645554 ,139.579756 ,,,,,月火水木金土日,,,,,,,,201-0002,小田急線狛江駅徒歩20分、「狛江」駅北口より「こまバス」（北回り）または「喜多見」駅北口より「狛江ﾊｲタウン折返場」行きバスで「都営東野川２丁目アパート前」下車徒歩1分,0,,0,,,0,,0,,,,,2019-02-25
