"カテゴリ","対象データ","URL","最終更新日"
"防災","区民避難場所・福祉避難所情報","https://opendata.city.minato.tokyo.jp/dataset/hinansho","2022-05-13"
"防災","特設災害時公衆電話事前設置場所一覧","https://opendata.city.minato.tokyo.jp/dataset/saigaikousyuudennwa","2020-05-27"
"防災","防災行政無線屋外拡声子局設置一覧","https://opendata.city.minato.tokyo.jp/dataset/bousaigyouseimusenn","2020-05-27"
"公共施設","公衆便所一覧","https://opendata.city.minato.tokyo.jp/dataset/koshubenjoichiran","2022-05-27"
"人口","過去の人口・世帯数（住民基本台帳に基づく）","https://opendata.city.minato.tokyo.jp/dataset/kakonojinkosetaisuu","2024-01-17"
"人口","港区の人口・世帯数（住民基本台帳に基づく）","https://opendata.city.minato.tokyo.jp/dataset/jinkousetaisuu","2024-08-07"
"統計","事業所・企業統計調査港区町丁目別事業所数及び従業者数（簡易調査のため民営事業所のみ）支所管内別","https://opendata.city.minato.tokyo.jp/dataset/jigyoshokigyo_shishobetsu_h16","2020-03-15"
"統計","事業所・企業統計調査港区町丁目別事業所数及び従業者数（簡易調査のため民営事業所のみ）町丁目別","https://opendata.city.minato.tokyo.jp/dataset/jigyoshokigyo_chochomokubetsu_h16","2020-03-15"
"統計","事業所・企業統計調査港区町丁目別事業所数及び従業者数：支所管内別","https://opendata.city.minato.tokyo.jp/dataset/jigyoshokigyo_shishobetsu_h18","2020-03-15"
"統計","事業所・企業統計調査港区町丁目別事業所数及び従業者数：町丁目別","https://opendata.city.minato.tokyo.jp/dataset/jigyoshokigyo_chochomokubetsu_h18","2020-03-15"
"人口","港区の町丁目別人口・世帯数（住民基本台帳に基づく）","https://opendata.city.minato.tokyo.jp/dataset/jinko-chochomokubetsu","2024-08-07"
"人口","港区の年齢（各歳）別人口（住民基本台帳に基づく）","https://opendata.city.minato.tokyo.jp/dataset/jinko-nenreibetsu","2024-08-07"
"人口","国勢調査による総合支所別・町丁目別面積、昼夜間人口等","https://opendata.city.minato.tokyo.jp/dataset/kokuseichosa_chochomokubetsu","2023-08-21"
"健康・医療・福祉","港区AED設置場所","https://opendata.city.minato.tokyo.jp/dataset/minato_aed","2024-05-09"
"統計","運河の水質調査","https://opendata.city.minato.tokyo.jp/dataset/unga_suishitsu","2023-05-19"
"統計","港区の大気汚染測定データ","https://opendata.city.minato.tokyo.jp/dataset/taikiosen","2023-11-07"
"統計","古川の水質調査","https://opendata.city.minato.tokyo.jp/dataset/furukawa_suishitsu","2023-05-19"
"統計","経済センサス・東京都区市町村別事業所数及び男女別従業者数","https://opendata.city.minato.tokyo.jp/dataset/jigyosho_kushichoson2014","2020-03-15"
"統計","経済センサス・産業小分類別事業所数及び従業者数","https://opendata.city.minato.tokyo.jp/dataset/jigyosho_sangyoshobunrui2014","2020-03-15"
"統計","経済センサス・町丁目、産業大分類別事業所数及び従業者数","https://opendata.city.minato.tokyo.jp/dataset/jigyosho_sangyodaibunrui2014","2020-05-01"
"統計","経済センサス・町丁目、従業者規模（10区分）別事業所数","https://opendata.city.minato.tokyo.jp/dataset/jigyosho_jugyoshakibo2014","2020-03-15"
"統計","経済センサス・企業産業(大分類)、資本金階級(10区分)別会社企業数及び企業従業者数","https://opendata.city.minato.tokyo.jp/dataset/jigyosho_kigyoshihonkin2014","2020-03-15"
"統計","経済センサス・町丁目、資本金階級(10区分)別会社企業数及び企業従業者数","https://opendata.city.minato.tokyo.jp/dataset/jigyosho_chochomokushihonkin2014","2020-03-15"
"ごみ","港区の資源回収量","https://opendata.city.minato.tokyo.jp/dataset/shigenkaishuryo","2023-05-23"
"ごみ","港区のごみ収集量【速報値】","https://opendata.city.minato.tokyo.jp/dataset/gomishushu","2023-08-17"
"ごみ","港区の資源回収量【速報値】","https://opendata.city.minato.tokyo.jp/dataset/shigenkaishu","2020-05-08"
"ごみ","港区のごみ収集量","https://opendata.city.minato.tokyo.jp/dataset/gomishushuryo","2023-05-23"
"子育て","子育てひろば・子育て関連施設","https://opendata.city.minato.tokyo.jp/dataset/kosodatehiroba","2021-05-12"
"子育て","一時預かり一覧","https://opendata.city.minato.tokyo.jp/dataset/ichizihoiku","2023-05-24"
"子育て","みなと保育サポート施設","https://opendata.city.minato.tokyo.jp/dataset/hoikusupport","2021-05-12"
"子育て","港区内認可保育園等一覧","https://opendata.city.minato.tokyo.jp/dataset/hoikuen","2023-11-30"
"子育て","区立・私立保育園空き状況","https://opendata.city.minato.tokyo.jp/dataset/hoikuenaki","2024-08-21"
"学校","港区立幼稚園園児数・組数","https://opendata.city.minato.tokyo.jp/dataset/youchien_enjikumisuu","2024-08-07"
"学校","港区立小学校児童数・学級数","https://opendata.city.minato.tokyo.jp/dataset/syougakkou_jidougakkyuusuu","2024-08-07"
"学校","港区立小学校児童数・学級数（特別支援学級）","https://opendata.city.minato.tokyo.jp/dataset/syougakkou_jidougakkyuusuu_tokubetu","2024-08-08"
"学校","港区立中学校生徒数・学級数","https://opendata.city.minato.tokyo.jp/dataset/chuugakkou_seitogakkyuusuu","2024-08-07"
"学校","港区立中学校生徒数・学級数（特別支援学級）","https://opendata.city.minato.tokyo.jp/dataset/chuugakkou_jidougakkyuusuu_tokubetu","2024-08-07"
"学校","幼稚園","https://opendata.city.minato.tokyo.jp/dataset/youchien","2024-08-07"
"学校","小学校","https://opendata.city.minato.tokyo.jp/dataset/syougakkou","2024-08-07"
"学校","中学校","https://opendata.city.minato.tokyo.jp/dataset/chuugakkou","2024-08-07"
"子育て","港区内学童クラブ一覧","https://opendata.city.minato.tokyo.jp/dataset/gakudoclub","2024-05-14"
"選挙","投票所一覧","https://opendata.city.minato.tokyo.jp/dataset/touhyoujyo","2024-06-11"
"選挙","町名別投票所","https://opendata.city.minato.tokyo.jp/dataset/touhyou_choumeibetu","2023-07-20"
"選挙","不在者投票指定施設","https://opendata.city.minato.tokyo.jp/dataset/senkyoshiteshisetsu","2023-07-20"
"選挙","選挙人名簿(定時)登録者数","https://opendata.city.minato.tokyo.jp/dataset/senkyonimmeiboteijitorokushasu","2023-07-20"
"選挙","在外選挙人名簿登録者数","https://opendata.city.minato.tokyo.jp/dataset/zaigaisenkyonimmeibo","2023-07-20"
"選挙","選挙人名簿登録者数","https://opendata.city.minato.tokyo.jp/dataset/senkyonimmeibotorokushasu","2024-07-02"
"選挙","町丁別選挙人名簿登録者数","https://opendata.city.minato.tokyo.jp/dataset/chochobetsusenkyonimmeibotorokushasu","2024-07-02"
"選挙","投票区別年代別名簿登録者数","https://opendata.city.minato.tokyo.jp/dataset/tohyokubetsunendaibetsumeibotorokushasu","2024-07-02"
"選挙","平成28年6月12日執行　港区長選挙","https://opendata.city.minato.tokyo.jp/dataset/kuchousenkyo20160612","2020-03-15"
"選挙","平成27年4月26日執行　港区議会議員選挙","https://opendata.city.minato.tokyo.jp/dataset/minatokugikaigiinsenkyo20150426","2020-03-15"
"選挙","平成26年12月14日執行　衆議院議員選挙","https://opendata.city.minato.tokyo.jp/dataset/syuingiinsenkyo20141214","2020-03-15"
"選挙","平成28年7月10日執行　参議院議員選挙","https://opendata.city.minato.tokyo.jp/dataset/sangiinsenkyo20160710","2020-03-15"
"選挙","平成28年7月31日執行　東京都知事選挙","https://opendata.city.minato.tokyo.jp/dataset/tochijisenkyo20160731","2020-03-15"
"選挙","平成29年7月2日執行　東京都議会議員選挙","https://opendata.city.minato.tokyo.jp/dataset/togikaigiinsenkyo20170702","2020-03-15"
"選挙","平成29年10月22日執行　衆議院議員選挙","https://opendata.city.minato.tokyo.jp/dataset/syuingiinsenkyo20171022","2020-03-15"
"アプリコンテスト","アプリコンテスト応募作品統計","https://opendata.city.minato.tokyo.jp/dataset/opendatacontest_sakuhin","2020-06-29"
"アプリコンテスト","アプリコンテスト応募者統計","https://opendata.city.minato.tokyo.jp/dataset/opendatacontest_oubo","2020-03-15"
"アプリコンテスト","アプリコンテスト概要","https://opendata.city.minato.tokyo.jp/dataset/opendatacontest","2020-03-15"
"Wi-Fi","公衆無線LANアクセスポイント一覧","https://opendata.city.minato.tokyo.jp/dataset/minato_city_wifi","2024-05-31"
"住まい","区民向け住宅一覧","https://opendata.city.minato.tokyo.jp/dataset/kuminjutaku","2022-05-10"
"住まい","区立高齢者集合住宅","https://opendata.city.minato.tokyo.jp/dataset/kuritsukoureisyasyugoujutaku","2020-03-15"
"住まい","区立障害者住宅","https://opendata.city.minato.tokyo.jp/dataset/kuritsusyogaisyajutaku","2024-05-30"
"交通","港区自転車シェアリング1日パス販売所","https://opendata.city.minato.tokyo.jp/dataset/minato_sharecycle_onedaypass_counter","2024-06-07"
"交通","港区自転車シェアリングポート","https://opendata.city.minato.tokyo.jp/dataset/minato_cyclesharingport","2024-06-07"
"観光","港区神社仏閣","https://opendata.city.minato.tokyo.jp/dataset/minato_jinjyabukkaku","2020-03-15"
"観光","港区七福神","https://opendata.city.minato.tokyo.jp/dataset/minato_shichifukujin","2020-03-15"
"観光","港区商店街","https://opendata.city.minato.tokyo.jp/dataset/minato_shoutengai","2021-06-10"
"大使館","港区大使館","https://opendata.city.minato.tokyo.jp/dataset/minato_taishikan","2024-08-06"
"観光","港区宿泊施設","https://opendata.city.minato.tokyo.jp/dataset/minato_shukuhakushisetsu","2020-06-01"
"財務","一般会計等財務書類（貸借対照表）","https://opendata.city.minato.tokyo.jp/dataset/28minato_ippan_taishakutaishouhyou","2024-03-12"
"財務","一般会計等財務書類（行政コスト計算書）","https://opendata.city.minato.tokyo.jp/dataset/28minato_ippan_gyouseikosutokeisansho","2024-03-12"
"財務","一般会計等財務書類（純資産変動計算書）","https://opendata.city.minato.tokyo.jp/dataset/28minato_ippan_junshisanhendoukeisansho","2024-03-12"
"財務","一般会計等財務書類（資金収支計算書）","https://opendata.city.minato.tokyo.jp/dataset/28minato_ippan_shikinshuushikeisansho","2024-03-12"
"財務","全体会計財務書類（貸借対照表）","https://opendata.city.minato.tokyo.jp/dataset/28minato_zentai_taishakutaishouhyou","2024-03-12"
"財務","全体会計財務書類（行政コスト計算書）","https://opendata.city.minato.tokyo.jp/dataset/28minato_zentai_gyouseikosutokeisansho","2024-03-12"
"財務","全体会計財務書類（純資産変動計算書）","https://opendata.city.minato.tokyo.jp/dataset/28minato_zentai_junshisanhendoukeisansho","2024-03-12"
"財務","全体会計財務書類（資金収支計算書）","https://opendata.city.minato.tokyo.jp/dataset/28minato_zentai_shikinshuushikeisansho","2024-03-12"
"財務","連結会計財務書類（貸借対照表）","https://opendata.city.minato.tokyo.jp/dataset/28minato_renketsu_taishakutaishouhyou","2024-03-12"
