区分１,区分２,全体,信頼できる医師がいること（％）,医師による紹介（％）,家族・友人・知人からのすすめ（％）,インターネットや雑誌等の評判（％）,自宅や職場・学校に近いこと（％）,交通機関の便がよいこと（％）,以前に来たことがあること（％）,専門性の高い医療を提供できること（％）,様々な症状に対応できる医療を提供していること（％）,生存率や、合併症発生率などの治療成績が良いこと（％）,医師や看護師が親切であること（％）,待ち時間が短いこと（％）,病室などがきれいであること（％）,経済的負担が少ないこと（％）,連携している医療機関・福祉施設が充実していること（％）,その他（％）
居住地,全体,2092,61.6,24.8,14.0,5.1,29.4,21.7,9.9,34.3,27.9,4.8,22.1,6.0,5.0,11.9,7.6,1.1
居住地,都内,1779,59.8,25.0,13.9,5.2,31.4,22.5,9.7,33.6,28.3,4.6,22.0,6.0,4.9,12.3,7.7,1.0
居住地,区部,1183,60.8,25.6,11.8,5.3,31.7,22.1,10.4,33.0,26.5,4.5,22.7,5.5,4.8,14.4,7.8,1.0
居住地,区中央部,189,59.8,26.5,10.6,7.4,39.2,21.2,13.2,29.6,24.3,4.8,19.0,4.2,5.8,12.7,8.5,0.5
居住地,区南部,31,64.5,19.4,9.7,0.0,22.6,19.4,19.4,32.3,45.2,3.2,29.0,3.2,6.5,12.9,9.7,0.0
居住地,区西南部,156,68.6,19.9,10.9,5.1,37.8,16.7,9.0,32.1,25.6,3.2,22.4,7.7,3.2,15.4,7.7,1.3
居住地,区西部,72,65.3,16.7,16.7,4.2,27.8,22.2,12.5,38.9,27.8,2.8,22.2,4.2,5.6,8.3,5.6,0.0
居住地,区西北部,303,61.1,30.7,10.6,7.3,35.0,22.4,8.3,33.0,25.1,5.3,18.8,5.3,4.0,14.5,6.6,1.0
居住地,区東北部,124,57.3,33.1,13.7,2.4,16.9,24.2,11.3,43.5,21.8,4.8,25.0,6.5,2.4,16.9,6.5,1.6
居住地,区東部,308,57.1,22.7,12.7,4.2,28.6,24.4,9.7,29.9,29.2,4.5,27.6,5.5,6.5,15.3,9.4,1.3
居住地,多摩地域,593,57.8,23.4,18.0,5.1,31.0,23.1,8.4,34.7,32.0,4.7,20.4,7.1,5.2,8.1,7.6,0.8
居住地,西多摩,17,82.4,35.3,5.9,0.0,11.8,17.6,5.9,41.2,35.3,0.0,23.5,0.0,5.9,0.0,11.8,5.9
居住地,南多摩,110,60.9,24.5,19.1,6.4,20.9,24.5,5.5,31.8,32.7,6.4,23.6,7.3,5.5,9.1,4.5,1.8
居住地,北多摩西部,182,57.7,18.1,17.0,3.3,41.2,25.3,8.2,33.0,33.0,2.2,15.9,5.5,7.1,7.1,7.7,0.5
居住地,北多摩南部,204,52.5,23.0,20.6,4.9,29.9,22.1,11.3,33.3,29.4,6.9,22.1,9.3,3.9,8.3,9.8,0.0
居住地,北多摩北部,80,60.0,30.0,15.0,8.8,28.8,17.5,6.3,43.8,33.8,3.8,20.0,6.3,3.8,10.0,5.0,1.3
居住地,島しょ,3,66.7,66.7,0.0,0.0,0.0,66.7,0.0,33.3,33.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0
居住地,都外,224,75.9,25.4,15.6,5.4,16.5,19.2,9.8,45.5,26.3,6.3,20.5,3.6,5.4,9.4,5.8,1.8
居住地,埼玉県,116,72.4,28.4,19.0,7.8,18.1,19.0,6.9,44.8,32.8,5.2,15.5,3.4,4.3,6.0,6.9,1.7
居住地,千葉県,51,68.6,25.5,5.9,2.0,13.7,27.5,13.7,51.0,11.8,3.9,29.4,7.8,3.9,15.7,3.9,2.0
居住地,神奈川県,39,87.2,23.1,17.9,2.6,20.5,10.3,12.8,38.5,25.6,5.1,28.2,0.0,7.7,10.3,7.7,0.0
居住地,その他,18,94.4,11.1,16.7,5.6,5.6,16.7,11.1,50.0,27.8,22.2,11.1,0.0,11.1,11.1,0.0,5.6
居住地,無回答,89,62.9,21.3,11.2,1.1,22.5,14.6,13.5,21.3,23.6,5.6,29.2,11.2,4.5,11.2,9.0,1.1
家族形態,全体,2092,61.6,24.8,14.0,5.1,29.4,21.7,9.9,34.3,27.9,4.8,22.1,6.0,5.0,11.9,7.6,1.1
家族形態,単身,309,59.2,25.2,12.6,5.2,28.5,23.6,11.0,33.7,19.1,4.5,22.3,6.5,4.9,9.7,9.1,1.3
家族形態,夫婦のみ,562,59.8,26.5,11.9,4.4,27.6,24.7,11.6,32.2,25.4,5.3,23.7,6.9,4.8,13.5,7.3,1.4
家族形態,親子,1040,63.8,23.3,15.8,5.0,31.3,19.5,8.7,35.4,31.3,4.6,21.1,5.7,5.1,11.6,7.2,0.3
家族形態,３世代,113,59.3,31.9,11.5,5.3,28.3,18.6,10.6,37.2,32.7,4.4,21.2,5.3,5.3,9.7,7.1,1.8
家族形態,兄弟姉妹など親族世帯のみ,31,64.5,22.6,19.4,3.2,22.6,32.3,6.5,29.0,19.4,6.5,32.3,3.2,3.2,6.5,9.7,9.7
家族形態,その他,37,51.4,16.2,8.1,16.2,24.3,21.6,10.8,35.1,32.4,2.7,18.9,0.0,5.4,24.3,8.1,5.4
