"全国地方公共団体コード","ID","地方公共団体名","地区名","ゴミの品目","ゴミの品目_カナ","ゴミの品目_英字","分別区分","注意点","備考","粗大ごみ回収料金"
"132225","132225GMLT000820","東久留米市","全域","24時間式風呂器","24ジカンシキフロキ","24-hour bath unit","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000420","東久留米市","全域","ICレコーダー","アイシーレコーダー","Digital voice recorder","小型家電回収ボックス","","",""
"132225","132225GMLT000421","東久留米市","全域","アイスクリームの容器（紙製）","アイスクリームノヨウキ","Container for ice cream (paper)","燃やせるごみ","","防水加工されていて水に溶けないため、燃やせるごみへ出してください。",""
"132225","132225GMLT000422","東久留米市","全域","アイスクリームの容器（プラスチック製）","アイスクリームノヨウキ","Ice cream containers (plastic)","容器包装プラスチック","","残り水で軽くすすいで出してください。",""
"132225","132225GMLT000423","東久留米市","全域","アイススケート靴","アイススケートグツ","Ice skates","燃やせないごみ","","",""
"132225","132225GMLT000424","東久留米市","全域","アイスピック","アイスピック","Ice pick","燃やせないごみ","","新聞紙やボロ布で包んでキケンなどと表示して指定収集袋へ入れてください。",""
"132225","132225GMLT000425","東久留米市","全域","アイス枕（冷却枕）","アイスマクラ","Ice Pillow (Cooling Pillow)","燃やせないごみ","","",""
"132225","132225GMLT000426","東久留米市","全域","アイロン","アイロン","Clothes Iron","燃やせないごみ","","",""
"132225","132225GMLT000427","東久留米市","全域","アイロン台","アイロンダイ","Ironing board","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000428","東久留米市","全域","赤ちゃん用のかご（クーファン）","アカチャンヨウノカゴ","Baby cage (coufan)","燃やせるごみ","","",""
"132225","132225GMLT000429","東久留米市","全域","空き缶","アキカン","Empty can","びん・缶","","",""
"132225","132225GMLT000430","東久留米市","全域","空きびん","アキビン","Empty bottle","びん・缶","","",""
"132225","132225GMLT000432","東久留米市","全域","アコーディオン（楽器）","アコーディオン","Accordion (instrument)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000431","東久留米市","全域","アコーディオンカーテン","アコーディオンカーテン","Accordion curtain","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000433","東久留米市","全域","足ヒレ","アシヒレ","Swimfin","燃やせないごみ","","",""
"132225","132225GMLT000434","東久留米市","全域","足拭きマット","アシフキマット","Place mat for wiping one's feet","燃やせるごみ","","",""
"132225","132225GMLT000435","東久留米市","全域","足踏み健康器","アシブミケンコウキ","Treadmill","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000436","東久留米市","全域","足踏みミシン","アシブミミシン","Treadle sewing machine","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000437","東久留米市","全域","足用ホットカーペット","アシヨウホットカーペット","Hot carpets for feet","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000438","東久留米市","全域","アタッシュケース（30cm以上）","アタッシュケース","Attache case (30cm or longer)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000439","東久留米市","全域","アタッシュケース（30cm未満）","アタッシュケース","Attache case (less than 30cm)","燃やせないごみ","","",""
"132225","132225GMLT000001","東久留米市","全域","アダプター","アダプター","Adapter","燃やせないごみ","","",""
"132225","132225GMLT000440","東久留米市","全域","アダプター","アダプター","Adapter","小型家電回収ボックス","","",""
"132225","132225GMLT000441","東久留米市","全域","圧力釜","アツリョクカマ","Pressure vessel","燃やせないごみ","","",""
"132225","132225GMLT000442","東久留米市","全域","圧力鍋","アツリョクナベ","Pressure cooker","燃やせないごみ","","",""
"132225","132225GMLT000448","東久留米市","全域","油（機械用）","アブラ","Oil (for machinery)","収集しません","","",""
"132225","132225GMLT000449","東久留米市","全域","油（食用）","アブラ","Oil (edible)","燃やせるごみ","","紙や布に染み込ませるか、凝固剤で固めて出してください。",""
"132225","132225GMLT000444","東久留米市","全域","油こし紙","アブラコシシ","Oil strainer","燃やせるごみ","","",""
"132225","132225GMLT000445","東久留米市","全域","油の容器（缶製）","アブラノヨウキ","Container for oil (made of can)","びん・缶","","きれいに洗うか拭き取ってください。",""
"132225","132225GMLT000446","東久留米市","全域","油の容器（びん製）","アブラノヨウキ","Oil container (made of bottle)","びん・缶","","きれいに洗うか拭き取ってください。",""
"132225","132225GMLT000447","東久留米市","全域","油の容器（プラスチック製）","アブラノヨウキ","Oil containers (plastic)","容器包装プラスチック","","きれいに洗うか拭き取ってください。汚れが落ちないものは燃やせないごみへ出してください。",""
"132225","132225GMLT000450","東久留米市","全域","雨具","アマグ","Rain gear","燃やせないごみ","","",""
"132225","132225GMLT000451","東久留米市","全域","編み機","アミキ","Knitting machine","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000452","東久留米市","全域","編み機の台","アミキノダイ","Knitting machine stand","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000453","東久留米市","全域","網戸","アミド","Screen door","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000454","東久留米市","全域","あめの包み・紙（紙製）","アメノツツミ・シ","Candy wrappers, paper (paper)","燃やせるごみ","","",""
"132225","132225GMLT000455","東久留米市","全域","あめの包み・袋（プラスチック製）","アメノツツミ・フクロ","Candy wrappers and bags (plastic)","容器包装プラスチック","","",""
"132225","132225GMLT000456","東久留米市","全域","洗い桶","アライオケ","Dishpan","燃やせないごみ","","",""
"132225","132225GMLT000457","東久留米市","全域","アルカリイオン浄水器（24cm×17cm×35cm）","アルカリイオンジョウスイキ","Alkaline ionized water purifier (24cm x 17cm x 35cm)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000458","東久留米市","全域","アルカリ電池","アルカリデンチ","Alkali battery","有害ごみ","","",""
"132225","132225GMLT000459","東久留米市","全域","アルバム","アルバム","Album","燃やせるごみ","","水に溶けにくいものが多いため、燃やせるごみへ出してください。",""
"132225","132225GMLT000460","東久留米市","全域","アルミサッシ","アルミサッシ","Aluminium sash (aluminum)","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000462","東久留米市","全域","アルミはく（アルミホイル）","アルミハク","Aluminum foil","燃やせないごみ","","",""
"132225","132225GMLT000461","東久留米市","全域","アルミ箔容器（うどんなど）","アルミハクヨウキ","Aluminum foil container (udon, etc.)","燃やせないごみ","","",""
"132225","132225GMLT000463","東久留米市","全域","あんか（電気）","アンカ","Anka (Electricity)","燃やせないごみ","","",""
"132225","132225GMLT000464","東久留米市","全域","安全靴","アンゼンクツ","Safety shoes","燃やせないごみ","","",""
"132225","132225GMLT000465","東久留米市","全域","安全ピン","アンゼンピン","Safety pin","燃やせないごみ","","",""
"132225","132225GMLT000466","東久留米市","全域","アンテナ（テレビの上に置く・室内用）","アンテナ","Antenna (to be placed on top of TV, for indoor use)","燃やせないごみ","","",""
"132225","132225GMLT000467","東久留米市","全域","アンテナ（テレビ用・室外用）","アンテナ","Antenna (for TV and outdoor)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000468","東久留米市","全域","アンテナ（BS、CS用＝パラボラアンテナ）","アンテナ","Antenna (for BS, CS = parabolic antenna)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000469","東久留米市","全域","アンプ（ギターアンプ）","アンプ","Amplifier (Guitar Amplifier)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000470","東久留米市","全域","アンプ＝ステレオアンプ","アンプ＝ステレオアンプ","Amplifier = Stereo amplifier","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000471","東久留米市","全域","あんま機（ハンディタイプ）","アンマキ","Massage machine (Handy type)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000472","東久留米市","全域","アーチェリー本体（矢付き）","アーチェリーホンタイ","Archery body with arrows","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000473","東久留米市","全域","アーチェリー矢（80cm）10本ごと","アーチェリーヤ10ホンゴト","Archery arrows (80cm) every 10","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000474","東久留米市","全域","井草のカーペット（1帖以上）","イグサノカーペット","Well carpets (1 square meter or larger)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000475","東久留米市","全域","池（庭のはめ込み式）","イケ","Pond (garden inset)","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000476","東久留米市","全域","囲碁盤","イゴバン","Go board","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000477","東久留米市","全域","石","イシ","Stone","収集しません","","専門業者や購入先へ相談を、又は廃棄物処理業者を紹介します。",""
"132225","132225GMLT000478","東久留米市","全域","衣装ケース","イショウケース","Wardrobe","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
"132225","132225GMLT000479","東久留米市","全域","衣装ハンガーラック","イショウハンガーラック","Wardrobe hanger rack","粗大ごみ","","申し込み制。専用電話番号042ー473ー2118 FAX042ー477ー6755",""
