地域階層,地域コード,都道府県,計（経営体）,経営耕地なし（経営体）,0.3ha未満（経営体）,0.3～0.5ha未満（経営体）,0.5～1.0ha未満（経営体）,1～1.5ha未満（経営体）,1.5～2.0ha未満（経営体）,2～3.0ha未満（経営体）,3～5.0ha未満（経営体）,5～10.0ha未満（経営体）,10～20.0ha未満（経営体）,20～30.0ha未満（経営体）,30～50.0ha未満（経営体）,50～100.0ha未満（経営体）,100ha以上（経営体）
0,0,総数,1377266,16089,32919,256106,436249,215883,117486,115983,81538,52229,25396,10292,9385,6121,1590
1,1,北海道,40714,1094,342,986,1482,1111,826,1571,2783,5234,7963,5442,6128,4584,1168
1,2,青森,35914,471,581,3495,7449,5600,4166,5344,4387,2793,1065,295,153,86,29
1,3,岩手,46993,741,916,7168,13168,7732,4985,5115,3430,2094,926,287,214,159,58
1,4,宮城,38872,487,442,4338,9328,6701,4550,5304,3784,2341,982,236,199,146,34
1,5,秋田,38957,418,251,3219,7661,6307,4813,6039,4853,3245,1412,398,230,94,17
1,6,山形,33820,425,1188,3415,6863,4746,3429,4461,4347,3553,1038,167,98,69,21
1,7,福島,53157,397,333,7406,15319,9384,6141,6591,4322,2318,710,145,63,26,2
1,8,茨城,57989,308,371,8375,17131,10644,6719,6625,4195,2316,836,223,159,70,17
1,9,栃木,40473,311,149,4137,9593,6999,5020,5914,4425,2624,954,182,109,47,9
1,10,群馬,26235,369,440,4833,8930,4493,2182,1929,1325,1226,361,81,44,19,3
1,11,埼玉,37484,220,613,6460,13280,7601,3966,3014,1289,646,233,83,45,26,8
1,12,千葉,44985,509,858,5298,12313,8477,5466,6019,3688,1658,513,93,67,24,2
1,13,東京,6023,45,979,1827,2049,659,232,123,68,34,4,3,-,-,-
1,14,神奈川,13809,333,1268,3471,4998,2094,907,509,162,57,10,-,-,-,-
1,15,新潟,56114,547,362,6139,13091,8988,6383,7923,6717,4094,1223,328,222,82,15
1,16,富山,17759,185,116,2321,5194,3726,2301,1675,763,526,372,252,237,74,17
1,17,石川,13636,148,149,2260,4249,2290,1203,1214,910,663,313,119,88,27,3
1,18,福井,16018,114,144,2847,5293,3141,1701,1235,509,411,308,141,119,47,8
1,19,山梨,17970,117,1460,4757,8010,2418,608,302,159,92,31,8,5,2,1
1,20,長野,53808,584,1851,14058,20396,7717,3333,2624,1716,898,379,116,76,40,20
1,21,岐阜,29643,361,691,10043,12292,3378,1050,707,438,314,159,87,74,34,15
1,22,静岡,33143,211,2343,8482,11089,4340,2052,2126,1511,644,233,51,45,12,4
1,23,愛知,36074,671,1331,9296,13740,5421,2154,1579,977,470,184,87,87,61,16
1,24,三重,26423,214,315,5631,9966,4661,2135,1577,892,517,291,106,71,35,12
1,25,滋賀,20188,154,133,3772,6798,3634,1753,1434,950,789,447,165,110,40,9
1,26,京都,18016,145,212,5029,7558,2509,935,731,488,272,107,15,11,4,-
1,27,大阪,9293,63,338,3975,3722,803,196,124,41,23,6,1,1,-,-
1,28,兵庫,47895,331,444,13418,20483,7379,2571,1496,815,538,296,78,31,13,2
1,29,奈良,13291,95,269,4018,5915,1660,461,368,334,141,23,5,1,1,-
1,30,和歌山,21496,120,1524,4445,7353,3429,1932,1874,720,93,4,-,2,-,-
1,31,鳥取,18381,215,218,4130,7455,3082,1252,921,556,308,172,43,15,9,5
1,32,島根,19920,233,392,5114,8178,3125,1117,737,401,319,178,76,34,13,3
1,33,岡山,36801,251,589,9681,15339,5623,2258,1469,789,507,214,40,28,8,5
1,34,広島,29929,283,1481,8180,11848,4336,1543,1040,519,348,191,92,50,17,1
1,35,山口,21417,179,872,5025,7996,3330,1534,1095,701,372,199,53,42,15,4
1,36,徳島,18513,163,625,4513,7332,3031,1296,919,415,171,38,5,4,1,-
1,37,香川,20814,119,423,6399,9503,2504,731,533,302,154,91,22,13,13,7
1,38,愛媛,26988,266,1243,5783,9894,4291,2107,1961,1047,264,98,17,9,7,1
1,39,高知,15841,156,841,3824,6112,2430,992,759,441,210,60,11,3,1,1
1,40,福岡,36032,580,831,6414,11986,6168,3190,2870,2018,1173,470,152,103,55,22
1,41,佐賀,17020,574,833,2726,5101,2711,1485,1360,976,576,240,166,181,69,22
1,42,長崎,21908,279,507,3917,7342,3901,2035,2002,1262,499,112,33,14,4,1
1,43,熊本,41482,555,677,5773,11469,7129,4697,5225,3517,1753,438,121,73,40,15
1,44,大分,25416,416,525,5596,9217,3948,1848,1598,1172,746,250,64,25,9,2
1,45,宮崎,26361,631,530,4730,7690,4158,2451,2503,2000,1231,356,48,20,8,5
1,46,鹿児島,39222,825,1059,6700,10875,5873,3416,3928,3267,2320,726,134,70,24,5
1,47,沖縄,15029,176,860,2682,4199,2201,1364,1516,1157,654,180,21,12,6,1
,,,,,,,,,,,,,,,,,
2015年農林業センサス,,,,,,,,,,,,,,,,,
第３表　都道府県、経営耕地面積規模別経営体数　(農業経営体）,,,,,,,,,,,,,,,,,
地域階層（0：総数　1：都道府県）,,,,,,,,,,,,,,,,,
