地域階層,地域コード,地域,総数／計（人）,総数／男（人）,総数／女（人）,15～19歳／計（人）,15～19歳／男（人）,15～19歳／女（人）,20～24歳／計（人）,20～24歳／男（人）,20～24歳／女（人）,25～29歳／計（人）,25～29歳／男（人）,25～29歳／女（人）,30～34歳／計（人）,30～34歳／男（人）,30～34歳／女（人）,35～39歳／計（人）,35～39歳／男（人）,35～39歳／女（人）,40～44歳／計（人）,40～44歳／男（人）,40～44歳／女（人）,45～49歳／計（人）,45～49歳／男（人）,45～49歳／女（人）,50～54歳／計（人）,50～54歳／男（人）,50～54歳／女（人）,55～59歳／計（人）,55～59歳／男（人）,55～59歳／女（人）,60～64歳／計（人）,60～64歳／男（人）,60～64歳／女（人）,65～69歳／計（人）,65～69歳／男（人）,65～69歳／女（人）,70～74歳／計（人）,70～74歳／男（人）,70～74歳／女（人）,75～79歳／計（人）,75～79歳／男（人）,75～79歳／女（人）,80～84歳／計（人）,80～84歳／男（人）,80～84歳／女（人）,85歳以上／計（人）,85歳以上／男（人）,85歳以上／女（人）
4,13109,品川区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13110,目黒区,14,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,2,1,1,1,1,-,-,-,-,1,-,1,2,1,1,1,-,1,5,3,2
4,13111,大田区,14,7,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,5,4,1,-,-,-,-,-,-,-,-,-,1,-,1,2,-,2,4,3,1,-,-,-
4,13112,世田谷区,404,232,172,3,3,-,4,4,-,9,8,1,10,8,2,21,13,8,11,8,3,25,14,11,30,15,15,51,27,24,52,34,18,52,29,23,35,18,17,43,23,20,25,12,13,33,16,17
4,13113,渋谷区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13114,中野区,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ,Ｘ
4,13115,杉並区,115,70,45,-,-,-,1,1,-,1,1,-,4,4,-,2,1,1,12,9,3,3,1,2,9,5,4,9,5,4,15,9,6,13,9,4,12,3,9,19,12,7,9,6,3,6,4,2
4,13116,豊島区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13117,北区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13118,荒川区,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
4,13119,板橋区,59,32,27,2,-,2,2,1,1,1,-,1,1,-,1,4,3,1,2,2,-,2,2,-,4,2,2,3,1,2,7,3,4,5,3,2,5,3,2,6,2,4,5,5,-,10,5,5
4,13120,練馬区,630,351,279,4,4,-,2,2,-,16,12,4,15,11,4,17,13,4,17,9,8,42,22,20,56,31,25,77,40,37,73,47,26,66,37,29,57,30,27,75,35,40,70,42,28,43,16,27
4,13121,足立区,169,98,71,-,-,-,-,-,-,1,-,1,2,2,-,6,5,1,16,9,7,10,5,5,15,7,8,12,10,2,20,13,7,18,8,10,19,11,8,17,10,7,21,9,12,12,9,3
4,13122,葛飾区,177,98,79,-,-,-,1,1,-,3,3,-,4,4,-,7,5,2,11,6,5,11,8,3,14,8,6,18,9,9,21,11,10,15,9,6,17,7,10,17,5,12,19,10,9,19,12,7
4,13123,江戸川区,251,134,117,-,-,-,2,1,1,-,-,-,9,7,2,12,5,7,17,8,9,29,17,12,24,14,10,20,12,8,19,7,12,19,12,7,36,13,23,31,19,12,18,8,10,15,11,4
1,13200,市部,8117,4504,3613,42,24,18,68,51,17,133,102,31,198,144,54,239,157,82,385,222,163,481,262,219,652,357,295,788,422,366,964,544,420,923,526,397,912,466,446,913,464,449,818,435,383,601,328,273
4,13201,八王子市,693,400,293,1,1,-,1,-,1,5,4,1,12,9,3,14,9,5,23,12,11,40,21,19,57,34,23,64,35,29,83,47,36,84,55,29,83,46,37,74,38,36,90,47,43,62,42,20
4,13202,立川市,583,324,259,4,3,1,12,9,3,13,7,6,26,17,9,29,18,11,43,19,24,43,27,16,53,34,19,42,19,23,64,37,27,60,34,26,67,33,34,57,29,28,47,28,19,23,10,13
4,13203,武蔵野市,133,80,53,-,-,-,2,2,-,4,3,1,-,-,-,6,5,1,6,5,1,6,4,2,13,9,4,15,8,7,25,18,7,10,3,7,9,7,2,16,7,9,16,7,9,5,2,3
4,13204,三鷹市,421,241,180,-,-,-,-,-,-,9,8,1,14,12,2,12,8,4,32,18,14,31,19,12,40,25,15,41,22,19,46,30,16,57,29,28,49,27,22,38,17,21,28,14,14,24,12,12
4,13205,青梅市,276,163,113,-,-,-,2,2,-,2,2,-,3,2,1,4,3,1,10,7,3,6,4,2,9,5,4,19,8,11,32,18,14,41,29,12,44,19,25,34,23,11,41,24,17,29,17,12
4,13206,府中市,366,188,178,5,2,3,4,3,1,6,3,3,11,7,4,13,6,7,19,11,8,25,13,12,29,14,15,38,18,20,35,21,14,48,23,25,30,14,16,43,24,19,24,15,9,36,14,22
4,13207,昭島市,109,69,40,-,-,-,-,-,-,-,-,-,5,5,-,4,3,1,8,4,4,5,5,-,3,1,2,7,4,3,16,11,5,12,8,4,13,8,5,16,9,7,12,7,5,8,4,4
4,13208,調布市,348,199,149,2,2,-,4,3,1,5,5,-,8,7,1,15,9,6,20,12,8,21,8,13,36,22,14,32,19,13,45,28,17,43,21,22,37,21,16,40,20,20,23,13,10,17,9,8
4,13209,町田市,671,364,307,7,4,3,9,6,3,3,3,-,7,5,2,13,10,3,22,15,7,26,14,12,40,16,24,66,37,29,75,38,37,89,49,40,78,39,39,89,47,42,83,46,37,64,35,29
4,13210,小金井市,177,106,71,-,-,-,-,-,-,4,3,1,4,3,1,8,6,2,4,2,2,11,6,5,14,11,3,18,10,8,24,16,8,20,10,10,13,8,5,20,10,10,23,15,8,14,6,8
4,13211,小平市,440,245,195,2,2,-,6,6,-,6,3,3,12,10,2,10,8,2,11,9,2,23,11,12,39,19,20,47,26,21,72,40,32,43,22,21,54,34,20,33,15,18,42,19,23,40,21,19
4,13212,日野市,285,156,129,4,2,2,2,1,1,4,3,1,2,2,-,8,5,3,9,3,6,7,4,3,20,9,11,29,17,12,33,17,16,41,29,12,34,18,16,34,15,19,34,18,16,24,13,11
4,13213,東村山市,380,212,168,-,-,-,1,1,-,5,4,1,13,9,4,16,12,4,25,17,8,27,14,13,22,13,9,36,16,20,53,30,23,41,25,16,35,17,18,43,21,22,40,23,17,23,10,13
4,13214,国分寺市,377,207,170,-,-,-,3,1,2,9,8,1,11,8,3,13,8,5,20,14,6,27,15,12,32,17,15,48,28,20,49,26,23,35,18,17,34,20,14,33,15,18,34,16,18,29,13,16
4,13215,国立市,118,67,51,-,-,-,2,2,-,3,3,-,8,3,5,4,4,-,3,1,2,5,2,3,13,8,5,4,3,1,12,5,7,17,11,6,16,9,7,11,6,5,13,8,5,7,2,5
4,13218,福生市,26,18,8,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,-,-,-,1,-,1,3,2,1,3,3,-,4,2,2,4,3,1,3,3,-,-,-,-,5,2,3,2,2,-
4,13219,狛江市,151,85,66,2,1,1,1,1,-,4,4,-,6,5,1,7,5,2,8,5,3,6,4,2,13,7,6,15,10,5,18,8,10,19,13,6,12,5,7,12,4,8,13,8,5,15,5,10
4,13220,東大和市,171,93,78,-,-,-,-,-,-,4,2,2,1,1,-,6,5,1,6,3,3,18,10,8,15,6,9,16,11,5,19,9,10,17,12,5,23,8,15,14,9,5,15,6,9,17,11,6
4,13221,清瀬市,443,226,217,2,1,1,9,7,2,14,10,4,22,14,8,21,11,10,29,15,14,24,13,11,49,21,28,59,32,27,41,20,21,46,23,23,43,19,24,31,16,15,33,12,21,20,12,8
4,13222,東久留米市,408,221,187,2,1,1,2,1,1,9,8,1,15,8,7,9,6,3,17,11,6,31,15,16,39,21,18,51,28,23,63,35,28,33,21,12,39,18,21,43,21,22,36,17,19,19,10,9
4,13223,武蔵村山市,291,164,127,1,1,-,-,-,-,5,4,1,4,3,1,6,4,2,14,5,9,17,12,5,21,13,8,21,11,10,30,21,9,28,15,13,42,17,25,48,26,22,40,20,20,14,12,2
4,13224,多摩市,50,30,20,-,-,-,-,-,-,-,-,-,1,1,-,2,2,-,1,-,1,2,2,-,3,1,2,4,2,2,7,4,3,8,6,2,5,2,3,7,4,3,4,2,2,6,4,2
4,13225,稲城市,378,205,173,4,2,2,3,3,-,6,5,1,6,6,-,5,2,3,19,10,9,28,15,13,25,13,12,39,21,18,34,18,16,50,25,25,44,24,20,46,21,25,38,21,17,31,19,12
4,13227,羽村市,107,64,43,-,-,-,-,-,-,1,1,-,-,-,-,3,2,1,5,4,1,9,5,4,10,7,3,6,4,2,10,6,4,10,7,3,9,3,6,17,7,10,15,9,6,12,9,3
4,13228,あきる野市,337,177,160,4,2,2,3,2,1,4,4,-,1,1,-,2,-,2,16,11,5,18,7,11,16,6,10,15,4,11,34,15,19,36,22,14,53,24,29,66,37,29,39,23,16,30,19,11
4,13229,西東京市,378,200,178,2,-,2,2,1,1,8,5,3,6,6,-,8,5,3,15,9,6,24,12,12,38,23,15,53,26,27,40,24,16,31,13,18,43,23,20,48,23,25,30,15,15,30,15,15
1,13550,町村部,1032,613,419,1,-,1,3,2,1,10,9,1,11,5,6,20,13,7,25,18,7,31,19,12,57,35,22,72,39,33,133,74,59,185,103,82,132,80,52,162,92,70,130,86,44,60,38,22
2,13300,西多摩郡,306,186,120,-,-,-,1,1,-,2,2,-,4,2,2,10,5,5,8,6,2,15,9,6,19,11,8,25,11,14,47,27,20,50,31,19,35,23,12,38,24,14,28,18,10,24,16,8
4,13303,瑞穂町,213,131,82,-,-,-,1,1,-,2,2,-,3,2,1,9,5,4,4,3,1,12,8,4,16,11,5,19,9,10,38,21,17,35,22,13,21,14,7,19,13,6,20,12,8,14,8,6
4,13305,日の出町,81,48,33,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,4,3,1,2,-,2,2,-,2,5,2,3,8,5,3,13,8,5,11,7,4,18,11,7,7,5,2,9,7,2
4,13307,檜原村,7,4,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,1,-,2,1,1,1,1,-,1,-,1,-,-,-,1,1,-
4,13308,奥多摩町,5,3,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,1,-,1,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,1,1,-,-,-,-
2,13350,島部,726,427,299,1,-,1,2,1,1,8,7,1,7,3,4,10,8,2,17,12,5,16,10,6,38,24,14,47,28,19,86,47,39,135,72,63,97,57,40,124,68,56,102,68,34,36,22,14
3,13360,大島支庁,192,105,87,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,-,3,1,2,11,7,4,9,5,4,16,8,8,30,14,16,28,18,10,41,17,24,40,25,15,11,7,4
4,13361,大島町,106,65,41,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,2,2,-,2,1,1,7,6,1,5,3,2,7,4,3,13,6,7,18,11,7,24,10,14,21,16,5,6,5,1
4,13362,利島村,49,24,25,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3,1,2,1,1,-,5,3,2,12,6,6,7,4,3,9,3,6,9,5,4,3,1,2
4,13363,新島村,9,6,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,-,-,-,2,1,1,1,1,-,2,2,-,1,-,1,1,1,-
4,13364,神津島村,28,10,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,1,-,1,1,-,1,4,1,3,3,1,2,2,2,-,6,2,4,9,4,5,1,-,1
3,13380,三宅支庁,65,36,29,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,4,4,-,12,7,5,9,6,3,5,1,4,16,7,9,12,7,5,6,3,3
4,13381,三宅村,61,34,27,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,4,4,-,12,7,5,7,5,2,4,-,4,16,7,9,11,7,4,6,3,3
4,13382,御蔵島村,4,2,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,1,1,1,1,-,-,-,-,1,-,1,-,-,-
3,13400,八丈支庁,432,265,167,1,-,1,2,1,1,6,6,-,7,3,4,7,5,2,7,5,2,9,7,2,26,16,10,30,17,13,55,32,23,91,50,41,60,35,25,65,43,22,48,34,14,18,11,7
4,13401,八丈町,426,261,165,1,-,1,2,1,1,6,6,-,7,3,4,7,5,2,7,5,2,8,7,1,26,16,10,29,16,13,53,30,23,91,50,41,60,35,25,64,43,21,47,33,14,18,11,7
4,13402,青ケ島村,6,4,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,-,1,-,-,-,1,1,-,2,2,-,-,-,-,-,-,-,1,-,1,1,1,-,-,-,-
3,13420,小笠原支庁,37,21,16,-,-,-,-,-,-,2,1,1,-,-,-,2,2,-,8,5,3,4,2,2,-,-,-,4,2,2,3,-,3,5,2,3,4,3,1,2,1,1,2,2,-,1,1,-
4,13421,小笠原村,37,21,16,-,-,-,-,-,-,2,1,1,-,-,-,2,2,-,8,5,3,4,2,2,-,-,-,4,2,2,3,-,3,5,2,3,4,3,1,2,1,1,2,2,-,1,1,-
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015年農林業センサス,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
第37表　区市町村、年齢別農業就業人口,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地域階層（0：東京都総数　1：区部・市部・町村部　2：西多摩郡・島部　3：支庁　4：区市町村）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
