"年月[西暦]","施設名称","施設所在地","施設方書","施設電話番号","施設開設日","診療科目名称","緯度","経度"
"202204","山内歯科医院","東京都港区白金台三丁目16番10号","白金台グロリアハイツ1階","03-3441-6377","2022/4/21","歯科、矯正歯科、小児歯科","35.636510","139.723492"
"202204","新橋デンタルクリニック","東京都港区新橋三丁目11番9号","烏森通りビル4階","03-3436-6480","2022/4/1",,"35.666281","139.755725"
"202204","新橋歯科医科診療所　プラザ美容外科","東京都港区新橋四丁目9番1号","新橋プラザビル2階","03-3437-3880","2022/4/1","歯科、矯正歯科、小児歯科、内科、美容外科","35.664269","139.756554"
"202204","医療法人社団　丸山矯正歯科","東京都港区浜松町二丁目11番16号","ユーワビル3階","03-5860-1583","2022/4/1","矯正歯科","35.653842","139.755056"
"202204","医療法人社団喜拓会　山中歯科医院","東京都港区三田二丁目7番12号","徳文堂ビル1階","03-6381-7778","2022/4/1","歯科、小児歯科、歯科口腔外科","35.651675","139.744706"
"202204","Ｌｉｎｏ　Ｄｅｎｔａｌ　Ｏｆｆｉｃｅ","東京都港区南青山一丁目26番4号","六本木ダイヤビル2階","03-5843-0113","2022/4/1","歯科、小児歯科、歯科口腔外科","35.666789","139.727303"
"202204","内山歯科クリニック","東京都港区南青山二丁目7番27号","フォレストサイドI2階","03-6804-1180","2022/4/1","歯科、歯科口腔外科、矯正歯科","35.671015","139.722201"
"202204","医療法人社団晴明会　西山歯科医院","東京都港区南麻布四丁目13番2号","麻布高橋ビル2階","03-3445-2480","2022/4/1","歯科","35.647230","139.723432"
"202204","欅坂上医科歯科クリニック","東京都港区元麻布三丁目2番19号","モモンビル5階","03-6804-2211","2022/4/1","歯科、歯科口腔外科、矯正歯科、循環器内科、内科","35.657418","139.727323"
"202204","ＲＵＩ　ＤＥＮＴＡＬ　ＯＦＦＩＣＥ","東京都港区六本木七丁目3番12号","六本木インターナショナルビルB1E号室","03-3478-4995","2022/4/25","歯科、矯正歯科、歯科口腔外科","35.665926","139.728460"
