"年月日時［西暦]","地区","二酸化硫黄[ppb]","一酸化窒素[ppb]","二酸化窒素[ppb]","窒素酸化物[ppb]","オキシダント[ppb]","一酸化炭素[0.1ppm]","ノンメタン炭化水素(非メタン9[0.01ppmC]","メタン[0.01ppmC]","浮遊粒子状物質[μg/立方メートル]","PM2.5[μg/m3]","風速[0.1m/s]","風向","温度[0.1℃]","湿度[%]","THC[0.01ppmC]"
2021120101,"一の橋","校正",2,15,17,26,3,12,200,7,8,12,"W",161,98,212
2021120102,"一の橋",0,1,9,10,34,3,13,200,17,6,18,"WSW",169,98,213
2021120103,"一の橋",0,1,6,7,38,2,9,198,16,5,19,"WNW",174,96,207
2021120104,"一の橋",0,1,7,8,37,2,10,198,19,7,15,"W",177,97,208
2021120105,"一の橋",0,1,10,11,34,2,11,196,16,11,13,"W",168,98,207
2021120106,"一の橋",0,1,9,10,34,2,12,196,18,5,15,"W",173,98,208
2021120107,"一の橋",0,2,11,13,33,2,17,195,14,8,12,"WSW",174,99,212
2021120108,"一の橋",0,9,26,35,20,3,18,198,11,5,9,"W",182,98,216
2021120109,"一の橋",0,12,25,37,11,3,26,202,9,12,7,"ENE",129,98,228
2021120110,"一の橋",0,18,25,43,9,4,27,203,9,11,4,"SW",149,95,230
2021120111,"一の橋",0,21,27,48,13,5,37,203,7,2,8,"NE",170,84,240
2021120112,"一の橋",0,18,31,49,14,4,33,203,9,0,8,"ENE",194,55,236
2021120113,"一の橋",1,8,20,28,26,3,26,198,7,5,5,"WNW",203,47,224
2021120114,"一の橋",1,9,23,32,24,4,23,198,8,11,5,"W",200,48,221
2021120115,"一の橋",1,8,26,34,21,4,34,198,13,13,2,"Calm",193,49,232
2021120116,"一の橋",0,10,26,36,21,3,25,198,6,14,6,"E",184,32,223
2021120117,"一の橋",0,10,28,38,16,4,32,199,6,5,4,"NE",173,27,231
2021120118,"一の橋",0,10,25,35,20,4,30,200,7,4,5,"ENE",163,28,230
2021120119,"一の橋",0,4,18,22,24,3,26,201,5,-2,6,"E",152,30,227
2021120120,"一の橋",0,3,17,20,23,3,24,202,6,1,5,"ENE",145,32,226
2021120121,"一の橋",0,2,16,18,23,3,21,203,6,-1,6,"ENE",139,34,224
2021120122,"一の橋",0,2,14,16,24,3,21,203,6,-2,5,"SE",133,34,224
2021120123,"一の橋",0,3,15,18,22,3,20,205,4,-6,5,"W",124,34,225
2021120124,"一の橋",0,3,13,16,23,3,23,207,7,-3,5,"SSW",118,36,230
2021120201,"一の橋",0,2,10,12,25,3,18,204,5,0,3,"Calm",113,38,222
2021120202,"一の橋",0,1,8,9,26,2,18,204,5,-1,5,"NE",107,35,222
2021120203,"一の橋",0,2,8,10,26,2,16,202,4,-4,6,"ESE",100,40,218
2021120204,"一の橋",0,2,8,10,25,2,16,202,4,-9,7,"ENE",96,41,218
2021120205,"一の橋",0,2,8,10,25,2,13,201,3,-5,7,"NNE",93,40,214
2021120206,"一の橋",0,5,12,17,22,2,14,202,3,-5,4,"NE",91,41,216
2021120207,"一の橋",0,6,16,22,18,3,15,203,3,-3,4,"ENE",88,41,218
2021120208,"一の橋",0,12,22,34,13,3,14,204,5,-9,6,"NNE",92,40,218
2021120209,"一の橋",0,18,22,40,13,3,18,204,5,-1,7,"ENE",96,38,222
2021120210,"一の橋",0,19,21,40,16,3,18,204,6,-2,7,"SSE",107,36,222
2021120211,"一の橋",0,13,19,32,18,3,22,204,5,0,7,"E",114,32,226
2021120212,"一の橋",0,9,16,25,22,2,14,202,5,5,7,"ENE",123,27,216
2021120213,"一の橋",0,8,16,24,23,3,18,202,5,3,6,"ENE",125,30,220
2021120214,"一の橋",0,8,16,24,24,3,22,203,4,6,7,"ENE",133,26,225
2021120215,"一の橋",1,15,28,43,16,3,19,204,7,10,5,"ENE",126,33,223
2021120216,"一の橋",2,17,34,51,11,4,20,204,9,12,5,"W",130,33,224
2021120217,"一の橋",2,24,42,66,4,5,23,205,13,15,4,"WSW",128,38,228
2021120218,"一の橋",2,33,46,79,1,5,25,207,13,12,5,"WSW",128,46,232
2021120219,"一の橋",2,11,36,47,6,5,19,205,9,5,4,"WNW",129,48,224
2021120220,"一の橋",1,5,26,31,16,4,14,205,9,6,2,"Calm",125,56,219
2021120221,"一の橋",2,4,22,26,19,3,20,206,7,4,6,"ENE",119,65,226
2021120222,"一の橋",1,3,20,23,20,3,22,218,7,4,5,"E",117,62,240
2021120223,"一の橋",2,3,25,28,14,4,31,220,10,8,4,"ENE",114,59,251
2021120224,"一の橋",1,3,23,26,16,4,27,217,7,5,2,"Calm",111,56,244
2021120301,"一の橋",1,10,33,43,4,5,122,222,13,13,2,"Calm",95,57,344
2021120302,"一の橋",1,3,24,27,7,3,71,210,12,14,6,"ENE",81,56,281
2021120303,"一の橋",1,4,20,24,9,3,37,208,11,1,4,"N",80,57,245
2021120304,"一の橋",1,4,18,22,9,3,34,207,11,3,2,"Calm",80,59,241
2021120305,"一の橋",1,5,20,25,7,3,34,206,12,4,5,"ENE",78,58,240
2021120306,"一の橋",1,8,25,33,4,3,26,208,11,2,5,"ENE",81,58,234
2021120307,"一の橋",1,14,27,41,3,3,30,209,10,2,5,"E",75,55,239
2021120308,"一の橋",1,21,27,48,6,3,29,208,11,2,4,"ENE",81,54,237
2021120309,"一の橋",1,32,31,63,6,4,29,210,9,3,5,"NE",95,51,239
2021120310,"一の橋",1,19,27,46,12,4,32,209,11,4,5,"ESE",105,51,241
2021120311,"一の橋",1,22,30,52,13,4,29,208,11,11,6,"ENE",117,48,237
2021120312,"一の橋",2,44,40,84,7,4,31,220,12,14,7,"E",115,53,251
2021120313,"一の橋",2,34,42,76,9,5,38,227,18,19,5,"ENE",129,56,265
2021120314,"一の橋",2,46,46,92,9,5,37,223,17,19,7,"WSW",167,41,260
2021120315,"一の橋",1,13,21,34,27,3,21,201,11,12,15,"WSW",165,38,222
2021120316,"一の橋",1,4,15,19,29,3,23,201,11,15,7,"WSW",156,40,224
2021120317,"一の橋",1,5,25,30,21,4,24,201,12,17,4,"SW",150,42,225
2021120318,"一の橋",1,15,48,63,4,6,51,211,20,21,3,"Calm",140,50,262
2021120319,"一の橋",1,22,53,75,2,7,54,217,22,21,3,"Calm",135,53,271
2021120320,"一の橋",1,35,55,90,2,10,89,229,27,23,2,"Calm",133,56,318
2021120321,"一の橋",1,25,53,78,2,8,73,229,29,19,4,"ENE",127,55,302
2021120322,"一の橋",1,25,51,76,1,8,74,226,24,20,4,"E",119,59,300
2021120323,"一の橋",1,10,41,51,5,6,59,215,17,10,3,"Calm",119,45,274
2021120324,"一の橋",1,7,36,43,7,5,48,212,16,6,2,"Calm",114,53,260
2021120401,"一の橋",1,11,41,52,2,6,57,218,17,11,5,"WSW",105,60,275
2021120402,"一の橋",1,29,42,71,1,7,65,224,17,14,4,"WSW",104,62,289
2021120403,"一の橋",1,19,40,59,1,7,67,225,18,11,5,"WSW",99,64,292
