地域階層,地域コード,地域,昭和54,昭和55,昭和56,昭和57,昭和58,昭和59,昭和60,昭和61,昭和62,昭和63,平成元,平成2,平成3,平成4,平成5,平成6,平成7,平成8,平成9,平成10,平成11,平成12,平成13,平成14,平成15,平成16,平成17,平成18,平成19,平成20,平成21,平成22,平成23,平成24,平成25,平成26,平成27,平成28,平成29,平成30,平成31･令和元,令和2,令和3,令和4,令和5
0,0,総数,510541,490980,488051,491394,495198,486139,485208,486671,474706,455799,454815,453099,447431,434564,424369,420050,430341,431466,435689,440146,436809,444118,449888,442947,441013,433278,438087,437535,443349,425661,413370,396318,394116,400274,407711,404736,426084,413444,419283,423617,427307,401168,388297,399269,406749
1,1,北海道,19606,18738,18939,19482,19512,21170,21505,23809,23793,21348,20399,19255,18229,17064,15960,14939,14575,14247,15067,16299,15469,15101,15417,15083,14590,15008,15293,15815,16750,16301,15013,13740,13295,13621,13901,14212,14524,14336,14317,14361,14514,12737,12839,13306,13561
1,2,青森県,9129,8873,9318,9823,9864,9688,9902,10321,10136,9890,9318,8942,8166,7653,6717,5845,5605,5531,5318,5429,5248,5049,4898,5081,5107,5109,5237,5643,5765,5306,5081,4534,4183,4516,4460,4505,4350,4325,4321,4292,4284,3681,3377,3386,3607
1,3,岩手県,8513,8303,8270,8275,8388,7710,7589,7969,7664,7015,6568,5893,5691,5236,4759,4459,4379,4163,4312,4313,4321,4093,4380,4296,4295,4155,4211,4274,4526,4222,4084,3734,3726,3605,3453,3410,3633,3536,3574,3478,3448,3112,2968,3086,3072
1,4,宮城県,10441,10071,10332,10273,10607,10275,10723,10519,10141,9685,9436,9026,8897,8818,8359,7935,7899,8060,8609,8995,9022,8928,9342,9619,9191,9334,9352,9779,10152,9650,9185,8407,9068,8568,8418,8524,9192,9028,9058,9163,9351,8439,8214,8471,9069
1,5,秋田県,7463,7233,7511,7297,7442,7088,6711,7089,6700,6332,5899,5387,5181,4630,4097,3715,3717,3700,3650,3751,3726,3553,3790,3684,3713,3589,3617,3863,3954,3767,3488,3188,2982,2977,3158,3092,3038,2903,2966,2842,2807,2393,2235,2281,2263
1,6,山形県,6645,6260,6325,6294,6154,5678,5386,5448,5165,4762,4617,4333,4179,3777,3537,3422,3445,3581,3543,3773,3647,3606,3773,3664,3711,3549,3598,3609,3742,3486,3407,3323,3014,2972,3107,3046,3224,3035,3026,2999,3126,2752,2606,2515,2620
1,7,福島県,14166,13091,12910,12868,12293,11219,10711,10674,10103,9601,9017,8966,8465,7594,7512,7173,7301,7431,7516,7581,7565,7754,7817,7726,7708,7562,7459,7597,7732,7354,6852,6386,8610,6560,5937,5710,6122,6072,6121,6043,6069,5799,5393,5390,5455
1,8,茨城県,15785,15436,15408,15543,15333,15221,15012,14874,14420,13893,13793,13893,13886,13808,13760,13725,14279,14468,14574,14598,14360,14575,14707,14433,13694,13482,13368,13005,13205,12726,12007,11490,11457,11653,11903,11890,12280,11914,11722,11850,11767,11263,10540,10828,11160
1,9,栃木県,10641,10393,10229,10132,10480,9752,9686,9572,9089,8967,8829,8754,8738,8465,8004,8062,8262,8170,8302,8562,8625,8024,8558,8130,7921,7703,7903,7822,7899,7412,7133,6626,6651,6620,6846,6856,7246,6887,6844,6962,7068,6451,6148,6694,6697
