1,東京都生計分析調査　令和 5年 1月,,,,,,,,,,,,,,,
2,,,,,,,第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,7023,-,1707,-,562,-,708,-
7,0,0,0,0,0,調査世帯数,321,-,234,-,50,-,16,-,21,-
8,0,0,0,0,0,世帯人員,3.18,-,3.27,-,2.81,-,3.04,-,3.32,-
9,0,0,0,0,0,有業人員,1.8,-,1.84,-,1.76,-,1.63,-,1.65,-
10,0,0,0,0,0,世帯主平均年齢,50.9,-,52.6,-,45.6,-,56.5,-,42.9,-
11,1,0,0,0,0,受取,1458067,-,1580828,-,1186561,-,920542,-,1321524,-
12,1,1,0,0,0,実収入,588129,100,605802,100,546111,100,427086,100,641961,100
13,1,2,0,0,0,経常収入,572564,97.4,588468,97.1,533495,97.7,422519,98.9,628104,97.8
14,1,3,0,0,0,勤め先収入,556717,94.7,573206,94.6,509049,93.2,405517,94.9,628102,97.8
15,1,4,0,0,0,世帯主収入,435948,74.1,447101,73.8,404449,74.1,350395,82,469178,73.1
16,1,6,0,0,0,うち男,419872,71.4,437279,72.2,360993,66.1,326478,76.4,463305,72.2
17,1,5,0,0,0,定期収入,422301,71.8,430188,71,395335,72.4,350395,82,466167,72.6
18,1,5,0,0,0,臨時収入,3543,0.6,4278,0.7,1907,0.3,-,-,3012,0.5
19,1,5,0,0,0,賞与,10104,1.7,12634,2.1,7207,1.3,-,-,-,-
20,1,4,0,0,0,世帯主の配偶者の収入,110393,18.8,118025,19.5,80470,14.7,44764,10.5,158924,24.8
21,1,6,0,0,0,うち女,105992,18,113476,18.7,73409,13.4,44764,10.5,158924,24.8
22,1,4,0,0,0,他の世帯員収入,10376,1.8,8080,1.3,24130,4.4,10358,2.4,-,-
23,1,3,0,0,0,事業・内職収入,7590,1.3,7863,1.3,6520,1.2,17001,4,-,-
24,1,4,0,0,0,家賃収入,5479,0.9,6217,1,6520,1.2,-,-,-,-
25,1,4,0,0,0,他の事業収入,955,0.2,-,-,-,-,17001,4,-,-
26,1,4,0,0,0,内職収入,1156,0.2,1645,0.3,-,-,-,-,-,-
27,1,3,0,0,0,他の経常収入,8257,1.4,7400,1.2,17927,3.3,-,-,1,0
28,1,4,0,0,0,財産収入,239,0,339,0.1,1,0,-,-,1,0
29,1,4,0,0,0,社会保障給付,8018,1.4,7060,1.2,17926,3.3,-,-,-,-
30,1,5,0,0,0,公的年金給付,52,0,74,0,-,-,-,-,-,-
31,1,5,0,0,0,他の社会保障給付,7967,1.4,6987,1.2,17926,3.3,-,-,-,-
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,15565,2.6,17334,2.9,12616,2.3,4567,1.1,13857,2.2
34,1,3,0,0,0,受贈金,5883,1,7446,1.2,2365,0.4,1480,0.3,2349,0.4
35,1,3,0,0,0,他の特別収入,9683,1.6,9888,1.6,10251,1.9,3088,0.7,11508,1.8
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),567094,-,620031,-,453996,-,414887,-,435440,-
37,1,2,0,0,0,預貯金引出,400015,-,444987,-,284791,-,328467,-,288484,-
38,1,2,0,0,0,保険金,15805,-,22504,-,-,-,-,-,-,-
39,1,3,0,0,0,個人・企業年金保険金,9229,-,13141,-,-,-,-,-,-,-
40,1,3,0,0,0,他の保険金,6575,-,9362,-,-,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,-,-,-,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,150856,-,152311,-,168754,-,84127,-,146225,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,419,-,230,-,451,-,2294,-,731,-
47,1,1,0,0,0,繰入金,302843,-,354994,-,186454,-,78569,-,244124,-
48,2,0,0,0,0,支払,1458067,-,1580828,-,1186561,-,920542,-,1321524,-
49,2,1,0,0,0,実支出,484745,-,484799,-,506716,-,442811,-,464517,-
50,2,2,0,0,0,生計支出,374777,-,371782,-,403457,-,368946,-,339955,-
51,2,3,0,0,0,消費支出,374777,100,371782,100,403457,100,368946,100,339955,100
52,2,4,1,0,0,食料,97737,26.1,102514,27.6,86360,21.4,92344,25,82061,24.1
53,2,5,1,1,0,穀類,7208,1.9,7842,2.1,5722,1.4,6103,1.7,5378,1.6
54,2,6,1,1,1,米類,1544,0.4,1704,0.5,1152,0.3,1122,0.3,1237,0.4
55,2,6,1,1,2,パン,3264,0.9,3580,1,2502,0.6,3106,0.8,2095,0.6
56,2,6,1,1,3,麺類,1721,0.5,1911,0.5,1216,0.3,1271,0.3,1415,0.4
57,2,6,1,1,4,他の穀類,679,0.2,647,0.2,852,0.2,604,0.2,631,0.2
58,2,5,1,2,0,魚介類,5335,1.4,5922,1.6,3540,0.9,5333,1.4,3841,1.1
