1,"東京都生計分析調査　令和 5年 9月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",325,-,-,46,-,50,-,47,-,50,-,43,-,46,-,43,-
7,"0","0","世帯人員",3.33,-,-,2.81,-,3.31,-,3.28,-,3.68,-,3.39,-,3.54,-,3.31,-
8,"0","0","有業人員",1.74,-,-,1.55,-,1.59,-,1.55,-,1.88,-,1.70,-,1.98,-,1.94,-
9,"0","0","世帯主平均年齢",49.8,-,-,56.3,-,49.6,-,47.2,-,47.7,-,47.1,-,50.3,-,50.5,-
10,"0","0","消費支出",345646,-,-3.0,279460,-,327865,-,307592,-,344176,-,314287,-,357629,-,483169,-
11,"0","0","公共的料金",93065,26.9,-11.8,69414,24.8,75069,22.9,78276,25.4,121130,35.2,63677,20.3,109383,30.6,133172,27.6
12,"1","0","公共料金等",54330,15.7,-8.3,36441,13.0,50671,15.5,52630,17.1,54520,15.8,50868,16.2,60471,16.9,73785,15.3
13,"1","1","米",1680,0.5,23.3,1199,0.4,1818,0.6,1578,0.5,1725,0.5,1917,0.6,2338,0.7,1195,0.2
14,"1","1","食塩",43,0.0,19.4,34,0.0,56,0.0,21,0.0,19,0.0,99,0.0,20,0.0,48,0.0
15,"1","1","学校給食",714,0.2,-44.5,252,0.1,291,0.1,924,0.3,596,0.2,788,0.3,1498,0.4,656,0.1
16,"1","1","公営家賃",458,0.1,-86.0,799,0.3,1807,0.6,-,-,-,-,-,-,605,0.2,-,-
17,"1","1","電気代",11054,3.2,-13.7,7665,2.7,9543,2.9,12628,4.1,11588,3.4,9401,3.0,11501,3.2,14878,3.1
18,"1","1","都市ガス",2596,0.8,-25.4,1822,0.7,2309,0.7,2905,0.9,2764,0.8,2651,0.8,2995,0.8,2708,0.6
19,"1","1","上下水道料",4110,1.2,-5.7,3331,1.2,3657,1.1,4242,1.4,3932,1.1,5182,1.6,4708,1.3,3720,0.8
20,"1","1","医科診療代",2818,0.8,-13.9,1981,0.7,3162,1.0,4062,1.3,2597,0.8,2413,0.8,2464,0.7,3004,0.6
21,"1","1","歯科診療代",2391,0.7,100.8,8529,3.1,1387,0.4,865,0.3,246,0.1,2659,0.8,934,0.3,2290,0.5
22,"1","1","出産入院料",36,0.0,...,-,-,251,0.1,-,-,-,-,-,-,-,-,-,-
23,"1","1","他の入院料",375,0.1,-64.5,-,-,-,-,-,-,-,-,-,-,-,-,2550,0.5
24,"1","1","鉄道運賃",4472,1.3,64.4,1428,0.5,3732,1.1,2876,0.9,6638,1.9,2956,0.9,1948,0.5,11415,2.4
25,"1","1","鉄道通学定期代",1027,0.3,-37.6,-,-,-,-,591,0.2,-,-,-,-,2992,0.8,3549,0.7
26,"1","1","鉄道通勤定期代",4279,1.2,36.8,1153,0.4,3704,1.1,5548,1.8,4860,1.4,3660,1.2,4809,1.3,6096,1.3
27,"1","1","バス代",486,0.1,83.4,376,0.1,467,0.1,215,0.1,613,0.2,214,0.1,844,0.2,668,0.1
28,"1","1","バス通学定期代",139,0.0,78.2,-,-,65,0.0,-,-,-,-,-,-,725,0.2,187,0.0
29,"1","1","バス通勤定期代",490,0.1,183.2,-,-,-,-,136,0.0,734,0.2,-,-,1040,0.3,1495,0.3
30,"1","1","タクシー代",652,0.2,32.8,386,0.1,554,0.2,112,0.0,849,0.2,324,0.1,255,0.1,2032,0.4
31,"1","1","航空運賃",23,0.0,-98.6,-,-,162,0.0,-,-,-,-,-,-,-,-,-,-
32,"1","1","郵便料",122,0.0,6.1,65,0.0,142,0.0,30,0.0,96,0.0,301,0.1,173,0.0,51,0.0
33,"1","1","固定電話通信料",856,0.2,-18.5,440,0.2,1087,0.3,964,0.3,941,0.3,555,0.2,959,0.3,1025,0.2
34,"1","1","携帯電話通信料",10496,3.0,-2.0,4210,1.5,10754,3.3,9455,3.1,11686,3.4,10674,3.4,12966,3.6,13492,2.8
35,"1","1","ＮＨＫ放送受信料",646,0.2,-21.4,573,0.2,773,0.2,431,0.1,469,0.1,503,0.2,1008,0.3,765,0.2
36,"1","1","ケーブルテレビ放送受信料",1017,0.3,5.7,589,0.2,1176,0.4,1138,0.4,1156,0.3,629,0.2,1122,0.3,1286,0.3
37,"1","1","他の放送受信料",134,0.0,9.8,-,-,356,0.1,28,0.0,66,0.0,189,0.1,167,0.0,125,0.0
38,"1","1","国公立小学校",400,0.1,21.2,335,0.1,257,0.1,592,0.2,407,0.1,622,0.2,305,0.1,283,0.1
39,"1","1","国公立中学校",548,0.2,-14.2,104,0.0,138,0.0,1603,0.5,346,0.1,990,0.3,594,0.2,72,0.0
40,"1","1","国公立高校",926,0.3,-8.6,-,-,1186,0.4,-,-,867,0.3,1841,0.6,2612,0.7,-,-
41,"1","1","国公立大学",216,0.1,61.2,-,-,536,0.2,-,-,543,0.2,425,0.1,-,-,-,-
42,"1","1","たばこ",1125,0.3,-2.4,1169,0.4,1303,0.4,1686,0.5,782,0.2,1875,0.6,888,0.2,196,0.0
43,"2","0","準公共料金等",38736,11.2,-16.3,32973,11.8,24398,7.4,25646,8.3,66610,19.4,12810,4.1,48912,13.7,59386,12.3
44,"2","1","牛乳",1719,0.5,30.2,1407,0.5,1759,0.5,2005,0.7,1440,0.4,1915,0.6,1679,0.5,1814,0.4
45,"2","1","灯油",38,0.0,216.7,201,0.1,-,-,58,0.0,-,-,-,-,12,0.0,-,-
46,"2","1","プロパンガス",157,0.0,-49.8,433,0.2,315,0.1,-,-,-,-,52,0.0,-,-,300,0.1
47,"2","1","理髪料",528,0.2,30.0,209,0.1,618,0.2,874,0.3,521,0.2,213,0.1,645,0.2,604,0.1
48,"2","1","パーマネント代",22,0.0,-87.5,-,-,-,-,-,-,-,-,-,-,155,0.0,-,-
49,"2","1","洗濯代",311,0.1,-1.3,121,0.0,391,0.1,55,0.0,171,0.0,347,0.1,280,0.1,790,0.2
50,"2","1","新聞",1559,0.5,4.9,1656,0.6,1096,0.3,1462,0.5,1389,0.4,831,0.3,1846,0.5,2613,0.5
51,"2","1","私立小学校",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,"2","1","私立中学校",942,0.3,-75.3,-,-,-,-,805,0.3,3374,1.0,-,-,-,-,2345,0.5
53,"2","1","私立高校",4077,1.2,-20.4,-,-,635,0.2,1572,0.5,8849,2.6,2058,0.7,4388,1.2,10782,2.2
54,"2","1","私立大学",15854,4.6,-5.3,15767,5.6,-,-,582,0.2,36658,10.7,-,-,32835,9.2,25326,5.2
55,"2","1","幼児教育費用",1110,0.3,27.6,-,-,1103,0.3,4252,1.4,1801,0.5,-,-,604,0.2,-,-
56,"2","1","民営家賃",12421,3.6,0.5,13177,4.7,18480,5.6,13981,4.5,12406,3.6,7395,2.4,6467,1.8,14811,3.1
57,"2","1","地代",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
