1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,
2,,,,,,,第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,7352,-,1692,-,398,-,557,-
7,0,0,0,0,0,調査世帯数,332,-,250,-,52,-,13,-,17,-
8,0,0,0,0,0,世帯人員,3.27,-,3.34,-,2.97,-,3.15,-,3.32,-
9,0,0,0,0,0,有業人員,1.78,-,1.83,-,1.65,-,1.35,-,1.82,-
10,0,0,0,0,0,世帯主平均年齢,51.1,-,52.6,-,45.6,-,54.4,-,45.8,-
11,1,0,0,0,0,受取,1364283,-,1433113,-,1133591,-,723642,-,1614576,-
12,1,1,0,0,0,実収入,593190,100.0,598528,100.0,559169,100.0,326239,100.0,816841,100.0
13,1,2,0,0,0,経常収入,572176,96.5,571594,95.5,554048,99.1,325364,99.7,811287,99.3
14,1,3,0,0,0,勤め先収入,558861,94.2,558889,93.4,530662,94.9,325364,99.7,810978,99.3
15,1,4,0,0,0,世帯主収入,449219,75.7,452567,75.6,428861,76.7,314111,96.3,563416,69.0
16,1,6,0,0,0,うち男,430622,72.6,440341,73.6,378956,67.8,284908,87.3,563416,69.0
17,1,5,0,0,0,定期収入,426944,72.0,429666,71.8,399772,71.5,314111,96.3,554173,67.8
18,1,5,0,0,0,臨時収入,8118,1.4,4170,0.7,26813,4.8,-,-,9244,1.1
19,1,5,0,0,0,賞与,14157,2.4,18731,3.1,2276,0.4,-,-,-,-
20,1,4,0,0,0,世帯主の配偶者の収入,100398,16.9,96734,16.2,88827,15.9,11253,3.4,247562,30.3
21,1,6,0,0,0,うち女,96729,16.3,95721,16.0,71548,12.8,11253,3.4,247562,30.3
22,1,4,0,0,0,他の世帯員収入,9244,1.6,9588,1.6,12975,2.3,-,-,-,-
