1,"東京都生計分析調査　令和 5年 7月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",340,-,-,52,-,49,-,46,-,48,-,49,-,50,-,46,-
7,"0","0","世帯人員",3.27,-,-,2.81,-,3.37,-,3.30,-,3.22,-,3.34,-,3.30,-,3.51,-
8,"0","0","有業人員",1.77,-,-,1.62,-,1.74,-,1.66,-,1.69,-,1.86,-,1.96,-,1.85,-
9,"0","0","世帯主平均年齢",49.3,-,-,54.2,-,45.4,-,50.0,-,47.9,-,48.6,-,49.2,-,50.1,-
10,"0","0","消費支出",346650,-,1.2,243100,-,249309,-,349791,-,377357,-,318847,-,365270,-,522041,-
11,"0","0","公共的料金",92555,26.7,9.5,65909,27.1,66054,26.5,86339,24.7,80260,21.3,75104,23.6,80397,22.0,193356,37.0
12,"1","0","公共料金等",53945,15.6,-5.0,45525,18.7,41009,16.4,55589,15.9,52391,13.9,55288,17.3,58332,16.0,69360,13.3
13,"1","1","米",1625,0.5,0.8,1436,0.6,877,0.4,2235,0.6,1385,0.4,2051,0.6,2168,0.6,1215,0.2
14,"1","1","食塩",33,0.0,-15.4,34,0.0,18,0.0,19,0.0,21,0.0,39,0.0,65,0.0,37,0.0
15,"1","1","学校給食",826,0.2,-30.6,192,0.1,1113,0.4,545,0.2,1112,0.3,1197,0.4,626,0.2,991,0.2
16,"1","1","公営家賃",779,0.2,-75.3,652,0.3,2116,0.8,2095,0.6,586,0.2,-,-,-,-,-,-
17,"1","1","電気代",7421,2.1,-16.9,7314,3.0,5624,2.3,8122,2.3,7296,1.9,7347,2.3,6927,1.9,9318,1.8
18,"1","1","都市ガス",3842,1.1,-16.6,3176,1.3,3366,1.4,4252,1.2,4199,1.1,3715,1.2,3443,0.9,4738,0.9
19,"1","1","上下水道料",4559,1.3,1.6,3305,1.4,3865,1.6,5201,1.5,5736,1.5,4869,1.5,2648,0.7,6291,1.2
20,"1","1","医科診療代",3797,1.1,-4.0,4253,1.7,1522,0.6,3468,1.0,3954,1.0,4181,1.3,3776,1.0,5432,1.0
21,"1","1","歯科診療代",1935,0.6,17.3,1188,0.5,430,0.2,550,0.2,744,0.2,7797,2.4,2130,0.6,676,0.1
22,"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,"1","1","他の入院料",529,0.2,...,-,-,-,-,441,0.1,-,-,-,-,77,0.0,3170,0.6
24,"1","1","鉄道運賃",5083,1.5,15.3,6197,2.5,7859,3.2,2554,0.7,3331,0.9,3959,1.2,5482,1.5,6191,1.2
25,"1","1","鉄道通学定期代",233,0.1,-30.7,-,-,99,0.0,257,0.1,-,-,612,0.2,427,0.1,228,0.0
26,"1","1","鉄道通勤定期代",2693,0.8,14.8,3120,1.3,33,0.0,5881,1.7,1838,0.5,-,-,3171,0.9,4802,0.9
27,"1","1","バス代",505,0.1,191.9,280,0.1,195,0.1,306,0.1,721,0.2,102,0.0,1253,0.3,681,0.1
28,"1","1","バス通学定期代",185,0.1,927.8,-,-,106,0.0,-,-,544,0.1,-,-,-,-,650,0.1
29,"1","1","バス通勤定期代",20,0.0,-91.0,-,-,-,-,-,-,129,0.0,-,-,14,0.0,-,-
30,"1","1","タクシー代",502,0.1,-45.1,1267,0.5,245,0.1,298,0.1,390,0.1,151,0.0,727,0.2,448,0.1
31,"1","1","航空運賃",2779,0.8,10.1,1641,0.7,-,-,1829,0.5,3090,0.8,1588,0.5,4276,1.2,7020,1.3
32,"1","1","郵便料",142,0.0,32.7,260,0.1,108,0.0,152,0.0,105,0.0,171,0.1,134,0.0,68,0.0
33,"1","1","固定電話通信料",792,0.2,-20.6,669,0.3,618,0.2,818,0.2,871,0.2,563,0.2,800,0.2,1207,0.2
34,"1","1","携帯電話通信料",10159,2.9,-0.2,8758,3.6,7995,3.2,10437,3.0,8443,2.2,9819,3.1,13150,3.6,12468,2.4
35,"1","1","ＮＨＫ放送受信料",935,0.3,64.3,487,0.2,493,0.2,1911,0.5,826,0.2,812,0.3,1543,0.4,462,0.1
36,"1","1","ケーブルテレビ放送受信料",936,0.3,-10.0,672,0.3,883,0.4,946,0.3,755,0.2,841,0.3,1170,0.3,1282,0.2
37,"1","1","他の放送受信料",64,0.0,-25.6,49,0.0,69,0.0,120,0.0,-,-,10,0.0,102,0.0,94,0.0
38,"1","1","国公立小学校",662,0.2,46.8,-,-,287,0.1,586,0.2,528,0.1,2575,0.8,436,0.1,213,0.0
39,"1","1","国公立中学校",696,0.2,-0.3,-,-,707,0.3,327,0.1,2120,0.6,780,0.2,713,0.2,236,0.0
40,"1","1","国公立高校",1073,0.3,6.8,271,0.1,683,0.3,1123,0.3,2649,0.7,506,0.2,2150,0.6,138,0.0
41,"1","1","国公立大学",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,"1","1","たばこ",1140,0.3,6.7,303,0.1,1694,0.7,1116,0.3,1020,0.3,1603,0.5,924,0.3,1303,0.2
43,"2","0","準公共料金等",38609,11.1,39.3,20384,8.4,25045,10.0,30750,8.8,27869,7.4,19816,6.2,22065,6.0,123996,23.8
44,"2","1","牛乳",1543,0.4,11.8,1220,0.5,1399,0.6,1568,0.4,1330,0.4,1688,0.5,1688,0.5,1903,0.4
45,"2","1","灯油",17,0.0,...,122,0.1,-,-,-,-,-,-,-,-,-,-,-,-
46,"2","1","プロパンガス",283,0.1,-13.5,477,0.2,580,0.2,108,0.0,196,0.1,188,0.1,133,0.0,297,0.1
47,"2","1","理髪料",512,0.1,21.3,305,0.1,473,0.2,33,0.0,422,0.1,524,0.2,899,0.2,921,0.2
48,"2","1","パーマネント代",75,0.0,-70.9,305,0.1,226,0.1,-,-,-,-,-,-,-,-,-,-
49,"2","1","洗濯代",501,0.1,-1.8,562,0.2,359,0.1,79,0.0,659,0.2,246,0.1,454,0.1,1152,0.2
50,"2","1","新聞",1398,0.4,-9.2,1669,0.7,1086,0.4,1047,0.3,1151,0.3,1212,0.4,1470,0.4,2150,0.4
51,"2","1","私立小学校",9597,2.8,...,-,-,-,-,1304,0.4,-,-,-,-,-,-,65642,12.6
52,"2","1","私立中学校",1448,0.4,24.1,-,-,-,-,-,-,-,-,-,-,3587,1.0,6511,1.2
53,"2","1","私立高校",2817,0.8,-57.3,-,-,48,0.0,4241,1.2,4256,1.1,83,0.0,1759,0.5,9322,1.8
54,"2","1","私立大学",139,0.0,-74.0,-,-,-,-,-,-,-,-,15,0.0,-,-,957,0.2
55,"2","1","幼児教育費用",2697,0.8,128.6,104,0.0,3410,1.4,1668,0.5,2447,0.6,231,0.1,286,0.1,10702,2.1
56,"2","1","民営家賃",17582,5.1,34.2,15620,6.4,17465,7.0,20703,5.9,17408,4.6,15628,4.9,11788,3.2,24439,4.7
57,"2","1","地代",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
