1,"東京都生計分析調査　令和 5年","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
12,"Jissu","nen","実数_平成27年",237,2.39,0.44,74.1,181141,176763,17846,6148,11698,9890,149027,144132,4379,146876,311009,276745,276745,76515,6267,8060,6510,4208,12012,4291,3493,4868,10035,3851,3076,9845,21571,9118,12453,23275,10708,6880,455,5233,9805,3391,547,595,1844,2311,1118,9034,204,3391,1976,968,132,719,957,686,17496,3274,1880,1608,10734,26249,6374,11289,8587,3175,2933,21,220,33255,1555,5313,4595,21791,56370,22673,6368,24246,3083,-,34265,188.4,27.6
13,"Jissu","nen","実数_平成28年",237,2.40,0.46,73.9,179109,171438,15929,6291,9638,9608,145901,138199,7671,150720,279735,251346,251346,76545,6024,8221,6617,4107,11817,4180,3530,4891,10936,3957,3147,9118,20332,7214,13118,20214,9355,5674,358,4826,9177,3107,544,546,1731,2351,898,8156,417,2491,1884,877,88,666,1068,664,14825,3040,1686,1597,8502,20442,5147,7454,7841,639,454,23,162,28800,1527,4574,4431,18268,52217,22435,7086,20769,1926,-,28389,166.8,30.5
14,"Jissu","nen","実数_平成29年",247,2.34,0.39,75.0,167289,163326,11144,4131,7013,8120,144061,141151,3963,137744,285096,255551,255551,77061,6098,7758,6758,4433,11717,4334,3602,4925,10797,3885,3608,9146,19277,6537,12741,20608,9507,5624,527,4950,8920,2999,455,709,1636,2282,838,7644,22,2560,1754,839,170,637,1098,563,16424,2982,1370,2099,9973,23404,4835,9506,9064,545,332,1,212,28704,1411,4508,4383,18401,52963,20023,5808,25677,1455,-,29545,185.5,30.2
15,"Jissu","nen","実数_平成30年",245,2.37,0.48,74.6,204028,197084,19715,6824,12891,4802,172567,166602,6944,171995,302277,270245,267939,79253,6400,7733,7161,4119,12301,4439,3678,5339,10993,4254,2921,9915,20918,7399,13519,21723,10223,5803,457,5240,10204,3961,584,519,1751,2474,915,7394,135,2336,1591,821,147,635,989,741,16989,3209,1651,2085,10045,26120,5478,11938,8705,1247,1101,8,139,29761,1773,5203,4226,18560,54330,24628,5667,22954,1082,2306,32033,155.8,29.6
16,"Jissu","nen","実数_平成31年・令和元年",241,2.34,0.45,75.1,223225,217352,25747,7776,17971,5904,185701,180681,5873,188050,304324,269148,269148,78516,6397,7235,6411,4064,10965,4104,3526,5664,11907,4335,3002,10905,18849,6061,12788,20576,9895,5657,494,4529,11172,4560,551,708,1772,2663,918,8897,332,2902,2136,848,166,760,1032,723,17761,3400,1683,2433,10245,25100,5657,10076,9367,2119,1699,11,409,31913,1897,6084,4497,19435,54246,23793,5861,23825,767,-,35175,143.1,29.2
17,"Jissu","nen","実数_令和 2年",222,2.38,0.46,75.1,260776,234119,26369,6890,19479,12544,195206,189701,26657,223687,300778,263689,263689,82388,6712,7949,7540,4959,12612,5021,4223,5989,12597,4907,3633,6247,22975,5244,17731,22219,10684,6018,438,5079,11414,4094,517,796,1983,3163,862,6156,11,2226,1173,883,141,546,772,404,20467,3566,1741,2680,12480,25486,2619,12464,10403,1684,1532,29,123,24980,2647,4776,4441,13118,45919,19414,6052,19405,1048,-,37089,117.9,31.2
18,"Jissu","nen","実数_令和 3年",214,2.34,0.43,75.1,235231,228818,32643,9198,23445,6694,189480,183738,6413,195835,292619,253223,253223,79382,6572,7795,7314,4407,11945,4838,4025,5798,12151,4753,3451,6334,23196,5282,17914,20297,9148,5597,446,5107,11282,4091,578,735,1883,2967,1029,6594,284,2256,1411,838,136,486,840,344,18792,3356,1520,2482,11434,20104,2858,7189,10056,2351,2082,19,250,24759,1623,4732,4490,13915,46466,20670,5674,18084,2038,-,39396,129.3,31.3
19,"Jissu","nen","実数_令和 4年",211,2.25,0.41,75.3,248209,230354,27815,13357,14458,8229,194309,185240,17855,214648,304792,271232,265685,79514,6421,7620,6689,4162,11481,4478,3943,5988,13024,4761,3773,7174,23096,8870,14226,22860,11148,6421,635,4655,10720,4294,511,691,1626,2859,740,5945,20,1839,1261,798,117,539,894,476,18901,3303,2004,2242,11352,27463,4114,13614,9735,636,536,12,88,27505,1613,4058,4325,17509,49046,23531,4542,19593,1380,5547,33560,123.8,29.9
20,"Jissu","nen","実数_令和 5年",194,2.36,0.48,75.0,242959,234631,37044,16787,20257,7215,190372,182156,8328,207127,302380,266549,265902,85142,6502,7625,7386,4793,11746,4899,3984,6514,13303,4822,3767,9799,20236,6816,13419,23535,11896,6264,468,4908,10091,2872,574,930,1718,3179,818,6547,9,2201,1579,732,90,526,888,523,18383,3396,1615,2438,10934,24254,5046,9825,9383,1220,1099,16,106,29267,1690,5182,4040,18355,47227,21782,5593,18515,1336,647,35832,128.4,32.0
21,"Jissu","tuki","実数_令和 5年 1月",180,2.32,0.47,75.1,68093,58129,34975,20618,14357,7292,15863,11195,9964,49362,274961,256231,256231,73509,5836,6511,6543,4278,9559,4473,3399,5093,11550,4179,3587,8501,21770,13343,8427,30538,13634,11244,1758,3902,8289,3297,181,489,1365,2510,448,6387,-,2826,982,762,78,674,853,213,15541,2902,1563,1780,9296,21964,3706,8361,9898,3512,3490,22,-,27246,1927,5436,4698,15185,47475,19330,3285,24712,148,-,18731,519.1,28.7
22,"Jissu","tuki","実数_令和 5年 2月",186,2.33,0.45,74.7,385492,379974,32745,15961,16784,10362,336867,331724,5518,344227,271261,229995,229995,71833,5921,6614,6660,3936,9761,4492,3185,5776,10663,3626,3356,7843,19373,9781,9592,34365,16847,11413,959,5147,7352,1804,554,285,1401,2408,900,4205,-,1842,897,460,117,198,455,237,13948,3665,1479,1971,6832,18737,3097,7724,7915,1213,13,5,1195,29453,1519,4261,4358,19315,29518,16632,3413,9361,112,-,41266,66.8,31.2
23,"Jissu","tuki","実数_令和 5年 3月",181,2.33,0.47,74.4,73714,57772,32446,18894,13553,6546,18780,15146,15942,58323,275644,260253,260253,81944,6273,7483,7224,4100,10633,4625,3585,6307,11633,4225,3772,12084,11790,6523,5267,32876,17778,9928,365,4805,5934,1145,258,71,1378,2688,394,6462,-,2614,1609,492,45,412,832,458,16975,3817,1247,1778,10133,28022,5471,13292,9259,145,17,128,-,27910,997,4849,3889,18175,48195,20586,5399,22210,-,-,15391,446.2,31.5
24,"Jissu","tuki","実数_令和 5年 4月",179,2.36,0.46,74.1,373405,360985,22110,13230,8880,4108,334768,332036,12420,343791,288069,258455,258455,80048,6008,6962,6911,4267,10963,4502,3470,6144,10948,4097,3699,12076,24481,8842,15638,25322,13224,7215,268,4616,7709,1577,1055,425,1552,2667,433,6733,-,1828,2114,454,135,476,1075,651,17235,2950,1213,1458,11614,23024,5297,8805,8922,2043,2037,7,-,30579,1102,5637,3583,20258,41281,19413,4102,17249,518,-,29614,75.2,31.0
25,"Jissu","tuki","実数_令和 5年 5月",181,2.41,0.54,74.5,53966,49482,28433,11654,16779,6448,14601,10874,4484,22498,270482,239014,231253,84667,6487,7721,7406,4592,12141,4298,3811,6508,12064,5161,4794,9683,14851,6892,7959,21612,10713,5933,43,4923,8245,2115,214,265,1551,3379,720,5527,-,1733,984,689,240,517,901,464,13134,3072,1467,1324,7270,22001,4268,8710,9023,75,75,-,-,22669,839,5573,3503,12753,38474,14905,5514,15526,2529,7761,31468,1027.9,36.6
26,"Jissu","tuki","実数_令和 5年 6月",190,2.39,0.49,74.8,454374,445192,39508,13187,26322,7913,397770,367915,9182,367421,354479,267526,267526,82120,6454,7061,7266,4799,12219,4711,3988,6117,11883,4891,3800,8932,26071,7493,18578,18964,8756,5227,48,4934,10177,2336,800,1572,1416,3221,832,7786,37,2547,1814,826,93,469,974,1027,17944,3667,1159,1866,11252,26623,7259,10068,9297,33,24,9,-,27419,592,3879,3744,19203,50389,23869,7721,16895,1904,-,86953,72.8,30.7
27,"Jissu","tuki","実数_令和 5年 7月",189,2.43,0.51,75.1,68992,62974,45444,17339,28104,6962,10568,3539,6018,42104,291582,264694,264694,85894,6573,6469,7314,5274,12593,4900,3933,6530,14082,5633,3969,8625,16020,8014,8006,17918,8648,4188,7,5076,13209,1503,624,4414,2007,3591,1069,6251,-,1401,1464,1135,41,542,1143,525,17053,3517,1672,2553,9311,22908,4742,9043,9123,4433,4425,8,-,28725,2814,4239,3871,17801,52283,22785,6983,22354,160,-,26888,628.7,32.5
28,"Jissu","tuki","実数_令和 5年 8月",199,2.41,0.53,74.6,431839,421494,42209,15895,26314,7447,371837,364680,10345,388577,343823,300560,300560,88091,6291,6688,7282,5446,12389,5462,4150,7090,14072,5854,4859,8508,37913,5230,32683,18175,9789,3412,23,4950,15881,8531,504,459,1740,3347,1299,4524,-,1244,1271,408,102,414,817,268,17426,2961,1299,3766,9400,25598,6951,8156,10491,202,163,8,31,33181,2721,4817,4033,21609,59569,29398,6366,20806,2999,-,43262,77.3,29.3
29,"Jissu","tuki","実数_令和 5年 9月",213,2.39,0.49,74.9,69492,62703,43397,16872,26526,6869,12436,5873,6789,50005,276928,257440,257440,85921,6295,7256,6875,5181,11722,5728,3818,6582,14182,5809,3910,8563,5621,3157,2464,19719,11449,3339,24,4907,10022,3320,346,230,1796,3355,975,4481,-,1583,1089,706,42,331,581,149,18380,3055,2058,1987,11280,32464,6071,17609,8784,201,159,-,42,31600,296,5909,3930,21466,49031,23910,6466,13774,4882,-,19488,514.8,33.4
30,"Jissu","tuki","実数_令和 5年10月",213,2.36,0.47,75.6,436611,428253,39807,19697,20109,8582,379865,374844,8358,381247,334262,278898,278898,88238,6463,7396,7213,5217,12663,5449,4274,6774,15134,4691,2830,10133,22460,3783,18677,21002,12385,3482,212,4923,11317,3341,955,563,2183,3481,794,8917,65,3584,2340,833,73,492,1091,440,21655,3569,2070,2727,13289,22846,5099,8378,9370,2480,2480,-,-,32646,4636,4565,4030,19415,47334,21538,7908,16918,970,-,55364,73.2,31.6
31,"Jissu","tuki","実数_令和 5年11月",211,2.32,0.42,76.1,57340,52578,30317,12736,17582,6122,16139,7488,4762,42782,279797,265239,265239,87615,6716,7506,7472,4977,11501,4793,4585,7050,14596,4639,2797,10981,15494,3621,11873,21083,10346,4508,671,5559,9566,1814,708,1078,1769,3254,943,8294,10,2551,2232,1185,58,837,979,443,23006,3334,1799,2055,15818,22335,4667,7677,9990,151,151,-,-,29131,1262,5409,4306,18155,48564,22549,4625,20849,541,-,14558,620.0,33.0
32,"Jissu","tuki","実数_令和 5年12月",211,2.32,0.40,76.1,442184,436034,53133,25360,27773,7930,374971,360558,6150,395188,367277,320281,320281,111825,8707,13835,10466,5452,14811,5357,5615,8201,18830,5053,3836,11662,26984,5115,21869,20849,9181,5275,1243,5149,13394,3677,690,1306,2458,4249,1013,8995,-,2655,2153,829,51,954,958,1395,28302,4248,2355,5988,15712,24526,3918,10079,10529,149,149,-,-,30649,1573,7608,4539,16928,54606,26472,5331,21531,1273,-,46996,81.0,34.9
33,"meimoku","nen","対前年（同月）名目増加率_平成24年",-,-,-,-,-2.5,-2.6,18.8,10.6,25.9,-5.4,-4.5,-4.2,1.5,-2.1,-1.9,-1.6,3.5,2.0,1.4,-0.6,-1.9,6.3,-2.8,-0.7,1.6,0.3,10.2,8.5,5.9,1.7,23.8,4.7,38.7,12.1,10.4,20.3,19.0,4.2,-4.0,-23.9,6.2,3.7,7.9,11.5,9.0,5.0,16.2,0.2,2.0,25.1,1.6,17.2,2.2,-0.2,4.3,1.8,8.1,5.2,4.4,10.9,2.5,27.9,-0.4,83.2,61.8,119.0,219.7,-7.0,-21.3,-7.2,2.2,-7.1,-2.2,6.0,-11.9,-4.8,-24.9,-87.9,-4.6,,
34,"meimoku","nen","対前年（同月）名目増加率_平成25年",-,-,-,-,1.6,0.1,0.4,-32.5,25.5,11.1,-0.3,0.2,52.1,-0.5,3.4,2.4,3.0,-0.8,-3.1,-2.1,3.4,0.9,0.8,0.9,-1.3,-2.2,-8.6,-2.9,13.6,1.6,9.6,0.8,14.7,4.1,12.7,-4.0,-19.5,2.5,7.0,33.8,-9.0,50.7,-18.5,-6.2,-4.7,-0.9,72.2,-6.2,13.5,-15.5,-12.4,-8.8,28.2,-22.8,1.2,-1.2,7.1,20.3,-2.4,1.5,-0.6,6.9,-4.0,-64.7,-68.8,-26.1,-53.5,5.0,-3.4,-2.4,-5.6,10.4,8.6,15.1,-12.2,9.0,-11.7,-79.3,12.4,,
35,"meimoku","nen","対前年（同月）名目増加率_平成26年",-,-,-,-,-4.3,-2.7,-3.1,-39.0,11.7,19.5,-3.7,-5.8,-41.3,-3.9,-2.9,-2.4,-4.1,1.3,-1.5,-1.5,10.0,7.1,0.2,-2.8,6.3,3.2,8.2,-1.8,-4.3,-4.4,-18.0,-27.4,-13.1,-0.9,-3.2,4.5,18.8,-5.4,-1.8,-10.0,0.6,-22.7,6.5,8.2,15.1,-6.8,23.5,-5.7,-13.8,-7.9,-37.3,6.9,-12.9,10.2,-3.3,6.0,-1.5,-12.7,-4.2,2.4,4.0,-0.1,4.9,-38.2,-49.6,-20.6,-14.4,0.2,-10.9,19.5,8.2,-4.7,-10.5,-6.2,2.7,-18.2,25.7,...,-6.6,,
36,"meimoku","nen","対前年（同月）名目増加率_平成27年",-,-,-,-,-1.5,-1.4,-1.1,85.9,-20.6,20.2,-2.6,-1.4,-6.8,-3.7,1.6,0.7,2.7,3.1,0.6,4.0,4.3,8.0,6.9,9.4,-1.0,1.2,3.9,2.5,-8.0,0.1,4.5,46.0,-13.5,0.5,1.3,-2.8,-35.0,8.6,-3.6,-5.4,-33.1,-16.5,6.5,0.4,9.2,9.4,21.4,26.0,7.0,8.4,24.5,-9.1,-8.2,-4.9,-2.6,-5.2,0.7,-24.2,1.9,6.7,4.3,4.9,11.2,343.4,650.1,-22.2,-26.2,1.8,-16.4,-4.6,-8.0,7.6,-1.2,-10.7,4.0,-0.1,138.4,-100.0,8.8,,
37,"meimoku","nen","対前年（同月）名目増加率_平成28年",-,-,-,-,-1.1,-3.0,-10.7,2.3,-17.6,-2.9,-2.1,-4.1,75.2,2.6,-10.1,-9.2,-9.2,0.0,-3.9,2.0,1.6,-2.4,-1.6,-2.6,1.1,0.5,9.0,2.8,2.3,-7.4,-5.7,-20.9,5.3,-13.2,-12.6,-17.5,-21.3,-7.8,-6.4,-8.4,-0.5,-8.2,-6.1,1.7,-19.7,-9.7,104.4,-26.5,-4.7,-9.4,-33.3,-7.4,11.6,-3.2,-15.3,-7.1,-10.3,-0.7,-20.8,-22.1,-19.3,-34.0,-8.7,-79.9,-84.5,9.5,-26.4,-13.4,-1.8,-13.9,-3.6,-16.2,-7.4,-1.0,11.3,-14.3,-37.5,-,-17.1,,
38,"meimoku","nen","対前年（同月）名目増加率_平成29年",-,-,-,-,-6.6,-4.7,-30.0,-34.3,-27.2,-15.5,-1.3,2.1,-48.3,-8.6,1.9,1.7,1.7,0.7,1.2,-5.6,2.1,7.9,-0.8,3.7,2.0,0.7,-1.3,-1.8,14.6,0.3,-5.2,-9.4,-2.9,1.9,1.6,-0.9,47.2,2.6,-2.8,-3.5,-16.4,29.9,-5.5,-2.9,-6.7,-6.3,-94.7,2.8,-6.9,-4.3,93.2,-4.4,2.8,-15.2,10.8,-1.9,-18.7,31.4,17.3,14.5,-6.1,27.5,15.6,-14.7,-26.9,-95.7,30.9,-0.3,-7.6,-1.4,-1.1,0.7,1.4,-10.8,-18.0,23.6,-24.5,-,4.1,,
39,"meimoku","nen","対前年（同月）名目増加率_平成30年",-,-,-,-,22.0,20.7,76.9,65.2,83.8,-40.9,19.8,18.0,75.2,24.9,6.0,5.7,4.8,2.8,5.0,-0.3,6.0,-7.1,5.0,2.4,2.1,8.4,1.8,9.5,-19.0,8.4,8.5,13.2,6.1,5.4,7.5,3.2,-13.3,5.9,14.4,32.1,28.4,-26.8,7.0,8.4,9.2,-3.3,513.6,-8.8,-9.3,-2.1,-13.5,-0.3,-9.9,31.6,3.4,7.6,20.5,-0.7,0.7,11.6,13.3,25.6,-4.0,128.8,231.6,700.0,-34.4,3.7,25.7,15.4,-3.6,0.9,2.6,23.0,-2.4,-10.6,-25.6,...,8.4,,
40,"meimoku","nen","対前年（同月）名目増加率_平成31年・令和元年",-,-,-,-,9.4,10.3,30.6,14.0,39.4,22.9,7.6,8.5,-15.4,9.3,0.7,-0.4,0.5,-0.9,0.0,-6.4,-10.5,-1.3,-10.9,-7.5,-4.1,6.1,8.3,1.9,2.8,10.0,-9.9,-18.1,-5.4,-5.3,-3.2,-2.5,8.1,-13.6,9.5,15.1,-5.7,36.4,1.2,7.6,0.3,20.3,145.9,24.2,34.3,3.3,12.9,19.7,4.3,-2.4,4.5,6.0,1.9,16.7,2.0,-3.9,3.3,-15.6,7.6,69.9,54.3,37.5,194.2,7.2,7.0,16.9,6.4,4.7,-0.2,-3.4,3.4,3.8,-29.1,-100.0,9.8,,
41,"meimoku","nen","対前年（同月）名目増加率_令和 2年",-,-,-,-,16.8,7.7,2.4,-11.4,8.4,112.5,5.1,5.0,353.9,19.0,-1.2,-2.0,-2.0,4.9,4.9,9.9,17.6,22.0,15.0,22.3,19.8,5.7,5.8,13.2,21.0,-42.7,21.9,-13.5,38.7,8.0,8.0,6.4,-11.3,12.1,2.2,-10.2,-6.2,12.4,11.9,18.8,-6.1,-30.8,-96.7,-23.3,-45.1,4.1,-15.1,-28.2,-25.2,-44.1,15.2,4.9,3.4,10.2,21.8,1.5,-53.7,23.7,11.1,-20.5,-9.8,163.6,-69.9,-21.7,39.5,-21.5,-1.2,-32.5,-15.4,-18.4,3.3,-18.6,36.6,-,5.4,,
42,"meimoku","nen","対前年（同月）名目増加率_令和 3年",-,-,-,-,-9.8,-2.3,23.8,33.5,20.4,-46.6,-2.9,-3.1,-75.9,-12.5,-2.7,-4.0,-4.0,-3.6,-2.1,-1.9,-3.0,-11.1,-5.3,-3.6,-4.7,-3.2,-3.5,-3.1,-5.0,1.4,1.0,0.7,1.0,-8.7,-14.4,-7.0,1.8,0.6,-1.2,-0.1,11.8,-7.7,-5.0,-6.2,19.4,7.1,...,1.3,20.3,-5.1,-3.5,-11.0,8.8,-14.9,-8.2,-5.9,-12.7,-7.4,-8.4,-21.1,9.1,-42.3,-3.3,39.6,35.9,-34.5,103.3,-0.9,-38.7,-0.9,1.1,6.1,1.2,6.5,-6.2,-6.8,94.5,-,6.2,,
