1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,953,-,739,-,1206,-,1848,-,1421,-,1323,-,1245,-,1265,-
7,0,0,0,0,0,調査世帯数,344,-,32,-,25,-,40,-,62,-,52,-,47,-,42,-,44,-
8,0,0,0,0,0,世帯人員,3.23,-,3.06,-,4.05,-,3.45,-,3.76,-,3.26,-,2.85,-,2.89,-,2.60,-
9,0,0,0,0,0,有業人員,1.75,-,1.61,-,1.47,-,1.55,-,1.62,-,1.85,-,1.97,-,2.00,-,1.80,-
10,0,0,0,0,0,世帯主平均年齢,50.9,-,30.5,-,37.1,-,42.6,-,46.9,-,51.3,-,57.2,-,61.9,-,70.1,-
11,1,0,0,0,0,受取,1487693,-,1494154,-,1876497,-,1765775,-,1438076,-,1546125,-,1383197,-,1407369,-,1185691,-
12,1,1,0,0,0,実収入,614895,100.0,493913,100.0,565935,100.0,768067,100.0,606931,100.0,658722,100.0,610728,100.0,860571,100.0,313565,100.0
13,1,2,0,0,0,経常収入,563081,91.6,481225,97.4,562961,99.5,763349,99.4,600692,99.0,639665,97.1,604845,99.0,515847,59.9,295686,94.3
14,1,3,0,0,0,勤め先収入,547298,89.0,456279,92.4,542089,95.8,746911,97.2,595602,98.1,618085,93.8,601185,98.4,491153,57.1,277386,88.5
15,1,4,0,0,0,世帯主収入,443948,72.2,383325,77.6,484548,85.6,617742,80.4,493225,81.3,463860,70.4,491840,80.5,380619,44.2,218056,69.5
16,1,6,0,0,0,うち男,422938,68.8,356018,72.1,435948,77.0,604897,78.8,477150,78.6,441945,67.1,459340,75.2,373134,43.4,202648,64.6
17,1,5,0,0,0,定期収入,421912,68.6,383321,77.6,467386,82.6,504423,65.7,472215,77.8,460394,69.9,481912,78.9,371989,43.2,215373,68.7
18,1,5,0,0,0,臨時収入,3127,0.5,4,0.0,3703,0.7,1567,0.2,2278,0.4,3466,0.5,9928,1.6,782,0.1,2682,0.9
19,1,5,0,0,0,賞与,18909,3.1,-,-,13458,2.4,111752,14.5,18732,3.1,-,-,-,-,7848,0.9,-,-
20,1,4,0,0,0,世帯主の配偶者の収入,90529,14.7,72955,14.8,57542,10.2,128035,16.7,102377,16.9,137729,20.9,79331,13.0,82525,9.6,36545,11.7
21,1,6,0,0,0,うち女,85553,13.9,60184,12.2,40304,7.1,128035,16.7,92867,15.3,137729,20.9,79331,13.0,82525,9.6,30793,9.8
22,1,4,0,0,0,他の世帯員収入,12821,2.1,-,-,-,-,1134,0.1,-,-,16495,2.5,30014,4.9,28009,3.3,22785,7.3
23,1,3,0,0,0,事業・内職収入,8060,1.3,-,-,20872,3.7,5985,0.8,-,-,13049,2.0,3558,0.6,15550,1.8,12133,3.9
24,1,4,0,0,0,家賃収入,4376,0.7,-,-,-,-,2975,0.4,-,-,6284,1.0,-,-,12771,1.5,12133,3.9
25,1,4,0,0,0,他の事業収入,1854,0.3,-,-,15757,2.8,-,-,-,-,3467,0.5,-,-,1582,0.2,-,-
26,1,4,0,0,0,内職収入,1830,0.3,-,-,5115,0.9,3010,0.4,-,-,3298,0.5,3558,0.6,1196,0.1,-,-
27,1,3,0,0,0,他の経常収入,7723,1.3,24946,5.1,-,-,10452,1.4,5090,0.8,8531,1.3,103,0.0,9144,1.1,6167,2.0
28,1,4,0,0,0,財産収入,1170,0.2,-,-,-,-,5671,0.7,-,-,629,0.1,103,0.0,2985,0.3,88,0.0
29,1,4,0,0,0,社会保障給付,6553,1.1,24946,5.1,-,-,4781,0.6,5090,0.8,7903,1.2,-,-,6159,0.7,6079,1.9
30,1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
31,1,5,0,0,0,他の社会保障給付,6553,1.1,24946,5.1,-,-,4781,0.6,5090,0.8,7903,1.2,-,-,6159,0.7,6079,1.9
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,51814,8.4,12688,2.6,2974,0.5,4718,0.6,6239,1.0,19057,2.9,5883,1.0,344725,40.1,17879,5.7
34,1,3,0,0,0,受贈金,1029,0.2,6843,1.4,1052,0.2,-,-,876,0.1,-,-,886,0.1,-,-,156,0.0
35,1,3,0,0,0,他の特別収入,50786,8.3,5844,1.2,1922,0.3,4718,0.6,5363,0.9,19057,2.9,4997,0.8,344725,40.1,17723,5.7
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),556855,-,310688,-,589590,-,614437,-,556206,-,763047,-,605239,-,394495,-,546797,-
37,1,2,0,0,0,預貯金引出,414948,-,209103,-,446312,-,433079,-,417670,-,551161,-,451927,-,274937,-,476557,-
38,1,2,0,0,0,保険金,4654,-,-,-,-,-,6133,-,12606,-,7775,-,-,-,3855,-,-,-
39,1,3,0,0,0,個人・企業年金保険金,1219,-,-,-,-,-,6133,-,-,-,-,-,-,-,3855,-,-,-
40,1,3,0,0,0,他の保険金,3434,-,-,-,-,-,-,-,12606,-,7775,-,-,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,466,-,-,-,-,-,-,-,-,-,-,-,-,-,3742,-,-,-
44,1,2,0,0,0,クレジット購入借入金,136578,-,101584,-,143246,-,175225,-,125930,-,202769,-,153282,-,111961,-,70148,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,208,-,-,-,31,-,-,-,-,-,1341,-,30,-,-,-,92,-
47,1,1,0,0,0,繰入金,315943,-,689553,-,720972,-,383272,-,274939,-,124356,-,167230,-,152302,-,325330,-
48,2,0,0,0,0,支払,1487693,-,1494154,-,1876497,-,1765775,-,1438076,-,1546125,-,1383197,-,1407369,-,1185691,-
49,2,1,0,0,0,実支出,484193,-,357790,-,372848,-,532723,-,498767,-,618103,-,569692,-,457358,-,363454,-
50,2,2,0,0,0,生計支出,353060,-,276925,-,268232,-,349968,-,354345,-,475058,-,407324,-,306403,-,313157,-
51,2,3,0,0,0,消費支出,353060,100.0,276925,100.0,268232,100.0,349968,100.0,354345,100.0,475058,100.0,407324,100.0,306403,100.0,313157,100.0
52,2,4,1,0,0,食料,100633,28.5,68767,24.8,84375,31.5,105521,30.2,101408,28.6,111401,23.4,109543,26.9,105878,34.6,101774,32.5
53,2,5,1,1,0,穀類,7343,2.1,4867,1.8,6116,2.3,7165,2.0,8803,2.5,8499,1.8,7201,1.8,7273,2.4,6885,2.2
54,2,6,1,1,1,米類,1678,0.5,988,0.4,1304,0.5,1296,0.4,1801,0.5,2125,0.4,1969,0.5,1925,0.6,1551,0.5
55,2,6,1,1,2,パン,3386,1.0,2164,0.8,2869,1.1,3397,1.0,3996,1.1,3776,0.8,3114,0.8,3371,1.1,3570,1.1
56,2,6,1,1,3,麺類,1809,0.5,1396,0.5,1514,0.6,1807,0.5,2419,0.7,1876,0.4,1750,0.4,1689,0.6,1507,0.5
57,2,6,1,1,4,他の穀類,471,0.1,320,0.1,428,0.2,665,0.2,587,0.2,723,0.2,369,0.1,289,0.1,257,0.1
