1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,
2,,,,,,,第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,7667,-,1710,-,222,-,402,-
7,0,0,0,0,0,調査世帯数,331,-,256,-,54,-,8,-,13,-
8,0,0,0,0,0,世帯人員,3.24,-,3.28,-,3.11,-,2.73,-,3.30,-
9,0,0,0,0,0,有業人員,1.80,-,1.85,-,1.65,-,1.27,-,1.65,-
10,0,0,0,0,0,世帯主平均年齢,51.1,-,52.7,-,44.1,-,52.7,-,47.7,-
11,1,0,0,0,0,受取,1460118,-,1473763,-,1487388,-,900828,-,1392149,-
12,1,1,0,0,0,実収入,628462,100.0,638845,100.0,579348,100.0,475660,100.0,723436,100.0
13,1,2,0,0,0,経常収入,621883,99.0,632007,98.9,572589,98.8,475305,99.9,719111,99.4
14,1,3,0,0,0,勤め先収入,557407,88.7,554800,86.8,553056,95.5,387512,81.5,719110,99.4
15,1,4,0,0,0,世帯主収入,443906,70.6,442398,69.2,445373,76.9,357039,75.1,514232,71.1
16,1,6,0,0,0,うち男,423024,67.3,429001,67.2,389970,67.3,305595,64.2,514232,71.1
17,1,5,0,0,0,定期収入,430046,68.4,427315,66.9,436296,75.3,324409,68.2,513705,71.0
18,1,5,0,0,0,臨時収入,6333,1.0,6605,1.0,7303,1.3,-,-,527,0.1
19,1,5,0,0,0,賞与,7526,1.2,8479,1.3,1773,0.3,32630,6.9,-,-
20,1,4,0,0,0,世帯主の配偶者の収入,100064,15.9,97245,15.2,97058,16.8,30473,6.4,204878,28.3
21,1,6,0,0,0,うち女,95079,15.1,96276,15.1,72244,12.5,30473,6.4,204878,28.3
22,1,4,0,0,0,他の世帯員収入,13437,2.1,15157,2.4,10625,1.8,-,-,-,-
23,1,3,0,0,0,事業・内職収入,8755,1.4,9495,1.5,8630,1.5,-,-,-,-
24,1,4,0,0,0,家賃収入,5452,0.9,5750,0.9,6106,1.1,-,-,-,-
25,1,4,0,0,0,他の事業収入,1634,0.3,1742,0.3,1746,0.3,-,-,-,-
26,1,4,0,0,0,内職収入,1669,0.3,2003,0.3,778,0.1,-,-,-,-
27,1,3,0,0,0,他の経常収入,55721,8.9,67713,10.6,10903,1.9,87794,18.5,1,0.0
28,1,4,0,0,0,財産収入,379,0.1,494,0.1,1,0.0,-,-,1,0.0
29,1,4,0,0,0,社会保障給付,55342,8.8,67219,10.5,10902,1.9,87794,18.5,-,-
30,1,5,0,0,0,公的年金給付,49341,7.9,60129,9.4,7596,1.3,87794,18.5,-,-
31,1,5,0,0,0,他の社会保障給付,6001,1.0,7090,1.1,3307,0.6,-,-,-,-
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,6580,1.0,6838,1.1,6759,1.2,355,0.1,4324,0.6
34,1,3,0,0,0,受贈金,1706,0.3,1519,0.2,3120,0.5,-,-,200,0.0
35,1,3,0,0,0,他の特別収入,4874,0.8,5319,0.8,3639,0.6,355,0.1,4125,0.6
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),552238,-,583708,-,439840,-,356638,-,537860,-
37,1,2,0,0,0,預貯金引出,413890,-,435835,-,327528,-,313053,-,418204,-
38,1,2,0,0,0,保険金,10455,-,13433,-,327,-,4562,-,-,-
39,1,3,0,0,0,個人・企業年金保険金,7922,-,10128,-,327,-,4562,-,-,-
40,1,3,0,0,0,他の保険金,2534,-,3305,-,-,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,685,-,893,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,126637,-,133197,-,110332,-,39023,-,119154,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,571,-,349,-,1654,-,-,-,502,-
47,1,1,0,0,0,繰入金,279417,-,251210,-,468199,-,68530,-,130853,-
48,2,0,0,0,0,支払,1460118,-,1473763,-,1487388,-,900828,-,1392149,-
49,2,1,0,0,0,実支出,510767,-,519449,-,466405,-,330715,-,632945,-
50,2,2,0,0,0,生計支出,397252,-,405341,-,362037,-,270673,-,462422,-
51,2,3,0,0,0,消費支出,397252,100.0,405341,100.0,362037,100.0,270673,100.0,462422,100.0
52,2,4,1,0,0,食料,97313,24.5,100355,24.8,84352,23.3,86717,32.0,100257,21.7
53,2,5,1,1,0,穀類,7330,1.8,7494,1.8,6857,1.9,7022,2.6,6385,1.4
54,2,6,1,1,1,米類,1636,0.4,1729,0.4,1267,0.3,1507,0.6,1484,0.3
55,2,6,1,1,2,パン,3373,0.8,3469,0.9,3268,0.9,3181,1.2,2084,0.5
56,2,6,1,1,3,麺類,1760,0.4,1723,0.4,1839,0.5,2093,0.8,1929,0.4
57,2,6,1,1,4,他の穀類,562,0.1,572,0.1,483,0.1,241,0.1,888,0.2
58,2,5,1,2,0,魚介類,5544,1.4,6050,1.5,3024,0.8,6047,2.2,6334,1.4
59,2,6,1,2,1,生鮮魚介,3197,0.8,3532,0.9,1749,0.5,2917,1.1,3131,0.7
60,2,6,1,2,2,塩干魚介,1001,0.3,1062,0.3,494,0.1,1132,0.4,1924,0.4
61,2,6,1,2,3,魚肉練製品,559,0.1,600,0.1,300,0.1,898,0.3,693,0.1
62,2,6,1,2,4,他の魚介加工品,787,0.2,857,0.2,481,0.1,1101,0.4,586,0.1
63,2,5,1,3,0,肉類,9439,2.4,9978,2.5,7506,2.1,7528,2.8,8429,1.8
64,2,6,1,3,1,生鮮肉,7748,2.0,8270,2.0,6056,1.7,5512,2.0,6218,1.3
65,2,6,1,3,2,加工肉,1691,0.4,1708,0.4,1450,0.4,2016,0.7,2211,0.5
66,2,5,1,4,0,乳卵類,4937,1.2,5062,1.2,4350,1.2,5248,1.9,4867,1.1
67,2,6,1,4,1,牛乳,1382,0.3,1348,0.3,1463,0.4,1749,0.6,1473,0.3
68,2,6,1,4,2,乳製品,2455,0.6,2558,0.6,2052,0.6,2384,0.9,2254,0.5
69,2,6,1,4,3,卵,1100,0.3,1156,0.3,835,0.2,1115,0.4,1140,0.2
70,2,5,1,5,0,野菜・海藻,9905,2.5,10472,2.6,7325,2.0,9626,3.6,10202,2.2
71,2,6,1,5,1,生鮮野菜,7040,1.8,7519,1.9,4925,1.4,6799,2.5,7036,1.5
72,2,6,1,5,2,乾物・海藻,668,0.2,653,0.2,722,0.2,724,0.3,700,0.2
73,2,6,1,5,3,大豆加工品,1077,0.3,1128,0.3,790,0.2,1134,0.4,1301,0.3
74,2,6,1,5,4,他の野菜・海藻加工品,1119,0.3,1173,0.3,889,0.2,968,0.4,1165,0.3
75,2,5,1,6,0,果物,3064,0.8,3384,0.8,1760,0.5,2393,0.9,2865,0.6
76,2,6,1,6,1,生鮮果物,2606,0.7,2879,0.7,1489,0.4,1781,0.7,2601,0.6
77,2,6,1,6,2,果物加工品,458,0.1,505,0.1,271,0.1,611,0.2,264,0.1
78,2,5,1,7,0,油脂・調味料,4290,1.1,4475,1.1,3689,1.0,4324,1.6,3307,0.7
