1,"東京都生計分析調査　令和 5年11月","","","","","","","","","","","","","","",""
2,"","","","","","","第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,8699,-,1053,-,129,-,118,-
7,"0","0","0","0","0","調査世帯数",625,-,547,-,63,-,8,-,7,-
8,"0","0","0","0","0","世帯人員",2.93,-,2.95,-,2.77,-,2.50,-,3.36,-
9,"0","0","0","0","0","有業人員",1.35,-,1.33,-,1.62,-,0.75,-,1.73,-
10,"0","0","0","0","0","世帯主平均年齢",59.8,-,61.3,-,49.2,-,62.9,-,42.4,-
11,"2","2","0","0","0","生計支出",340594,-,337589,-,349619,-,244265,-,586454,-
12,"2","3","0","0","0","消費支出",318458,100.0,312143,100.0,349619,100.0,244265,100.0,586454,100.0
13,"2","4","1","0","0","食料",96854,30.4,98497,31.6,86142,24.6,76400,31.3,93688,16.0
14,"2","5","1","1","0","穀類",6956,2.2,7059,2.3,5952,1.7,8355,3.4,6792,1.2
15,"2","6","1","1","1","米類",1523,0.5,1587,0.5,1112,0.3,1148,0.5,845,0.1
16,"2","6","1","1","2","パン",3240,1.0,3262,1.0,2881,0.8,4561,1.9,3397,0.6
17,"2","6","1","1","3","麺類",1646,0.5,1648,0.5,1528,0.4,2327,1.0,1783,0.3
18,"2","6","1","1","4","他の穀類",548,0.2,562,0.2,431,0.1,319,0.1,767,0.1
19,"2","5","1","2","0","魚介類",6594,2.1,6993,2.2,4066,1.2,3840,1.6,2751,0.5
20,"2","6","1","2","1","生鮮魚介",3746,1.2,3989,1.3,2246,0.6,2207,0.9,917,0.2
21,"2","6","1","2","2","塩干魚介",1140,0.4,1199,0.4,746,0.2,788,0.3,747,0.1
22,"2","6","1","2","3","魚肉練製品",753,0.2,795,0.3,484,0.1,330,0.1,486,0.1
23,"2","6","1","2","4","他の魚介加工品",955,0.3,1010,0.3,589,0.2,515,0.2,601,0.1
24,"2","5","1","3","0","肉類",8912,2.8,9101,2.9,7642,2.2,6803,2.8,8618,1.5
25,"2","6","1","3","1","生鮮肉",7375,2.3,7524,2.4,6487,1.9,5038,2.1,6824,1.2
26,"2","6","1","3","2","加工肉",1537,0.5,1576,0.5,1156,0.3,1765,0.7,1794,0.3
27,"2","5","1","4","0","乳卵類",4977,1.6,5119,1.6,3947,1.1,3092,1.3,5749,1.0
28,"2","6","1","4","1","牛乳",1522,0.5,1567,0.5,1280,0.4,450,0.2,1546,0.3
29,"2","6","1","4","2","乳製品",2432,0.8,2502,0.8,1812,0.5,1896,0.8,3328,0.6
30,"2","6","1","4","3","卵",1024,0.3,1050,0.3,855,0.2,746,0.3,875,0.1
31,"2","5","1","5","0","野菜・海藻",10305,3.2,10720,3.4,7484,2.1,8273,3.4,7141,1.2
32,"2","6","1","5","1","生鮮野菜",7008,2.2,7273,2.3,5130,1.5,5891,2.4,5511,0.9
33,"2","6","1","5","2","乾物・海藻",845,0.3,881,0.3,629,0.2,724,0.3,301,0.1
34,"2","6","1","5","3","大豆加工品",1190,0.4,1229,0.4,942,0.3,843,0.3,852,0.1
35,"2","6","1","5","4","他の野菜・海藻加工品",1262,0.4,1338,0.4,782,0.2,815,0.3,477,0.1
36,"2","5","1","6","0","果物",3494,1.1,3696,1.2,2191,0.6,2200,0.9,1585,0.3
37,"2","6","1","6","1","生鮮果物",3112,1.0,3299,1.1,1896,0.5,1823,0.7,1585,0.3
38,"2","6","1","6","2","果物加工品",382,0.1,398,0.1,295,0.1,377,0.2,-,-
39,"2","5","1","7","0","油脂・調味料",4547,1.4,4631,1.5,3952,1.1,3614,1.5,4707,0.8
40,"2","6","1","7","1","油脂",416,0.1,438,0.1,254,0.1,223,0.1,410,0.1
41,"2","6","1","7","2","調味料",4131,1.3,4193,1.3,3697,1.1,3390,1.4,4297,0.7
42,"2","5","1","8","0","菓子類",7753,2.4,7838,2.5,6724,1.9,8449,3.5,9898,1.7
43,"2","5","1","9","0","調理食品",15310,4.8,15596,5.0,13793,3.9,13429,5.5,9831,1.7
44,"2","6","1","9","1","主食的調理食品",6749,2.1,6720,2.2,6827,2.0,9321,3.8,5406,0.9
45,"2","6","1","9","2","他の調理食品",8561,2.7,8876,2.8,6966,2.0,4108,1.7,4425,0.8
46,"2","5","1","10","0","飲料",5417,1.7,5366,1.7,5380,1.5,8185,3.4,6451,1.1
47,"2","6","1","10","1","茶類",1224,0.4,1216,0.4,1225,0.4,1832,0.8,1097,0.2
48,"2","6","1","10","2","コーヒー・ココア",1176,0.4,1142,0.4,1440,0.4,1133,0.5,1364,0.2
49,"2","6","1","10","3","他の飲料",3017,0.9,3008,1.0,2715,0.8,5220,2.1,3990,0.7
50,"2","5","1","11","0","酒類",3705,1.2,3743,1.2,3735,1.1,2355,1.0,2183,0.4
51,"2","5","1","12","0","外食",18885,5.9,18636,6.0,21276,6.1,7807,3.2,27982,4.8
52,"2","6","1","12","1","一般外食",18550,5.8,18296,5.9,20910,6.0,7807,3.2,27982,4.8
53,"2","6","1","12","2","学校給食",335,0.1,340,0.1,366,0.1,-,-,-,-
54,"2","4","2","0","0","住居",19561,6.1,8356,2.7,97849,28.0,51461,21.1,111709,19.0
55,"2","5","2","1","0","家賃地代",12643,4.0,1141,0.4,97423,27.9,48958,20.0,63967,10.9
56,"2","5","2","2","0","設備修繕・維持",6918,2.2,7215,2.3,426,0.1,2504,1.0,47742,8.1
57,"2","6","2","2","1","設備材料",4033,1.3,3973,1.3,109,0.0,9,0.0,47742,8.1
58,"2","6","2","2","2","工事その他のサービス",2885,0.9,3241,1.0,317,0.1,2495,1.0,-,-
59,"2","4","3","0","0","光熱・水道",19389,6.1,19939,6.4,16087,4.6,13156,5.4,15134,2.6
60,"2","5","3","1","0","電気代",9893,3.1,10271,3.3,7069,2.0,9126,3.7,8084,1.4
61,"2","5","3","2","0","ガス代",4206,1.3,4268,1.4,3815,1.1,2901,1.2,4586,0.8
62,"2","5","3","3","0","他の光熱",357,0.1,393,0.1,101,0.0,-,-,349,0.1
63,"2","5","3","4","0","上下水道料",4933,1.5,5007,1.6,5103,1.5,1129,0.5,2116,0.4
64,"2","4","4","0","0","家具・家事用品",15219,4.8,13860,4.4,9473,2.7,13853,5.7,167864,28.6
65,"2","5","4","1","0","家庭用耐久財",4648,1.5,3028,1.0,2659,0.8,1335,0.5,145192,24.8
66,"2","6","4","1","1","家事用耐久財",1175,0.4,1043,0.3,2387,0.7,837,0.3,450,0.1
67,"2","6","4","1","2","冷暖房用器具",2641,0.8,1028,0.3,272,0.1,499,0.2,144742,24.7
68,"2","6","4","1","3","一般家具",832,0.3,957,0.3,-,-,-,-,-,-
69,"2","5","4","2","0","室内装備・装飾品",1341,0.4,1313,0.4,489,0.1,399,0.2,12031,2.1
70,"2","5","4","3","0","寝具類",2141,0.7,2379,0.8,436,0.1,1966,0.8,-,-
71,"2","5","4","4","0","家事雑貨",2662,0.8,2656,0.9,2521,0.7,4656,1.9,2170,0.4
72,"2","5","4","5","0","家事用消耗品",3557,1.1,3516,1.1,3345,1.0,4948,2.0,6927,1.2
73,"2","5","4","6","0","家事サービス",871,0.3,969,0.3,23,0.0,549,0.2,1544,0.3
74,"2","4","5","0","0","被服及び履物",16638,5.2,16950,5.4,12379,3.5,11324,4.6,37455,6.4
75,"2","5","5","1","0","和服",14,0.0,16,0.0,-,-,-,-,-,-
76,"2","5","5","2","0","洋服",7448,2.3,7506,2.4,5725,1.6,5549,2.3,20636,3.5
77,"2","6","5","2","1","男子用洋服",2936,0.9,2853,0.9,2682,0.8,3688,1.5,10512,1.8
78,"2","6","5","2","2","婦人用洋服",3929,1.2,4092,1.3,2568,0.7,1530,0.6,6673,1.1
79,"2","6","5","2","3","子供用洋服",583,0.2,561,0.2,475,0.1,331,0.1,3451,0.6
80,"2","5","5","3","0","シャツ・セーター類",3421,1.1,3442,1.1,2690,0.8,510,0.2,11498,2.0
81,"2","6","5","3","1","男子用シャツ・セーター類",1021,0.3,829,0.3,2033,0.6,510,0.2,6696,1.1
82,"2","6","5","3","2","婦人用シャツ・セーター類",2248,0.7,2475,0.8,641,0.2,-,-,2335,0.4
83,"2","6","5","3","3","子供用シャツ・セーター類",151,0.0,138,0.0,16,0.0,-,-,2467,0.4
84,"2","5","5","4","0","下着類",1338,0.4,1385,0.4,768,0.2,1917,0.8,2286,0.4
85,"2","6","5","4","1","男子用下着類",425,0.1,444,0.1,286,0.1,25,0.0,717,0.1
86,"2","6","5","4","2","婦人用下着類",817,0.3,855,0.3,337,0.1,1892,0.8,1094,0.2
87,"2","6","5","4","3","子供用下着類",96,0.0,86,0.0,145,0.0,-,-,475,0.1
88,"2","5","5","5","0","生地・糸類",132,0.0,140,0.0,97,0.0,-,-,-,-
89,"2","5","5","6","0","他の被服",1122,0.4,1147,0.4,874,0.2,1473,0.6,1135,0.2
90,"2","5","5","7","0","履物類",2175,0.7,2249,0.7,1783,0.5,1563,0.6,922,0.2
91,"2","5","5","8","0","被服関連サービス",988,0.3,1065,0.3,442,0.1,311,0.1,978,0.2
92,"2","4","6","0","0","保健医療",16277,5.1,16289,5.2,16261,4.7,16593,6.8,15151,2.6
93,"2","5","6","1","0","医薬品",2500,0.8,2606,0.8,1768,0.5,2244,0.9,1439,0.2
94,"2","5","6","2","0","健康保持用摂取品",1137,0.4,1222,0.4,557,0.2,1181,0.5,-,-
95,"2","5","6","3","0","保健医療用品・器具",2484,0.8,2215,0.7,3432,1.0,6860,2.8,9010,1.5
96,"2","5","6","4","0","保健医療サービス",10156,3.2,10245,3.3,10503,3.0,6308,2.6,4702,0.8
97,"2","4","7","0","0","交通・通信",31575,9.9,32122,10.3,28236,8.1,16933,6.9,37069,6.3
98,"2","5","7","1","0","交通",7560,2.4,7174,2.3,10998,3.1,7380,3.0,5499,0.9
99,"2","5","7","2","0","自動車等関係費",12281,3.9,13015,4.2,7089,2.0,195,0.1,17689,3.0
100,"2","6","7","2","1","自動車等購入",1609,0.5,1850,0.6,-,-,-,-,-,-
101,"2","6","7","2","2","自転車購入",82,0.0,95,0.0,-,-,-,-,-,-
102,"2","6","7","2","3","自動車等維持",10589,3.3,11071,3.5,7089,2.0,195,0.1,17689,3.0
103,"2","5","7","3","0","通信",11734,3.7,11933,3.8,10149,2.9,9359,3.8,13881,2.4
104,"2","4","8","0","0","教育",12615,4.0,13327,4.3,8480,2.4,9606,3.9,305,0.1
105,"2","5","8","1","0","授業料等",7403,2.3,7697,2.5,6711,1.9,-,-,-,-
106,"2","5","8","2","0","教科書・学習参考教材",58,0.0,60,0.0,19,0.0,-,-,305,0.1
107,"2","5","8","3","0","補習教育",5154,1.6,5570,1.8,1750,0.5,9606,3.9,-,-
108,"2","4","9","0","0","教養娯楽",38055,11.9,39616,12.7,25390,7.3,13025,5.3,63330,10.8
109,"2","5","9","1","0","教養娯楽用耐久財",1711,0.5,1728,0.6,1921,0.5,412,0.2,-,-
110,"2","5","9","2","0","教養娯楽用品",8460,2.7,8555,2.7,5888,1.7,5164,2.1,27997,4.8
111,"2","5","9","3","0","書籍・他の印刷物",3703,1.2,3917,1.3,2314,0.7,138,0.1,4204,0.7
112,"2","5","9","4","0","教養娯楽サービス",24181,7.6,25415,8.1,15269,4.4,7311,3.0,31129,5.3
113,"2","6","9","4","1","宿泊料",3660,1.1,3955,1.3,1797,0.5,-,-,2516,0.4
114,"2","6","9","4","2","パック旅行費",2052,0.6,2359,0.8,-,-,-,-,-,-
115,"2","6","9","4","3","月謝類",4713,1.5,4684,1.5,3855,1.1,3110,1.3,16287,2.8
116,"2","6","9","4","4","他の教養娯楽サービス",13755,4.3,14417,4.6,9616,2.8,4201,1.7,12326,2.1
117,"2","4","10","0","0","その他の消費支出",52277,16.4,53187,17.0,49321,14.1,21913,9.0,44750,7.6
118,"2","5","10","1","0","諸雑費",26856,8.4,26245,8.4,32822,9.4,14327,5.9,32349,5.5
119,"2","6","10","1","1","理美容サービス",4512,1.4,4673,1.5,3604,1.0,220,0.1,5394,0.9
120,"2","6","10","1","2","理美容用品",6392,2.0,6525,2.1,5298,1.5,4612,1.9,8299,1.4
121,"2","6","10","1","3","身の回り用品",2467,0.8,2448,0.8,2992,0.9,1183,0.5,570,0.1
122,"2","6","10","1","4","たばこ",1111,0.3,1013,0.3,1901,0.5,2245,0.9,-,-
123,"2","6","10","1","5","他の諸雑費",12374,3.9,11584,3.7,19027,5.4,6068,2.5,18087,3.1
124,"2","5","10","2","0","こづかい",5543,1.7,5709,1.8,4611,1.3,1042,0.4,6552,1.1
125,"2","5","10","3","0","交際費",17496,5.5,18696,6.0,10228,2.9,6544,2.7,5849,1.0
126,"2","6","10","3","0","食料",4886,1.5,5102,1.6,3952,1.1,524,0.2,2082,0.4
127,"2","6","10","3","0","家具・家事用品",84,0.0,71,0.0,214,0.1,-,-,-,-
128,"2","6","10","3","0","被服及び履物",707,0.2,773,0.2,326,0.1,-,-,-,-
129,"2","6","10","3","0","教養娯楽",752,0.2,810,0.3,371,0.1,-,-,772,0.1
130,"2","6","10","3","0","他の物品サービス",231,0.1,260,0.1,46,0.0,-,-,-,-
131,"2","6","10","3","6","贈与金",6168,1.9,6709,2.1,2644,0.8,4158,1.7,-,-
132,"2","6","10","3","7","他の交際費",4667,1.5,4973,1.6,2675,0.8,1863,0.8,2994,0.5
133,"2","5","10","4","0","仕送り金",2382,0.7,2537,0.8,1660,0.5,-,-,-,-
134,"2","3","0","0","0","土地家屋購入",22136,-,25445,-,-,-,-,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",15778,5.0,16818,5.4,9584,2.7,10045,4.1,665,0.1
136,"2","3","0","0","0","（再掲）教養娯楽関係費",42410,13.3,43441,13.9,34348,9.8,15942,6.5,67200,11.5
