1,"東京都生計分析調査　令和 5年 8月","","","","","","","","","","","","","","",""
2,"","","","","","","第５表　世帯人員別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,4221,-,2671,-,2464,-,643,-
7,"0","0","0","0","0","調査世帯数",617,-,268,-,158,-,151,-,40,-
8,"0","0","0","0","0","世帯人員",2.97,-,2.00,-,3.00,-,4.00,-,5.29,-
9,"0","0","0","0","0","有業人員",1.39,-,0.90,-,1.48,-,2.01,-,1.85,-
10,"0","0","0","0","0","世帯主平均年齢",58.9,-,66.1,-,58.1,-,49.8,-,50.4,-
11,"2","2","0","0","0","生計支出",368654,-,319247,-,442864,-,376528,-,354611,-
12,"2","3","0","0","0","消費支出",348758,100.0,318510,100.0,369533,100.0,376528,100.0,354611,100.0
13,"2","4","1","0","0","食料",99669,28.6,85666,26.9,102704,27.8,113029,30.0,127766,36.0
14,"2","5","1","1","0","穀類",6752,1.9,5415,1.7,6571,1.8,8229,2.2,10612,3.0
15,"2","6","1","1","1","米類",1587,0.5,1200,0.4,1454,0.4,2054,0.5,2882,0.8
16,"2","6","1","1","2","パン",2993,0.9,2521,0.8,3047,0.8,3437,0.9,4168,1.2
17,"2","6","1","1","3","麺類",1771,0.5,1413,0.4,1719,0.5,2207,0.6,2667,0.8
18,"2","6","1","1","4","他の穀類",401,0.1,282,0.1,352,0.1,531,0.1,895,0.3
19,"2","5","1","2","0","魚介類",5781,1.7,5648,1.8,6510,1.8,4839,1.3,7230,2.0
20,"2","6","1","2","1","生鮮魚介",3189,0.9,2934,0.9,3745,1.0,2801,0.7,4042,1.1
21,"2","6","1","2","2","塩干魚介",1062,0.3,1083,0.3,1098,0.3,920,0.2,1323,0.4
22,"2","6","1","2","3","魚肉練製品",561,0.2,678,0.2,545,0.1,393,0.1,502,0.1
23,"2","6","1","2","4","他の魚介加工品",968,0.3,953,0.3,1122,0.3,724,0.2,1363,0.4
24,"2","5","1","3","0","肉類",8572,2.5,6207,1.9,8850,2.4,10610,2.8,15127,4.3
25,"2","6","1","3","1","生鮮肉",6951,2.0,4876,1.5,7216,2.0,8812,2.3,12334,3.5
26,"2","6","1","3","2","加工肉",1621,0.5,1331,0.4,1634,0.4,1798,0.5,2793,0.8
27,"2","5","1","4","0","乳卵類",5068,1.5,4264,1.3,5138,1.4,5752,1.5,7432,2.1
28,"2","6","1","4","1","牛乳",1656,0.5,1411,0.4,1634,0.4,1841,0.5,2654,0.7
29,"2","6","1","4","2","乳製品",2308,0.7,1910,0.6,2368,0.6,2738,0.7,3018,0.9
30,"2","6","1","4","3","卵",1104,0.3,943,0.3,1137,0.3,1174,0.3,1760,0.5
31,"2","5","1","5","0","野菜・海藻",10612,3.0,10500,3.3,10968,3.0,9859,2.6,12755,3.6
32,"2","6","1","5","1","生鮮野菜",7401,2.1,7257,2.3,7633,2.1,7001,1.9,8920,2.5
33,"2","6","1","5","2","乾物・海藻",738,0.2,689,0.2,828,0.2,641,0.2,1058,0.3
34,"2","6","1","5","3","大豆加工品",1244,0.4,1224,0.4,1346,0.4,1111,0.3,1455,0.4
35,"2","6","1","5","4","他の野菜・海藻加工品",1229,0.4,1330,0.4,1161,0.3,1105,0.3,1322,0.4
36,"2","5","1","6","0","果物",4210,1.2,4410,1.4,4532,1.2,3531,0.9,4163,1.2
37,"2","6","1","6","1","生鮮果物",3881,1.1,4058,1.3,4167,1.1,3262,0.9,3897,1.1
38,"2","6","1","6","2","果物加工品",329,0.1,352,0.1,365,0.1,269,0.1,265,0.1
39,"2","5","1","7","0","油脂・調味料",4099,1.2,3817,1.2,4089,1.1,4140,1.1,5825,1.6
40,"2","6","1","7","1","油脂",478,0.1,430,0.1,431,0.1,579,0.2,602,0.2
41,"2","6","1","7","2","調味料",3621,1.0,3387,1.1,3658,1.0,3562,0.9,5223,1.5
42,"2","5","1","8","0","菓子類",8087,2.3,6311,2.0,7846,2.1,10250,2.7,12451,3.5
43,"2","5","1","9","0","調理食品",14523,4.2,12871,4.0,15814,4.3,15094,4.0,17824,5.0
44,"2","6","1","9","1","主食的調理食品",6472,1.9,5364,1.7,7374,2.0,6927,1.8,8250,2.3
45,"2","6","1","9","2","他の調理食品",8052,2.3,7507,2.4,8440,2.3,8167,2.2,9574,2.7
46,"2","5","1","10","0","飲料",6617,1.9,5608,1.8,7402,2.0,7402,2.0,6969,2.0
