1,"東京都生計分析調査　令和 5年12月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",324,-,-,44,-,50,-,49,-,45,-,44,-,47,-,45,-
7,"0","0","世帯人員",3.30,-,-,3.18,-,2.94,-,3.17,-,3.34,-,3.38,-,3.58,-,3.49,-
8,"0","0","有業人員",1.81,-,-,1.61,-,1.71,-,1.70,-,1.79,-,1.94,-,1.88,-,2.01,-
9,"0","0","世帯主平均年齢",49.9,-,-,57.4,-,54.1,-,47.5,-,47.7,-,47.8,-,45.4,-,49.7,-
10,"0","0","消費支出",395563,-,-2.1,391517,-,303404,-,341114,-,384224,-,403417,-,412927,-,530740,-
11,"0","0","公共的料金",99719,25.2,0.4,184943,47.2,64339,21.2,74140,21.7,67932,17.7,112291,27.8,80760,19.6,114935,21.7
12,"1","0","公共料金等",51428,13.0,-24.1,33148,8.5,45698,15.1,49862,14.6,51606,13.4,55570,13.8,54218,13.1,69198,13.0
13,"1","1","米",1703,0.4,25.6,1671,0.4,1489,0.5,1777,0.5,1718,0.4,1614,0.4,1334,0.3,2295,0.4
14,"1","1","食塩",29,0.0,-12.1,21,0.0,33,0.0,32,0.0,9,0.0,38,0.0,41,0.0,28,0.0
15,"1","1","学校給食",660,0.2,-44.1,214,0.1,210,0.1,916,0.3,954,0.2,799,0.2,1402,0.3,147,0.0
16,"1","1","公営家賃",776,0.2,-74.8,-,-,1833,0.6,-,-,-,-,3552,0.9,-,-,-,-
17,"1","1","電気代",8384,2.1,-22.8,6747,1.7,6335,2.1,8078,2.4,8185,2.1,8295,2.1,8878,2.2,12079,2.3
18,"1","1","都市ガス",4496,1.1,-33.4,3448,0.9,3909,1.3,3944,1.2,4576,1.2,5079,1.3,4852,1.2,5625,1.1
19,"1","1","上下水道料",4924,1.2,-11.3,3506,0.9,4046,1.3,5260,1.5,6181,1.6,4381,1.1,5550,1.3,5529,1.0
20,"1","1","医科診療代",2970,0.8,-43.3,1692,0.4,2709,0.9,2556,0.7,4159,1.1,4399,1.1,2267,0.5,2971,0.6
21,"1","1","歯科診療代",1106,0.3,-36.6,725,0.2,3207,1.1,606,0.2,1284,0.3,796,0.2,808,0.2,309,0.1
22,"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,"1","1","他の入院料",633,0.2,-42.8,-,-,-,-,-,-,34,0.0,-,-,4492,1.1,-,-
24,"1","1","鉄道運賃",5537,1.4,-13.0,2393,0.6,4100,1.4,3216,0.9,6823,1.8,6242,1.5,7237,1.8,8681,1.6
25,"1","1","鉄道通学定期代",93,0.0,14.8,-,-,-,-,58,0.0,-,-,-,-,99,0.0,485,0.1
26,"1","1","鉄道通勤定期代",1953,0.5,-6.4,2752,0.7,1757,0.6,999,0.3,781,0.2,3970,1.0,654,0.2,2716,0.5
27,"1","1","バス代",387,0.1,8.7,233,0.1,606,0.2,273,0.1,462,0.1,122,0.0,232,0.1,766,0.1
28,"1","1","バス通学定期代",36,0.0,-26.5,119,0.0,-,-,-,-,-,-,58,0.0,-,-,72,0.0
29,"1","1","バス通勤定期代",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
30,"1","1","タクシー代",419,0.1,-35.8,148,0.0,426,0.1,126,0.0,329,0.1,122,0.0,769,0.2,1006,0.2
31,"1","1","航空運賃",1895,0.5,0.6,-,-,-,-,6144,1.8,170,0.0,-,-,1334,0.3,5469,1.0
32,"1","1","郵便料",1602,0.4,-11.3,1210,0.3,1818,0.6,974,0.3,1763,0.5,972,0.2,1958,0.5,2509,0.5
33,"1","1","固定電話通信料",769,0.2,-17.6,552,0.1,734,0.2,855,0.3,450,0.1,887,0.2,848,0.2,1044,0.2
34,"1","1","携帯電話通信料",8894,2.2,-4.3,4598,1.2,7772,2.6,10476,3.1,9792,2.5,9196,2.3,8513,2.1,11750,2.2
35,"1","1","ＮＨＫ放送受信料",1125,0.3,-16.1,597,0.2,1377,0.5,835,0.2,709,0.2,833,0.2,1138,0.3,2344,0.4
36,"1","1","ケーブルテレビ放送受信料",842,0.2,-9.3,965,0.2,683,0.2,884,0.3,693,0.2,856,0.2,1015,0.2,807,0.2
37,"1","1","他の放送受信料",93,0.0,-38.8,13,0.0,-,-,164,0.0,73,0.0,132,0.0,87,0.0,178,0.0
38,"1","1","国公立小学校",146,0.0,-58.0,-,-,-,-,34,0.0,396,0.1,146,0.0,159,0.0,285,0.1
39,"1","1","国公立中学校",441,0.1,-14.9,-,-,116,0.0,99,0.0,743,0.2,178,0.0,105,0.0,1809,0.3
40,"1","1","国公立高校",195,0.0,387.5,-,-,53,0.0,-,-,-,-,1303,0.3,-,-,-,-
41,"1","1","国公立大学",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
42,"1","1","たばこ",1321,0.3,1.5,1540,0.4,2485,0.8,1557,0.5,1322,0.3,1598,0.4,446,0.1,296,0.1
43,"2","0","準公共料金等",48291,12.2,52.8,151796,38.8,18641,6.1,24277,7.1,16326,4.2,56721,14.1,26541,6.4,45738,8.6
44,"2","1","牛乳",1429,0.4,-0.3,1467,0.4,1073,0.4,1437,0.4,1348,0.4,1196,0.3,1638,0.4,1842,0.3
45,"2","1","灯油",300,0.1,-47.6,600,0.2,128,0.0,400,0.1,493,0.1,135,0.0,291,0.1,66,0.0
46,"2","1","プロパンガス",141,0.0,-55.9,492,0.1,183,0.1,118,0.0,-,-,203,0.1,-,-,-,-
47,"2","1","理髪料",441,0.1,-2.0,175,0.0,348,0.1,194,0.1,1033,0.3,147,0.0,816,0.2,386,0.1
48,"2","1","パーマネント代",175,0.0,-1.7,-,-,-,-,364,0.1,704,0.2,-,-,165,0.0,-,-
49,"2","1","洗濯代",752,0.2,57.0,533,0.1,617,0.2,521,0.2,354,0.1,662,0.2,1209,0.3,1362,0.3
50,"2","1","新聞",1668,0.4,4.5,1668,0.4,1562,0.5,1379,0.4,1267,0.3,1425,0.4,2044,0.5,2325,0.4
51,"2","1","私立小学校",-,-,-100.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
52,"2","1","私立中学校",2217,0.6,73.9,-,-,-,-,-,-,1141,0.3,782,0.2,4668,1.1,8828,1.7
53,"2","1","私立高校",2909,0.7,-2.3,7345,1.9,-,-,646,0.2,1538,0.4,4722,1.2,358,0.1,5754,1.1
54,"2","1","私立大学",26022,6.6,324.6,129780,33.1,-,-,-,-,-,-,39349,9.8,-,-,15119,2.8
55,"2","1","幼児教育費用",1304,0.3,-0.5,1132,0.3,-,-,1550,0.5,1337,0.3,3572,0.9,228,0.1,1273,0.2
56,"2","1","民営家賃",10766,2.7,-22.2,8051,2.1,14109,4.7,17669,5.2,7112,1.9,4525,1.1,15125,3.7,8783,1.7
57,"2","1","地代",167,0.0,-78.4,553,0.1,621,0.2,-,-,-,-,-,-,-,-,-,-
