1,"東京都生計分析調査　令和 5年 8月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―　全　世　帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",617,-,-,89,-,89,-,91,-,90,-,92,-,81,-,85,-
7,"0","0","世帯人員",2.97,-,-,2.63,-,2.94,-,2.81,-,3.02,-,3.21,-,3.08,-,3.11,-
8,"0","0","有業人員",1.39,-,-,1.17,-,1.25,-,1.41,-,1.46,-,1.43,-,1.51,-,1.51,-
9,"0","0","世帯主平均年齢",58.9,-,-,63.5,-,61.0,-,61.4,-,57.5,-,55.4,-,57.1,-,56.5,-
10,"0","0","消費支出",348758,-,6.3,109114,-,172951,-,221392,-,271259,-,344137,-,446385,-,870263,-
11,"0","0","公共的料金",75848,21.7,-11.0,23319,21.4,48527,28.1,57975,26.2,70820,26.1,87408,25.4,111554,25.0,130498,15.0
12,"1","0","公共料金等",56472,16.2,-7.8,19899,18.2,41915,24.2,42172,19.0,51585,19.0,65830,19.1,77707,17.4,95653,11.0
13,"1","1","米",1617,0.5,1.4,945,0.9,1185,0.7,1356,0.6,2316,0.9,1784,0.5,2099,0.5,1629,0.2
14,"1","1","食塩",46,0.0,-11.5,22,0.0,42,0.0,57,0.0,54,0.0,35,0.0,67,0.0,46,0.0
15,"1","1","学校給食",606,0.2,36.2,67,0.1,70,0.0,136,0.1,538,0.2,284,0.1,2521,0.6,623,0.1
16,"1","1","公営家賃",1739,0.5,-50.2,638,0.6,919,0.5,2540,1.1,2202,0.8,2447,0.7,3422,0.8,-,-
17,"1","1","電気代",9368,2.7,-15.1,5148,4.7,9661,5.6,8954,4.0,10787,4.0,10412,3.0,10374,2.3,10209,1.2
18,"1","1","都市ガス",2963,0.8,-22.5,1590,1.5,2707,1.6,3382,1.5,3033,1.1,3432,1.0,3407,0.8,3173,0.4
19,"1","1","上下水道料",5064,1.5,-16.6,2729,2.5,5312,3.1,4067,1.8,4683,1.7,5575,1.6,6173,1.4,6892,0.8
20,"1","1","医科診療代",4174,1.2,-19.4,1331,1.2,2008,1.2,2219,1.0,3653,1.3,5925,1.7,6375,1.4,7657,0.9
21,"1","1","歯科診療代",1138,0.3,-66.7,337,0.3,728,0.4,1088,0.5,703,0.3,1055,0.3,1360,0.3,2673,0.3
22,"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,"1","1","他の入院料",2388,0.7,-29.9,-,-,2220,1.3,469,0.2,1227,0.5,1024,0.3,5042,1.1,6698,0.8
24,"1","1","鉄道運賃",5422,1.6,66.0,326,0.3,2471,1.4,1767,0.8,2542,0.9,6173,1.8,10199,2.3,14386,1.7
25,"1","1","鉄道通学定期代",205,0.1,86.4,-,-,251,0.1,-,-,315,0.1,-,-,128,0.0,739,0.1
26,"1","1","鉄道通勤定期代",1218,0.3,-22.5,81,0.1,54,0.0,45,0.0,692,0.3,2582,0.8,1417,0.3,3632,0.4
