1,"東京都生計分析調査　令和 5年10月","","","","","","","","","","","","","","",""
2,"","","","","","","第５表　世帯人員別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,4415,-,2646,-,2280,-,659,-
7,"0","0","0","0","0","調査世帯数",639,-,286,-,166,-,145,-,42,-
8,"0","0","0","0","0","世帯人員",2.95,-,2.00,-,3.00,-,4.00,-,5.46,-
9,"0","0","0","0","0","有業人員",1.37,-,0.86,-,1.52,-,2.03,-,1.92,-
10,"0","0","0","0","0","世帯主平均年齢",59.7,-,67.4,-,57.6,-,50.0,-,49.1,-
11,"2","2","0","0","0","生計支出",381193,-,386326,-,331312,-,434583,-,362353,-
12,"2","3","0","0","0","消費支出",366998,100.0,354173,100.0,331312,100.0,434583,100.0,362353,100.0
13,"2","4","1","0","0","食料",98914,27.0,84698,23.9,103725,31.3,113368,26.1,124820,34.4
14,"2","5","1","1","0","穀類",6874,1.9,5439,1.5,7088,2.1,8306,1.9,10676,2.9
15,"2","6","1","1","1","米類",1507,0.4,1076,0.3,1498,0.5,1852,0.4,3243,0.9
16,"2","6","1","1","2","パン",3205,0.9,2639,0.7,3404,1.0,3899,0.9,3800,1.0
17,"2","6","1","1","3","麺類",1634,0.4,1302,0.4,1709,0.5,1899,0.4,2641,0.7
18,"2","6","1","1","4","他の穀類",528,0.1,423,0.1,476,0.1,657,0.2,992,0.3
19,"2","5","1","2","0","魚介類",6526,1.8,6338,1.8,6861,2.1,6234,1.4,7447,2.1
20,"2","6","1","2","1","生鮮魚介",3728,1.0,3569,1.0,3933,1.2,3692,0.8,4088,1.1
21,"2","6","1","2","2","塩干魚介",1169,0.3,1215,0.3,1208,0.4,1001,0.2,1280,0.4
22,"2","6","1","2","3","魚肉練製品",682,0.2,665,0.2,664,0.2,695,0.2,826,0.2
23,"2","6","1","2","4","他の魚介加工品",947,0.3,889,0.3,1055,0.3,847,0.2,1253,0.3
24,"2","5","1","3","0","肉類",9196,2.5,6372,1.8,9909,3.0,11560,2.7,17080,4.7
25,"2","6","1","3","1","生鮮肉",7578,2.1,5144,1.5,8242,2.5,9512,2.2,14530,4.0
26,"2","6","1","3","2","加工肉",1618,0.4,1228,0.3,1667,0.5,2048,0.5,2550,0.7
27,"2","5","1","4","0","乳卵類",5396,1.5,4419,1.2,5431,1.6,6861,1.6,6741,1.9
28,"2","6","1","4","1","牛乳",1648,0.4,1454,0.4,1475,0.4,2067,0.5,2188,0.6
29,"2","6","1","4","2","乳製品",2618,0.7,2049,0.6,2780,0.8,3484,0.8,2777,0.8
30,"2","6","1","4","3","卵",1131,0.3,916,0.3,1176,0.4,1310,0.3,1776,0.5
31,"2","5","1","5","0","野菜・海藻",11454,3.1,10590,3.0,11958,3.6,12100,2.8,12984,3.6
32,"2","6","1","5","1","生鮮野菜",8071,2.2,7431,2.1,8382,2.5,8615,2.0,9220,2.5
33,"2","6","1","5","2","乾物・海藻",782,0.2,668,0.2,843,0.3,866,0.2,1018,0.3
34,"2","6","1","5","3","大豆加工品",1303,0.4,1173,0.3,1439,0.4,1357,0.3,1442,0.4
35,"2","6","1","5","4","他の野菜・海藻加工品",1298,0.4,1318,0.4,1294,0.4,1263,0.3,1303,0.4
36,"2","5","1","6","0","果物",4147,1.1,4203,1.2,4190,1.3,3913,0.9,4412,1.2
37,"2","6","1","6","1","生鮮果物",3772,1.0,3815,1.1,3887,1.2,3457,0.8,4114,1.1
38,"2","6","1","6","2","果物加工品",375,0.1,388,0.1,303,0.1,455,0.1,297,0.1
39,"2","5","1","7","0","油脂・調味料",4423,1.2,3769,1.1,4553,1.4,4971,1.1,6390,1.8
40,"2","6","1","7","1","油脂",482,0.1,390,0.1,498,0.2,601,0.1,628,0.2
41,"2","6","1","7","2","調味料",3941,1.1,3379,1.0,4055,1.2,4369,1.0,5763,1.6
42,"2","5","1","8","0","菓子類",7632,2.1,6134,1.7,7679,2.3,9465,2.2,11137,3.1
43,"2","5","1","9","0","調理食品",15331,4.2,13032,3.7,17396,5.3,16884,3.9,17065,4.7
44,"2","6","1","9","1","主食的調理食品",6550,1.8,5572,1.6,7774,2.3,6835,1.6,7209,2.0
45,"2","6","1","9","2","他の調理食品",8780,2.4,7461,2.1,9622,2.9,10049,2.3,9856,2.7
46,"2","5","1","10","0","飲料",5770,1.6,4712,1.3,6647,2.0,6538,1.5,6684,1.8
