1,東京都生計分析調査　令和 5年 3月,,,,,,,,,,,,,,,
2,,,,,,,第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,2550,-,3446,-,2948,-,1056,-
7,0,0,0,0,0,調査世帯数,332,-,85,-,114,-,96,-,37,-
8,0,0,0,0,0,世帯人員,3.27,-,2.00,-,3.00,-,4.00,-,5.17,-
9,0,0,0,0,0,有業人員,1.78,-,1.48,-,1.88,-,1.93,-,1.79,-
10,0,0,0,0,0,世帯主平均年齢,51.1,-,54.5,-,53.1,-,47.5,-,46.5,-
11,1,0,0,0,0,受取,1364283,-,1134862,-,1371940,-,1473168,-,1589267,-
12,1,1,0,0,0,実収入,593190,100.0,473239,100.0,596736,100.0,670225,100.0,656202,100.0
13,1,2,0,0,0,経常収入,572176,96.5,465516,98.4,580242,97.2,627123,93.6,650007,99.1
14,1,3,0,0,0,勤め先収入,558861,94.2,448343,94.7,571890,95.8,607105,90.6,648512,98.8
15,1,4,0,0,0,世帯主収入,449219,75.7,345417,73.0,446742,74.9,509348,76.0,540079,82.3
16,1,6,0,0,0,うち男,430622,72.6,296145,62.6,438522,73.5,504531,75.3,523224,79.7
17,1,5,0,0,0,定期収入,426944,72.0,325750,68.8,414839,69.5,491789,73.4,529760,80.7
18,1,5,0,0,0,臨時収入,8118,1.4,4055,0.9,11448,1.9,9622,1.4,2867,0.4
19,1,5,0,0,0,賞与,14157,2.4,15612,3.3,20455,3.4,7937,1.2,7452,1.1
20,1,4,0,0,0,世帯主の配偶者の収入,100398,16.9,93682,19.8,111411,18.7,91329,13.6,105990,16.2
21,1,6,0,0,0,うち女,96729,16.3,88878,18.8,111411,18.7,86278,12.9,96949,14.8
22,1,4,0,0,0,他の世帯員収入,9244,1.6,9244,2.0,13737,2.3,6429,1.0,2444,0.4
23,1,3,0,0,0,事業・内職収入,4543,0.8,4057,0.9,3747,0.6,6985,1.0,1494,0.2
24,1,4,0,0,0,家賃収入,2327,0.4,3032,0.6,1067,0.2,4024,0.6,-,-
25,1,4,0,0,0,他の事業収入,459,0.1,-,-,1037,0.2,343,0.1,-,-
26,1,4,0,0,0,内職収入,1757,0.3,1025,0.2,1642,0.3,2618,0.4,1494,0.2
27,1,3,0,0,0,他の経常収入,8773,1.5,13116,2.8,4605,0.8,13033,1.9,-,-
28,1,4,0,0,0,財産収入,195,0.0,-,-,63,0.0,587,0.1,-,-
29,1,4,0,0,0,社会保障給付,8578,1.4,13116,2.8,4542,0.8,12446,1.9,-,-
30,1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-
31,1,5,0,0,0,他の社会保障給付,8578,1.4,13116,2.8,4542,0.8,12446,1.9,-,-
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,21013,3.5,7724,1.6,16495,2.8,43102,6.4,6195,0.9
34,1,3,0,0,0,受贈金,11426,1.9,157,0.0,2504,0.4,35294,5.3,1134,0.2
35,1,3,0,0,0,他の特別収入,9587,1.6,7567,1.6,13991,2.3,7808,1.2,5061,0.8
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),524592,-,360746,-,545063,-,597098,-,650996,-
37,1,2,0,0,0,預貯金引出,367642,-,249720,-,374257,-,431269,-,453163,-
38,1,2,0,0,0,保険金,2058,-,7878,-,142,-,-,-,-,-
39,1,3,0,0,0,個人・企業年金保険金,1625,-,6372,-,-,-,-,-,-,-
40,1,3,0,0,0,他の保険金,433,-,1506,-,142,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,597,-,231,-,1384,-,207,-,-,-
44,1,2,0,0,0,クレジット購入借入金,152549,-,102732,-,164681,-,165273,-,197719,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,1746,-,185,-,4598,-,349,-,113,-
47,1,1,0,0,0,繰入金,246501,-,300876,-,230141,-,205845,-,282069,-
48,2,0,0,0,0,支払,1364283,-,1134862,-,1371940,-,1473168,-,1589267,-
49,2,1,0,0,0,実支出,491079,-,361724,-,494571,-,567736,-,578030,-
50,2,2,0,0,0,生計支出,379798,-,271539,-,382605,-,442026,-,458322,-
51,2,3,0,0,0,消費支出,379798,100.0,271539,100.0,382605,100.0,442026,100.0,458322,100.0
52,2,4,1,0,0,食料,97134,25.6,80724,29.7,101507,26.5,97272,22.0,122098,26.6
53,2,5,1,1,0,穀類,7696,2.0,5784,2.1,7988,2.1,8293,1.9,9699,2.1
54,2,6,1,1,1,米類,1788,0.5,1113,0.4,1854,0.5,1970,0.4,2695,0.6
55,2,6,1,1,2,パン,3700,1.0,2738,1.0,3999,1.0,4007,0.9,4189,0.9
56,2,6,1,1,3,麺類,1646,0.4,1363,0.5,1586,0.4,1735,0.4,2276,0.5
57,2,6,1,1,4,他の穀類,562,0.1,569,0.2,549,0.1,581,0.1,539,0.1
58,2,5,1,2,0,魚介類,5481,1.4,4311,1.6,6364,1.7,5095,1.2,6496,1.4
59,2,6,1,2,1,生鮮魚介,3111,0.8,2379,0.9,3683,1.0,3103,0.7,3035,0.7
60,2,6,1,2,2,塩干魚介,1092,0.3,974,0.4,1151,0.3,937,0.2,1621,0.4
61,2,6,1,2,3,魚肉練製品,502,0.1,415,0.2,548,0.1,475,0.1,637,0.1
62,2,6,1,2,4,他の魚介加工品,775,0.2,544,0.2,982,0.3,580,0.1,1205,0.3
63,2,5,1,3,0,肉類,8908,2.3,6226,2.3,8891,2.3,9742,2.2,13116,2.9
64,2,6,1,3,1,生鮮肉,7245,1.9,5145,1.9,7081,1.9,8078,1.8,10521,2.3
65,2,6,1,3,2,加工肉,1664,0.4,1080,0.4,1810,0.5,1664,0.4,2595,0.6
66,2,5,1,4,0,乳卵類,4786,1.3,3674,1.4,4955,1.3,5163,1.2,5866,1.3
67,2,6,1,4,1,牛乳,1363,0.4,905,0.3,1319,0.3,1687,0.4,1711,0.4
68,2,6,1,4,2,乳製品,2383,0.6,1937,0.7,2626,0.7,2421,0.5,2561,0.6
69,2,6,1,4,3,卵,1039,0.3,832,0.3,1011,0.3,1054,0.2,1593,0.3
70,2,5,1,5,0,野菜・海藻,9266,2.4,7717,2.8,10487,2.7,8765,2.0,10423,2.3
71,2,6,1,5,1,生鮮野菜,6585,1.7,5572,2.1,7457,1.9,6260,1.4,7094,1.5
72,2,6,1,5,2,乾物・海藻,599,0.2,438,0.2,641,0.2,632,0.1,753,0.2
73,2,6,1,5,3,大豆加工品,1029,0.3,859,0.3,1109,0.3,1015,0.2,1222,0.3
74,2,6,1,5,4,他の野菜・海藻加工品,1053,0.3,848,0.3,1280,0.3,858,0.2,1354,0.3
75,2,5,1,6,0,果物,3108,0.8,2751,1.0,3506,0.9,2901,0.7,3246,0.7
76,2,6,1,6,1,生鮮果物,2711,0.7,2377,0.9,3042,0.8,2569,0.6,2838,0.6
77,2,6,1,6,2,果物加工品,396,0.1,374,0.1,464,0.1,332,0.1,409,0.1
