1,"東京都生計分析調査　令和 5年11月","","","","","","","","","","","","","","",""
2,"","","","","","","第５表　世帯人員別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,4398,-,2741,-,2215,-,645,-
7,"0","0","0","0","0","調査世帯数",625,-,277,-,168,-,140,-,40,-
8,"0","0","0","0","0","世帯人員",2.93,-,2.00,-,3.00,-,4.00,-,5.32,-
9,"0","0","0","0","0","有業人員",1.35,-,0.82,-,1.54,-,2.05,-,1.85,-
10,"0","0","0","0","0","世帯主平均年齢",59.8,-,67.8,-,57.9,-,49.5,-,49.0,-
11,"2","2","0","0","0","生計支出",340594,-,347955,-,332844,-,346319,-,303685,-
12,"2","3","0","0","0","消費支出",318458,100.0,297625,100.0,332844,100.0,346319,100.0,303685,100.0
13,"2","4","1","0","0","食料",96854,30.4,85066,28.6,101862,30.6,111370,32.2,106091,34.9
14,"2","5","1","1","0","穀類",6956,2.2,5793,1.9,7014,2.1,8611,2.5,8955,2.9
15,"2","6","1","1","1","米類",1523,0.5,1161,0.4,1422,0.4,2103,0.6,2422,0.8
16,"2","6","1","1","2","パン",3240,1.0,2760,0.9,3430,1.0,3846,1.1,3623,1.2
17,"2","6","1","1","3","麺類",1646,0.5,1382,0.5,1663,0.5,2002,0.6,2150,0.7
18,"2","6","1","1","4","他の穀類",548,0.2,490,0.2,499,0.1,660,0.2,760,0.3
19,"2","5","1","2","0","魚介類",6594,2.1,6445,2.2,6882,2.1,6639,1.9,6226,2.1
20,"2","6","1","2","1","生鮮魚介",3746,1.2,3533,1.2,3922,1.2,4022,1.2,3509,1.2
21,"2","6","1","2","2","塩干魚介",1140,0.4,1138,0.4,1300,0.4,960,0.3,1098,0.4
22,"2","6","1","2","3","魚肉練製品",753,0.2,752,0.3,692,0.2,777,0.2,928,0.3
23,"2","6","1","2","4","他の魚介加工品",955,0.3,1022,0.3,968,0.3,881,0.3,691,0.2
24,"2","5","1","3","0","肉類",8912,2.8,6587,2.2,9368,2.8,11543,3.3,13785,4.5
25,"2","6","1","3","1","生鮮肉",7375,2.3,5395,1.8,7765,2.3,9573,2.8,11661,3.8
26,"2","6","1","3","2","加工肉",1537,0.5,1192,0.4,1603,0.5,1970,0.6,2124,0.7
27,"2","5","1","4","0","乳卵類",4977,1.6,4253,1.4,4996,1.5,6203,1.8,5622,1.9
28,"2","6","1","4","1","牛乳",1522,0.5,1363,0.5,1448,0.4,1892,0.5,1644,0.5
29,"2","6","1","4","2","乳製品",2432,0.8,2005,0.7,2428,0.7,3174,0.9,2806,0.9
30,"2","6","1","4","3","卵",1024,0.3,885,0.3,1120,0.3,1137,0.3,1172,0.4
31,"2","5","1","5","0","野菜・海藻",10305,3.2,9745,3.3,10825,3.3,10705,3.1,10543,3.5
32,"2","6","1","5","1","生鮮野菜",7008,2.2,6544,2.2,7337,2.2,7383,2.1,7484,2.5
33,"2","6","1","5","2","乾物・海藻",845,0.3,811,0.3,911,0.3,782,0.2,1016,0.3
34,"2","6","1","5","3","大豆加工品",1190,0.4,1086,0.4,1359,0.4,1194,0.3,1161,0.4
35,"2","6","1","5","4","他の野菜・海藻加工品",1262,0.4,1304,0.4,1218,0.4,1345,0.4,882,0.3
36,"2","5","1","6","0","果物",3494,1.1,3728,1.3,3520,1.1,3128,0.9,3040,1.0
37,"2","6","1","6","1","生鮮果物",3112,1.0,3276,1.1,3194,1.0,2742,0.8,2907,1.0
38,"2","6","1","6","2","果物加工品",382,0.1,451,0.2,326,0.1,386,0.1,133,0.0
39,"2","5","1","7","0","油脂・調味料",4547,1.4,4137,1.4,4950,1.5,4830,1.4,4659,1.5
40,"2","6","1","7","1","油脂",416,0.1,343,0.1,524,0.2,407,0.1,475,0.2
41,"2","6","1","7","2","調味料",4131,1.3,3794,1.3,4425,1.3,4422,1.3,4184,1.4
42,"2","5","1","8","0","菓子類",7753,2.4,6379,2.1,7973,2.4,9387,2.7,10579,3.5
43,"2","5","1","9","0","調理食品",15310,4.8,13122,4.4,17365,5.2,17005,4.9,15671,5.2
44,"2","6","1","9","1","主食的調理食品",6749,2.1,5851,2.0,7718,2.3,7277,2.1,6940,2.3
45,"2","6","1","9","2","他の調理食品",8561,2.7,7271,2.4,9647,2.9,9727,2.8,8731,2.9
46,"2","5","1","10","0","飲料",5417,1.7,4765,1.6,6236,1.9,5786,1.7,5106,1.7
