1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,
2,,,,,,,第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,2919,-,3015,-,3209,-,856,-
7,0,0,0,0,0,調査世帯数,344,-,104,-,103,-,107,-,30,-
8,0,0,0,0,0,世帯人員,3.23,-,2.00,-,3.00,-,4.00,-,5.36,-
9,0,0,0,0,0,有業人員,1.75,-,1.47,-,1.77,-,2.01,-,1.68,-
10,0,0,0,0,0,世帯主平均年齢,50.9,-,55.2,-,51.7,-,47.6,-,45.5,-
11,1,0,0,0,0,受取,1487693,-,1316500,-,1458932,-,1682810,-,1441318,-
12,1,1,0,0,0,実収入,614895,100.0,624661,100.0,537225,100.0,674766,100.0,630732,100.0
13,1,2,0,0,0,経常収入,563081,91.6,464425,74.3,531168,98.9,666496,98.8,624219,99.0
14,1,3,0,0,0,勤め先収入,547298,89.0,447747,71.7,518894,96.6,650064,96.3,601563,95.4
15,1,4,0,0,0,世帯主収入,443948,72.2,360386,57.7,401146,74.7,535928,79.4,534830,84.8
16,1,6,0,0,0,うち男,422938,68.8,317631,50.8,389743,72.5,525109,77.8,515930,81.8
17,1,5,0,0,0,定期収入,421912,68.6,353570,56.6,397131,73.9,478084,70.9,531656,84.3
18,1,5,0,0,0,臨時収入,3127,0.5,3470,0.6,1617,0.3,4222,0.6,3174,0.5
19,1,5,0,0,0,賞与,18909,3.1,3347,0.5,2398,0.4,53622,7.9,-,-
20,1,4,0,0,0,世帯主の配偶者の収入,90529,14.7,81634,13.1,103329,19.2,94563,14.0,60658,9.6
21,1,6,0,0,0,うち女,85553,13.9,77464,12.4,103329,19.2,85755,12.7,49766,7.9
22,1,4,0,0,0,他の世帯員収入,12821,2.1,5727,0.9,14418,2.7,19574,2.9,6075,1.0
23,1,3,0,0,0,事業・内職収入,8060,1.3,9770,1.6,1634,0.3,10779,1.6,14669,2.3
24,1,4,0,0,0,家賃収入,4376,0.7,8146,1.3,-,-,6226,0.9,-,-
25,1,4,0,0,0,他の事業収入,1854,0.3,675,0.1,1634,0.3,-,-,13604,2.2
26,1,4,0,0,0,内職収入,1830,0.3,949,0.2,-,-,4553,0.7,1065,0.2
27,1,3,0,0,0,他の経常収入,7723,1.3,6908,1.1,10640,2.0,5652,0.8,7988,1.3
28,1,4,0,0,0,財産収入,1170,0.2,1143,0.2,45,0.0,432,0.1,7988,1.3
29,1,4,0,0,0,社会保障給付,6553,1.1,5765,0.9,10595,2.0,5221,0.8,-,-
30,1,5,0,0,0,公的年金給付,-,-,-,-,-,-,-,-,-,-
31,1,5,0,0,0,他の社会保障給付,6553,1.1,5765,0.9,10595,2.0,5221,0.8,-,-
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,51814,8.4,160236,25.7,6058,1.1,8270,1.2,6512,1.0
34,1,3,0,0,0,受贈金,1029,0.2,2067,0.3,554,0.1,321,0.0,1814,0.3
35,1,3,0,0,0,他の特別収入,50786,8.3,158168,25.3,5504,1.0,7949,1.2,4699,0.7
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),556855,-,447969,-,496117,-,695352,-,622886,-
37,1,2,0,0,0,預貯金引出,414948,-,325775,-,353698,-,538213,-,472667,-
38,1,2,0,0,0,保険金,4654,-,6318,-,1591,-,7259,-,-,-
39,1,3,0,0,0,個人・企業年金保険金,1219,-,2533,-,1591,-,-,-,-,-
40,1,3,0,0,0,他の保険金,3434,-,3785,-,-,-,7259,-,-,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,466,-,-,-,1545,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,136578,-,115836,-,139140,-,149401,-,150220,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,208,-,40,-,143,-,479,-,-,-
47,1,1,0,0,0,繰入金,315943,-,243870,-,425590,-,312693,-,187700,-
48,2,0,0,0,0,支払,1487693,-,1316500,-,1458932,-,1682810,-,1441318,-
49,2,1,0,0,0,実支出,484193,-,432592,-,460384,-,550794,-,494337,-
50,2,2,0,0,0,生計支出,353060,-,307985,-,351038,-,391797,-,368666,-
51,2,3,0,0,0,消費支出,353060,100.0,307985,100.0,351038,100.0,391797,100.0,368666,100.0
52,2,4,1,0,0,食料,100633,28.5,89238,29.0,102541,29.2,102431,26.1,126026,34.2
53,2,5,1,1,0,穀類,7343,2.1,5755,1.9,6714,1.9,8290,2.1,11430,3.1
54,2,6,1,1,1,米類,1678,0.5,1175,0.4,1638,0.5,1802,0.5,3068,0.8
55,2,6,1,1,2,パン,3386,1.0,2804,0.9,3099,0.9,3749,1.0,5023,1.4
56,2,6,1,1,3,麺類,1809,0.5,1411,0.5,1703,0.5,2041,0.5,2670,0.7
57,2,6,1,1,4,他の穀類,471,0.1,365,0.1,274,0.1,699,0.2,670,0.2
58,2,5,1,2,0,魚介類,5462,1.5,4621,1.5,6435,1.8,4924,1.3,6924,1.9
59,2,6,1,2,1,生鮮魚介,3194,0.9,2371,0.8,3959,1.1,3064,0.8,3788,1.0
60,2,6,1,2,2,塩干魚介,935,0.3,863,0.3,1061,0.3,814,0.2,1188,0.3
61,2,6,1,2,3,魚肉練製品,495,0.1,508,0.2,519,0.1,378,0.1,804,0.2
62,2,6,1,2,4,他の魚介加工品,839,0.2,878,0.3,897,0.3,668,0.2,1145,0.3
63,2,5,1,3,0,肉類,9597,2.7,6811,2.2,9598,2.7,10237,2.6,16695,4.5
64,2,6,1,3,1,生鮮肉,7767,2.2,5546,1.8,7584,2.2,8387,2.1,13659,3.7
65,2,6,1,3,2,加工肉,1830,0.5,1265,0.4,2014,0.6,1850,0.5,3037,0.8
66,2,5,1,4,0,乳卵類,5132,1.5,3876,1.3,5481,1.6,5191,1.3,7971,2.2
67,2,6,1,4,1,牛乳,1430,0.4,1096,0.4,1429,0.4,1503,0.4,2298,0.6
68,2,6,1,4,2,乳製品,2537,0.7,1847,0.6,2897,0.8,2546,0.6,3592,1.0
69,2,6,1,4,3,卵,1165,0.3,933,0.3,1155,0.3,1141,0.3,2081,0.6
70,2,5,1,5,0,野菜・海藻,10165,2.9,8846,2.9,11403,3.2,9478,2.4,12882,3.5
71,2,6,1,5,1,生鮮野菜,7282,2.1,6289,2.0,8211,2.3,6886,1.8,8877,2.4
72,2,6,1,5,2,乾物・海藻,623,0.2,518,0.2,648,0.2,623,0.2,890,0.2
73,2,6,1,5,3,大豆加工品,1130,0.3,961,0.3,1294,0.4,1074,0.3,1336,0.4
74,2,6,1,5,4,他の野菜・海藻加工品,1131,0.3,1078,0.4,1250,0.4,895,0.2,1779,0.5
75,2,5,1,6,0,果物,2984,0.8,2853,0.9,3156,0.9,2962,0.8,2910,0.8
76,2,6,1,6,1,生鮮果物,2645,0.7,2543,0.8,2748,0.8,2694,0.7,2447,0.7
77,2,6,1,6,2,果物加工品,339,0.1,310,0.1,409,0.1,268,0.1,463,0.1
78,2,5,1,7,0,油脂・調味料,4574,1.3,4098,1.3,4644,1.3,4444,1.1,6444,1.7
79,2,6,1,7,1,油脂,501,0.1,390,0.1,482,0.1,464,0.1,1092,0.3
80,2,6,1,7,2,調味料,4073,1.2,3708,1.2,4162,1.2,3980,1.0,5351,1.5
81,2,5,1,8,0,菓子類,9119,2.6,6605,2.1,9293,2.6,10087,2.6,13455,3.6
82,2,5,1,9,0,調理食品,14275,4.0,12314,4.0,14983,4.3,15025,3.8,15654,4.2
83,2,6,1,9,1,主食的調理食品,6402,1.8,5934,1.9,6143,1.7,7168,1.8,6036,1.6
84,2,6,1,9,2,他の調理食品,7873,2.2,6380,2.1,8840,2.5,7857,2.0,9618,2.6
85,2,5,1,10,0,飲料,6384,1.8,6375,2.1,7149,2.0,5478,1.4,7123,1.9
86,2,6,1,10,1,茶類,1348,0.4,1706,0.6,1476,0.4,970,0.2,1094,0.3
87,2,6,1,10,2,コーヒー・ココア,1191,0.3,1319,0.4,1295,0.4,935,0.2,1347,0.4
88,2,6,1,10,3,他の飲料,3845,1.1,3349,1.1,4377,1.2,3573,0.9,4683,1.3
89,2,5,1,11,0,酒類,3870,1.1,4026,1.3,4172,1.2,3527,0.9,3558,1.0
90,2,5,1,12,0,外食,21725,6.2,23060,7.5,19514,5.6,22788,5.8,20980,5.7
91,2,6,1,12,1,一般外食,20608,5.8,23060,7.5,18858,5.4,21195,5.4,16210,4.4
92,2,6,1,12,2,学校給食,1117,0.3,-,-,657,0.2,1592,0.4,4770,1.3
93,2,4,2,0,0,住居,30333,8.6,30065,9.8,26064,7.4,33689,8.6,33696,9.1
94,2,5,2,1,0,家賃地代,19916,5.6,26074,8.5,17122,4.9,13527,3.5,32708,8.9
95,2,5,2,2,0,設備修繕・維持,10417,3.0,3990,1.3,8943,2.5,20162,5.1,988,0.3
96,2,6,2,2,1,設備材料,1099,0.3,105,0.0,306,0.1,2926,0.7,427,0.1
97,2,6,2,2,2,工事その他のサービス,9318,2.6,3885,1.3,8637,2.5,17236,4.4,562,0.2
98,2,4,3,0,0,光熱・水道,23601,6.7,21754,7.1,24334,6.9,23739,6.1,26803,7.3
99,2,5,3,1,0,電気代,10526,3.0,9829,3.2,10789,3.1,10479,2.7,12154,3.3
100,2,5,3,2,0,ガス代,7465,2.1,6781,2.2,7991,2.3,7286,1.9,8624,2.3
101,2,5,3,3,0,他の光熱,47,0.0,96,0.0,1,0.0,35,0.0,91,0.0
102,2,5,3,4,0,上下水道料,5563,1.6,5048,1.6,5554,1.6,5940,1.5,5934,1.6
103,2,4,4,0,0,家具・家事用品,14906,4.2,16524,5.4,12901,3.7,16396,4.2,10865,2.9
104,2,5,4,1,0,家庭用耐久財,6004,1.7,6362,2.1,3674,1.0,8636,2.2,3126,0.8
105,2,6,4,1,1,家事用耐久財,2559,0.7,533,0.2,1496,0.4,5334,1.4,2807,0.8
106,2,6,4,1,2,冷暖房用器具,1491,0.4,3001,1.0,326,0.1,1526,0.4,319,0.1
107,2,6,4,1,3,一般家具,1953,0.6,2828,0.9,1851,0.5,1776,0.5,-,-
108,2,5,4,2,0,室内装備・装飾品,559,0.2,1313,0.4,153,0.0,306,0.1,365,0.1
109,2,5,4,3,0,寝具類,773,0.2,1407,0.5,657,0.2,494,0.1,64,0.0
110,2,5,4,4,0,家事雑貨,2499,0.7,2491,0.8,2746,0.8,2387,0.6,2069,0.6
111,2,5,4,5,0,家事用消耗品,3892,1.1,3745,1.2,3948,1.1,3856,1.0,4330,1.2
112,2,5,4,6,0,家事サービス,1180,0.3,1206,0.4,1724,0.5,718,0.2,911,0.2
113,2,4,5,0,0,被服及び履物,12950,3.7,13476,4.4,11482,3.3,13171,3.4,15503,4.2
114,2,5,5,1,0,和服,31,0.0,-,-,78,0.0,23,0.0,-,-
115,2,5,5,2,0,洋服,5083,1.4,5519,1.8,4939,1.4,4551,1.2,6101,1.7
116,2,6,5,2,1,男子用洋服,1998,0.6,1706,0.6,2571,0.7,1519,0.4,2774,0.8
117,2,6,5,2,2,婦人用洋服,2336,0.7,3813,1.2,1816,0.5,1539,0.4,2126,0.6
118,2,6,5,2,3,子供用洋服,749,0.2,-,-,553,0.2,1493,0.4,1201,0.3
119,2,5,5,3,0,シャツ・セーター類,2751,0.8,2728,0.9,2485,0.7,2985,0.8,2891,0.8
120,2,6,5,3,1,男子用シャツ・セーター類,1215,0.3,1410,0.5,1052,0.3,1229,0.3,1078,0.3
121,2,6,5,3,2,婦人用シャツ・セーター類,1313,0.4,1318,0.4,1227,0.3,1364,0.3,1406,0.4
122,2,6,5,3,3,子供用シャツ・セーター類,223,0.1,-,-,206,0.1,393,0.1,406,0.1
123,2,5,5,4,0,下着類,1452,0.4,1780,0.6,1058,0.3,1526,0.4,1443,0.4
124,2,6,5,4,1,男子用下着類,391,0.1,443,0.1,449,0.1,341,0.1,200,0.1
125,2,6,5,4,2,婦人用下着類,915,0.3,1336,0.4,530,0.2,807,0.2,1243,0.3
126,2,6,5,4,3,子供用下着類,145,0.0,-,-,79,0.0,378,0.1,-,-
127,2,5,5,5,0,生地・糸類,126,0.0,173,0.1,20,0.0,214,0.1,8,0.0
128,2,5,5,6,0,他の被服,838,0.2,675,0.2,787,0.2,931,0.2,1224,0.3
129,2,5,5,7,0,履物類,1628,0.5,1601,0.5,1168,0.3,1685,0.4,3123,0.8
130,2,5,5,8,0,被服関連サービス,1042,0.3,1001,0.3,946,0.3,1258,0.3,713,0.2
131,2,4,6,0,0,保健医療,13107,3.7,12550,4.1,14360,4.1,11913,3.0,15066,4.1
132,2,5,6,1,0,医薬品,2354,0.7,2786,0.9,2690,0.8,1813,0.5,1724,0.5
133,2,5,6,2,0,健康保持用摂取品,940,0.3,885,0.3,1376,0.4,723,0.2,407,0.1
134,2,5,6,3,0,保健医療用品・器具,2996,0.8,2011,0.7,3946,1.1,2443,0.6,5085,1.4
135,2,5,6,4,0,保健医療サービス,6817,1.9,6868,2.2,6349,1.8,6933,1.8,7850,2.1
136,2,4,7,0,0,交通・通信,38831,11.0,37113,12.1,39197,11.2,42826,10.9,28422,7.7
137,2,5,7,1,0,交通,11695,3.3,12450,4.0,11941,3.4,13208,3.4,2585,0.7
138,2,5,7,2,0,自動車等関係費,13361,3.8,10969,3.6,13837,3.9,15670,4.0,11180,3.0
139,2,6,7,2,1,自動車等購入,-,-,-,-,-,-,-,-,-,-
140,2,6,7,2,2,自転車購入,1922,0.5,-,-,2406,0.7,3729,1.0,-,-
141,2,6,7,2,3,自動車等維持,11438,3.2,10969,3.6,11431,3.3,11941,3.0,11180,3.0
142,2,5,7,3,0,通信,13775,3.9,13694,4.4,13419,3.8,13948,3.6,14656,4.0
143,2,4,8,0,0,教育,30495,8.6,824,0.3,27381,7.8,58006,14.8,39508,10.7
144,2,5,8,1,0,授業料等,26058,7.4,824,0.3,23808,6.8,51409,13.1,24999,6.8
145,2,5,8,2,0,教科書・学習参考教材,212,0.1,-,-,134,0.0,390,0.1,544,0.1
146,2,5,8,3,0,補習教育,4224,1.2,-,-,3439,1.0,6207,1.6,13964,3.8
147,2,4,9,0,0,教養娯楽,43994,12.5,42072,13.7,49185,14.0,42156,10.8,39153,10.6
148,2,5,9,1,0,教養娯楽用耐久財,4341,1.2,2254,0.7,9547,2.7,2072,0.5,1625,0.4
149,2,5,9,2,0,教養娯楽用品,10900,3.1,13129,4.3,9712,2.8,9060,2.3,14374,3.9
150,2,5,9,3,0,書籍・他の印刷物,2954,0.8,3034,1.0,3370,1.0,2424,0.6,3197,0.9
