1,東京都生計分析調査　令和 5年 6月,,,,,,,,,,,,,,,
2,,,,,,,第１４表　住居所有形態別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,持家／実数（円）,持家／構成比（％）,民営借家／実数（円）,民営借家／構成比（％）,公営借家／実数（円）,公営借家／構成比（％）,給与住宅／実数（円）,給与住宅／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,7948,-,1630,-,222,-,201,-
7,0,0,0,0,0,調査世帯数,334,-,265,-,54,-,9,-,6,-
8,0,0,0,0,0,世帯人員,3.26,-,3.31,-,3.05,-,2.82,-,3.10,-
9,0,0,0,0,0,有業人員,1.75,-,1.81,-,1.59,-,1.27,-,1.60,-
10,0,0,0,0,0,世帯主平均年齢,50.9,-,52.1,-,45.1,-,53.4,-,47.0,-
11,1,0,0,0,0,受取,1813576,-,1846653,-,1769643,-,897054,-,1873049,-
12,1,1,0,0,0,実収入,984465,100.0,1027564,100.0,794759,100.0,519215,100.0,1331660,100.0
13,1,2,0,0,0,経常収入,966273,98.2,1006368,97.9,786574,99.0,518988,100.0,1331273,100.0
14,1,3,0,0,0,勤め先収入,887273,90.1,923340,89.9,729160,91.7,374727,72.2,1308540,98.3
15,1,4,0,0,0,世帯主収入,732381,74.4,751999,73.2,637033,80.2,329480,63.5,1174204,88.2
16,1,6,0,0,0,うち男,703822,71.5,728162,70.9,581134,73.1,306699,59.1,1174204,88.2
17,1,5,0,0,0,定期収入,428670,43.5,433102,42.1,424586,53.4,266057,51.2,465962,35.0
18,1,5,0,0,0,臨時収入,2477,0.3,2216,0.2,4145,0.5,1822,0.4,-,-
19,1,5,0,0,0,賞与,301234,30.6,316681,30.8,208303,26.2,61600,11.9,708243,53.2
20,1,4,0,0,0,世帯主の配偶者の収入,139401,14.2,154604,15.0,78697,9.9,45247,8.7,134336,10.1
21,1,6,0,0,0,うち女,135165,13.7,151853,14.8,66121,8.3,45247,8.7,134336,10.1
22,1,4,0,0,0,他の世帯員収入,15490,1.6,16737,1.6,13430,1.7,-,-,-,-
23,1,3,0,0,0,事業・内職収入,8943,0.9,10488,1.0,3727,0.5,-,-,-,-
24,1,4,0,0,0,家賃収入,3749,0.4,4717,0.5,-,-,-,-,-,-
25,1,4,0,0,0,他の事業収入,2242,0.2,2668,0.3,745,0.1,-,-,-,-
26,1,4,0,0,0,内職収入,2951,0.3,3102,0.3,2982,0.4,-,-,-,-
27,1,3,0,0,0,他の経常収入,70057,7.1,72541,7.1,53687,6.8,144261,27.8,22733,1.7
28,1,4,0,0,0,財産収入,3658,0.4,3066,0.3,7154,0.9,-,-,2759,0.2
29,1,4,0,0,0,社会保障給付,66221,6.7,69474,6.8,45443,5.7,144261,27.8,19974,1.5
30,1,5,0,0,0,公的年金給付,48579,4.9,51224,5.0,31613,4.0,122509,23.6,-,-
31,1,5,0,0,0,他の社会保障給付,17642,1.8,18250,1.8,13829,1.7,21751,4.2,19974,1.5
32,1,4,0,0,0,仕送り金,178,0.0,-,-,1091,0.1,-,-,-,-
33,1,2,0,0,0,特別収入,18192,1.8,21196,2.1,8185,1.0,228,0.0,387,0.0
34,1,3,0,0,0,受贈金,902,0.1,1089,0.1,227,0.0,-,-,-,-
35,1,3,0,0,0,他の特別収入,17290,1.8,20108,2.0,7958,1.0,228,0.0,387,0.0
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),541765,-,571841,-,455953,-,291094,-,324858,-
37,1,2,0,0,0,預貯金引出,386585,-,409935,-,314572,-,222997,-,227678,-
38,1,2,0,0,0,保険金,14992,-,11852,-,33114,-,7924,-,-,-
39,1,3,0,0,0,個人・企業年金保険金,12483,-,8696,-,33114,-,7924,-,-,-
40,1,3,0,0,0,他の保険金,2508,-,3156,-,-,-,-,-,-,-
41,1,2,0,0,0,有価証券売却,2168,-,2728,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,543,-,684,-,-,-,-,-,-,-
44,1,2,0,0,0,クレジット購入借入金,136860,-,145872,-,108238,-,60174,-,97180,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,618,-,771,-,30,-,-,-,-,-
47,1,1,0,0,0,繰入金,287346,-,247247,-,518931,-,86745,-,216530,-
48,2,0,0,0,0,支払,1813576,-,1846653,-,1769643,-,897054,-,1873049,-
49,2,1,0,0,0,実支出,575751,-,599406,-,489758,-,290216,-,652671,-
50,2,2,0,0,0,生計支出,338748,-,338946,-,358664,-,246232,-,271515,-
51,2,3,0,0,0,消費支出,338748,100.0,338946,100.0,358664,100.0,246232,100.0,271515,100.0
52,2,4,1,0,0,食料,96087,28.4,98786,29.1,81925,22.8,99491,40.4,100453,37.0
53,2,5,1,1,0,穀類,7273,2.1,7494,2.2,6349,1.8,6565,2.7,6796,2.5
54,2,6,1,1,1,米類,1511,0.4,1611,0.5,1106,0.3,322,0.1,2159,0.8
55,2,6,1,1,2,パン,3374,1.0,3497,1.0,2902,0.8,3788,1.5,1865,0.7
56,2,6,1,1,3,麺類,1898,0.6,1879,0.6,1911,0.5,2127,0.9,2309,0.9
57,2,6,1,1,4,他の穀類,490,0.1,508,0.1,430,0.1,329,0.1,463,0.2
58,2,5,1,2,0,魚介類,5315,1.6,5633,1.7,3674,1.0,6356,2.6,4918,1.8
59,2,6,1,2,1,生鮮魚介,3106,0.9,3297,1.0,2061,0.6,3435,1.4,3693,1.4
60,2,6,1,2,2,塩干魚介,927,0.3,954,0.3,746,0.2,1599,0.6,577,0.2
61,2,6,1,2,3,魚肉練製品,481,0.1,506,0.1,336,0.1,832,0.3,314,0.1
62,2,6,1,2,4,他の魚介加工品,801,0.2,876,0.3,531,0.1,491,0.2,334,0.1
63,2,5,1,3,0,肉類,9108,2.7,9456,2.8,7701,2.1,6353,2.6,9766,3.6
64,2,6,1,3,1,生鮮肉,7551,2.2,7855,2.3,6454,1.8,4428,1.8,7896,2.9
65,2,6,1,3,2,加工肉,1556,0.5,1601,0.5,1248,0.3,1925,0.8,1870,0.7
66,2,5,1,4,0,乳卵類,4688,1.4,4800,1.4,3930,1.1,4991,2.0,6055,2.2
67,2,6,1,4,1,牛乳,1369,0.4,1385,0.4,1268,0.4,2070,0.8,791,0.3
68,2,6,1,4,2,乳製品,2235,0.7,2289,0.7,1838,0.5,1656,0.7,3975,1.5
69,2,6,1,4,3,卵,1084,0.3,1127,0.3,824,0.2,1265,0.5,1289,0.5
70,2,5,1,5,0,野菜・海藻,10008,3.0,10623,3.1,7095,2.0,9493,3.9,9886,3.6
71,2,6,1,5,1,生鮮野菜,7103,2.1,7519,2.2,5042,1.4,6371,2.6,8144,3.0
72,2,6,1,5,2,乾物・海藻,703,0.2,739,0.2,525,0.1,841,0.3,559,0.2
73,2,6,1,5,3,大豆加工品,1144,0.3,1212,0.4,882,0.2,1108,0.4,588,0.2
74,2,6,1,5,4,他の野菜・海藻加工品,1059,0.3,1152,0.3,646,0.2,1173,0.5,595,0.2
75,2,5,1,6,0,果物,3128,0.9,3331,1.0,2242,0.6,3476,1.4,1913,0.7
76,2,6,1,6,1,生鮮果物,2795,0.8,2983,0.9,1924,0.5,3295,1.3,1849,0.7
77,2,6,1,6,2,果物加工品,334,0.1,348,0.1,318,0.1,181,0.1,64,0.0
78,2,5,1,7,0,油脂・調味料,4095,1.2,4301,1.3,3236,0.9,3493,1.4,3559,1.3
79,2,6,1,7,1,油脂,512,0.2,550,0.2,348,0.1,126,0.1,774,0.3
80,2,6,1,7,2,調味料,3583,1.1,3751,1.1,2889,0.8,3367,1.4,2785,1.0
81,2,5,1,8,0,菓子類,8133,2.4,8434,2.5,6955,1.9,8590,3.5,5266,1.9
82,2,5,1,9,0,調理食品,13422,4.0,13788,4.1,11569,3.2,18598,7.6,8262,3.0
83,2,6,1,9,1,主食的調理食品,5875,1.7,5803,1.7,5953,1.7,9782,4.0,3805,1.4
84,2,6,1,9,2,他の調理食品,7547,2.2,7986,2.4,5617,1.6,8815,3.6,4457,1.6
85,2,5,1,10,0,飲料,6454,1.9,6448,1.9,5704,1.6,10003,4.1,8831,3.3
86,2,6,1,10,1,茶類,1351,0.4,1363,0.4,1211,0.3,1842,0.7,1480,0.5
87,2,6,1,10,2,コーヒー・ココア,1252,0.4,1214,0.4,1186,0.3,1593,0.6,2895,1.1
88,2,6,1,10,3,他の飲料,3850,1.1,3871,1.1,3307,0.9,6568,2.7,4456,1.6
89,2,5,1,11,0,酒類,4371,1.3,4254,1.3,4170,1.2,5886,2.4,8950,3.3
90,2,5,1,12,0,外食,20092,5.9,20222,6.0,19298,5.4,15689,6.4,26249,9.7
91,2,6,1,12,1,一般外食,19173,5.7,19359,5.7,18142,5.1,15689,6.4,24028,8.8
92,2,6,1,12,2,学校給食,919,0.3,864,0.3,1156,0.3,-,-,2222,0.8
93,2,4,2,0,0,住居,30116,8.9,15463,4.6,97011,27.0,48706,19.8,46609,17.2
94,2,5,2,1,0,家賃地代,17749,5.2,62,0.0,96407,26.9,48434,19.7,45511,16.8
95,2,5,2,2,0,設備修繕・維持,12367,3.7,15402,4.5,603,0.2,272,0.1,1099,0.4
96,2,6,2,2,1,設備材料,823,0.2,1009,0.3,116,0.0,131,0.1,-,-
97,2,6,2,2,2,工事その他のサービス,11544,3.4,14393,4.2,488,0.1,140,0.1,1099,0.4
98,2,4,3,0,0,光熱・水道,19364,5.7,19675,5.8,18832,5.3,14877,6.0,16337,6.0
99,2,5,3,1,0,電気代,8576,2.5,8838,2.6,7710,2.1,7961,3.2,5898,2.2
100,2,5,3,2,0,ガス代,5677,1.7,5633,1.7,5853,1.6,5898,2.4,5750,2.1
101,2,5,3,3,0,他の光熱,42,0.0,49,0.0,19,0.0,-,-,-,-
102,2,5,3,4,0,上下水道料,5070,1.5,5155,1.5,5251,1.5,1018,0.4,4689,1.7
103,2,4,4,0,0,家具・家事用品,14280,4.2,15472,4.6,8726,2.4,8376,3.4,18709,6.9
104,2,5,4,1,0,家庭用耐久財,6196,1.8,7226,2.1,1232,0.3,-,-,12557,4.6
105,2,6,4,1,1,家事用耐久財,3238,1.0,3847,1.1,1098,0.3,-,-,77,0.0
106,2,6,4,1,2,冷暖房用器具,2912,0.9,3321,1.0,134,0.0,-,-,12480,4.6
107,2,6,4,1,3,一般家具,47,0.0,59,0.0,-,-,-,-,-,-
108,2,5,4,2,0,室内装備・装飾品,392,0.1,421,0.1,355,0.1,-,-,-,-
109,2,5,4,3,0,寝具類,531,0.2,562,0.2,178,0.0,2475,1.0,-,-
110,2,5,4,4,0,家事雑貨,2558,0.8,2645,0.8,2349,0.7,1128,0.5,2398,0.9
111,2,5,4,5,0,家事用消耗品,3981,1.2,4147,1.2,3167,0.9,4212,1.7,3753,1.4
112,2,5,4,6,0,家事サービス,622,0.2,470,0.1,1445,0.4,561,0.2,-,-
113,2,4,5,0,0,被服及び履物,12854,3.8,13390,4.0,11233,3.1,8521,3.5,9593,3.5
114,2,5,5,1,0,和服,45,0.0,57,0.0,-,-,-,-,-,-
115,2,5,5,2,0,洋服,5355,1.6,5431,1.6,5775,1.6,2179,0.9,2458,0.9
116,2,6,5,2,1,男子用洋服,1792,0.5,1358,0.4,4268,1.2,-,-,839,0.3
117,2,6,5,2,2,婦人用洋服,3102,0.9,3574,1.1,1224,0.3,2003,0.8,895,0.3
118,2,6,5,2,3,子供用洋服,462,0.1,500,0.1,282,0.1,175,0.1,725,0.3
