1,"東京都生計分析調査　令和 5年10月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１２表　勤め先収入７分位階層別１世帯当たり１か月間の公共的料金支出　―　勤労者世帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",336,-,-,46,-,52,-,52,-,48,-,48,-,45,-,45,-
7,"0","0","世帯人員",3.31,-,-,3.10,-,2.88,-,3.56,-,3.34,-,3.40,-,3.65,-,3.25,-
8,"0","0","有業人員",1.76,-,-,1.60,-,1.58,-,1.76,-,1.62,-,1.92,-,2.03,-,1.84,-
9,"0","0","世帯主平均年齢",50.0,-,-,56.2,-,50.7,-,47.6,-,47.0,-,48.8,-,48.9,-,51.2,-
10,"0","0","消費支出",412250,-,12.3,234593,-,404558,-,359000,-,344113,-,366313,-,611484,-,561453,-
11,"0","0","公共的料金",124091,30.1,10.1,64513,27.5,118021,29.2,91726,25.6,111496,32.4,94328,25.8,179464,29.3,207465,37.0
12,"1","0","公共料金等",70335,17.1,-3.3,40764,17.4,84522,20.9,44199,12.3,63914,18.6,72263,19.7,95703,15.7,89958,16.0
13,"1","1","米",1556,0.4,-12.0,1238,0.5,1786,0.4,1700,0.5,1159,0.3,1835,0.5,1514,0.2,1637,0.3
14,"1","1","食塩",43,0.0,48.3,55,0.0,16,0.0,25,0.0,66,0.0,32,0.0,78,0.0,30,0.0
15,"1","1","学校給食",597,0.1,-63.8,-,-,457,0.1,736,0.2,502,0.1,900,0.2,765,0.1,798,0.1
16,"1","1","公営家賃",916,0.2,-90.6,672,0.3,1733,0.4,-,-,-,-,3935,1.1,-,-,-,-
17,"1","1","電気代",11195,2.7,-18.7,10231,4.4,9219,2.3,9030,2.5,10341,3.0,12690,3.5,11858,1.9,14926,2.7
18,"1","1","都市ガス",2959,0.7,-27.0,2151,0.9,2634,0.7,3213,0.9,2827,0.8,3453,0.9,3071,0.5,3335,0.6
19,"1","1","上下水道料",4662,1.1,-13.5,3415,1.5,5754,1.4,3954,1.1,4670,1.4,4182,1.1,5400,0.9,5219,0.9
20,"1","1","医科診療代",3401,0.8,0.4,2314,1.0,7067,1.7,2843,0.8,1702,0.5,2087,0.6,3112,0.5,4577,0.8
21,"1","1","歯科診療代",6735,1.6,141.7,4972,2.1,25991,6.4,1169,0.3,829,0.2,2349,0.6,8620,1.4,2945,0.5
22,"1","1","出産入院料",1235,0.3,788.5,-,-,-,-,-,-,8747,2.5,-,-,-,-,-,-
23,"1","1","他の入院料",681,0.2,-58.2,-,-,2562,0.6,-,-,-,-,-,-,-,-,2133,0.4
24,"1","1","鉄道運賃",3705,0.9,-5.2,2463,1.0,4402,1.1,1571,0.4,3626,1.1,2748,0.8,3724,0.6,7324,1.3
25,"1","1","鉄道通学定期代",2382,0.6,1.8,-,-,686,0.2,1667,0.5,2171,0.6,1901,0.5,5062,0.8,5150,0.9
26,"1","1","鉄道通勤定期代",6062,1.5,72.5,1738,0.7,3324,0.8,4555,1.3,5276,1.5,6174,1.7,15802,2.6,5620,1.0
27,"1","1","バス代",428,0.1,56.2,80,0.0,510,0.1,223,0.1,583,0.2,303,0.1,515,0.1,776,0.1
28,"1","1","バス通学定期代",27,0.0,-69.0,-,-,-,-,118,0.0,71,0.0,-,-,-,-,-,-
29,"1","1","バス通勤定期代",308,0.1,98.7,-,-,-,-,-,-,379,0.1,-,-,1793,0.3,14,0.0
30,"1","1","タクシー代",703,0.2,62.4,987,0.4,325,0.1,341,0.1,416,0.1,341,0.1,253,0.0,2249,0.4
31,"1","1","航空運賃",3054,0.7,258.5,-,-,2811,0.7,-,-,2056,0.6,-,-,1788,0.3,14500,2.6
32,"1","1","郵便料",236,0.1,126.9,151,0.1,273,0.1,98,0.0,145,0.0,174,0.0,595,0.1,216,0.0
33,"1","1","固定電話通信料",846,0.2,-20.0,742,0.3,994,0.2,702,0.2,491,0.1,1028,0.3,1209,0.2,754,0.1
34,"1","1","携帯電話通信料",10609,2.6,0.9,7224,3.1,9971,2.5,8687,2.4,11994,3.5,11364,3.1,12419,2.0,12527,2.2
35,"1","1","ＮＨＫ放送受信料",1008,0.2,-31.1,651,0.3,943,0.2,744,0.2,952,0.3,885,0.2,1617,0.3,1260,0.2
36,"1","1","ケーブルテレビ放送受信料",990,0.2,5.7,792,0.3,1227,0.3,611,0.2,485,0.1,1069,0.3,1219,0.2,1503,0.3
37,"1","1","他の放送受信料",195,0.0,16.8,63,0.0,320,0.1,-,-,36,0.0,287,0.1,195,0.0,451,0.1
38,"1","1","国公立小学校",641,0.2,47.0,-,-,355,0.1,573,0.2,1204,0.3,440,0.1,1205,0.2,716,0.1
39,"1","1","国公立中学校",272,0.1,-56.6,-,-,186,0.0,185,0.1,407,0.1,176,0.0,682,0.1,268,0.0
40,"1","1","国公立高校",1435,0.3,462.7,-,-,-,-,-,-,1200,0.3,4888,1.3,3941,0.6,-,-
41,"1","1","国公立大学",2265,0.5,...,-,-,-,-,-,-,-,-,7120,1.9,8731,1.4,-,-
42,"1","1","たばこ",1189,0.3,-0.1,825,0.4,975,0.2,1456,0.4,1580,0.5,1903,0.5,534,0.1,1031,0.2
43,"2","0","準公共料金等",53756,13.0,34.4,23750,10.1,33499,8.3,47527,13.2,47582,13.8,22065,6.0,83762,13.7,117508,20.9
44,"2","1","牛乳",1593,0.4,15.0,1316,0.6,1211,0.3,1697,0.5,1239,0.4,1569,0.4,1829,0.3,2280,0.4
45,"2","1","灯油",8,0.0,-86.7,-,-,-,-,-,-,56,0.0,-,-,-,-,-,-
46,"2","1","プロパンガス",151,0.0,-43.0,332,0.1,228,0.1,-,-,-,-,401,0.1,58,0.0,34,0.0
47,"2","1","理髪料",294,0.1,-23.4,228,0.1,194,0.0,344,0.1,186,0.1,264,0.1,198,0.0,636,0.1
48,"2","1","パーマネント代",113,0.0,-28.5,-,-,-,-,-,-,386,0.1,-,-,413,0.1,-,-
49,"2","1","洗濯代",655,0.2,4.6,442,0.2,611,0.2,834,0.2,215,0.1,421,0.1,834,0.1,1214,0.2
50,"2","1","新聞",1800,0.4,12.4,1761,0.8,1334,0.3,1390,0.4,1000,0.3,1195,0.3,2273,0.4,3633,0.6
51,"2","1","私立小学校",252,0.1,-65.0,-,-,-,-,-,-,-,-,-,-,-,-,1735,0.3
52,"2","1","私立中学校",3117,0.8,351.1,-,-,-,-,771,0.2,71,0.0,1686,0.5,-,-,18974,3.4
53,"2","1","私立高校",3545,0.9,-16.4,-,-,2472,0.6,1152,0.3,1341,0.4,9530,2.6,729,0.1,9282,1.7
54,"2","1","私立大学",26750,6.5,75.1,7534,3.2,986,0.2,31477,8.8,20643,6.0,-,-,64563,10.6,62239,11.1
55,"2","1","幼児教育費用",1030,0.2,-20.8,-,-,1164,0.3,4249,1.2,502,0.1,655,0.2,490,0.1,123,0.0
56,"2","1","民営家賃",13569,3.3,5.1,12138,5.2,25299,6.3,5017,1.4,16322,4.7,6343,1.7,12374,2.0,17358,3.1
57,"2","1","地代",879,0.2,131.3,-,-,-,-,595,0.2,5621,1.6,-,-,-,-,-,-
