1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,
2,,,,,,,第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,2人／実数（円）,2人／構成比（％）,3人／実数（円）,3人／構成比（％）,4人／実数（円）,4人／構成比（％）,5人以上／実数（円）,5人以上／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,2676,-,3280,-,3159,-,886,-
7,0,0,0,0,0,調査世帯数,331,-,89,-,108,-,103,-,31,-
8,0,0,0,0,0,世帯人員,3.24,-,2.00,-,3.00,-,4.00,-,5.18,-
9,0,0,0,0,0,有業人員,1.80,-,1.47,-,1.84,-,2.01,-,1.84,-
10,0,0,0,0,0,世帯主平均年齢,51.1,-,54.7,-,52.8,-,47.4,-,46.4,-
11,1,0,0,0,0,受取,1460118,-,1312995,-,1477459,-,1477606,-,1778058,-
12,1,1,0,0,0,実収入,628462,100.0,579162,100.0,609286,100.0,655197,100.0,753082,100.0
13,1,2,0,0,0,経常収入,621883,99.0,576835,99.6,600199,98.5,648472,99.0,743457,98.7
14,1,3,0,0,0,勤め先収入,557407,88.7,483214,83.4,519119,85.2,613314,93.6,723963,96.1
15,1,4,0,0,0,世帯主収入,443906,70.6,379148,65.5,397935,65.3,500511,76.4,607920,80.7
16,1,6,0,0,0,うち男,423024,67.3,329903,57.0,388262,63.7,493116,75.3,583137,77.4
17,1,5,0,0,0,定期収入,430046,68.4,365063,63.0,388834,63.8,480463,73.3,599191,79.6
18,1,5,0,0,0,臨時収入,6333,1.0,5674,1.0,6897,1.1,5635,0.9,8729,1.2
19,1,5,0,0,0,賞与,7526,1.2,8411,1.5,2204,0.4,14413,2.2,-,-
20,1,4,0,0,0,世帯主の配偶者の収入,100064,15.9,97603,16.9,106973,17.6,91135,13.9,113761,15.1
21,1,6,0,0,0,うち女,95079,15.1,90336,15.6,106973,17.6,85729,13.1,98715,13.1
22,1,4,0,0,0,他の世帯員収入,13437,2.1,6463,1.1,14211,2.3,21669,3.3,2281,0.3
23,1,3,0,0,0,事業・内職収入,8755,1.4,14523,2.5,5543,0.9,9388,1.4,965,0.1
24,1,4,0,0,0,家賃収入,5452,0.9,12915,2.2,1679,0.3,4576,0.7,-,-
25,1,4,0,0,0,他の事業収入,1634,0.3,-,-,3576,0.6,1461,0.2,-,-
26,1,4,0,0,0,内職収入,1669,0.3,1608,0.3,288,0.0,3351,0.5,965,0.1
27,1,3,0,0,0,他の経常収入,55721,8.9,79098,13.7,75537,12.4,25769,3.9,18529,2.5
28,1,4,0,0,0,財産収入,379,0.1,810,0.1,160,0.0,346,0.1,0,0.0
29,1,4,0,0,0,社会保障給付,55342,8.8,78287,13.5,75377,12.4,25423,3.9,18529,2.5
30,1,5,0,0,0,公的年金給付,49341,7.9,71679,12.4,68797,11.3,19109,2.9,17623,2.3
31,1,5,0,0,0,他の社会保障給付,6001,1.0,6609,1.1,6579,1.1,6314,1.0,907,0.1
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,6580,1.0,2327,0.4,9087,1.5,6725,1.0,9625,1.3
34,1,3,0,0,0,受贈金,1706,0.3,38,0.0,3857,0.6,398,0.1,3445,0.5
35,1,3,0,0,0,他の特別収入,4874,0.8,2289,0.4,5230,0.9,6327,1.0,6180,0.8
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),552238,-,457399,-,534821,-,567991,-,847091,-
37,1,2,0,0,0,預貯金引出,413890,-,320231,-,388510,-,439897,-,698092,-
38,1,2,0,0,0,保険金,10455,-,17388,-,10405,-,3752,-,13600,-
39,1,3,0,0,0,個人・企業年金保険金,7922,-,12421,-,10405,-,3752,-,-,-
40,1,3,0,0,0,他の保険金,2534,-,4967,-,-,-,-,-,13600,-
41,1,2,0,0,0,有価証券売却,-,-,-,-,-,-,-,-,-,-
42,1,2,0,0,0,土地家屋借入金,-,-,-,-,-,-,-,-,-,-
43,1,2,0,0,0,他の借入金,685,-,230,-,1469,-,448,-,-,-
44,1,2,0,0,0,クレジット購入借入金,126637,-,117993,-,134437,-,123406,-,135399,-
45,1,2,0,0,0,土地家屋売却,-,-,-,-,-,-,-,-,-,-
46,1,2,0,0,0,実収入以外の受取のその他,571,-,1557,-,-,-,488,-,-,-
47,1,1,0,0,0,繰入金,279417,-,276433,-,333351,-,254418,-,177885,-
48,2,0,0,0,0,支払,1460118,-,1312995,-,1477459,-,1477606,-,1778058,-
49,2,1,0,0,0,実支出,510767,-,452799,-,490277,-,500095,-,799825,-
50,2,2,0,0,0,生計支出,397252,-,333747,-,387265,-,387461,-,661008,-
51,2,3,0,0,0,消費支出,397252,100.0,333747,100.0,387265,100.0,387461,100.0,661008,100.0
52,2,4,1,0,0,食料,97313,24.5,84930,25.4,97852,25.3,100427,25.9,121627,18.4
53,2,5,1,1,0,穀類,7330,1.8,5604,1.7,7320,1.9,8089,2.1,9878,1.5
54,2,6,1,1,1,米類,1636,0.4,1036,0.3,2065,0.5,1506,0.4,2316,0.4
55,2,6,1,1,2,パン,3373,0.8,2682,0.8,3078,0.8,3916,1.0,4616,0.7
56,2,6,1,1,3,麺類,1760,0.4,1377,0.4,1685,0.4,1995,0.5,2353,0.4
57,2,6,1,1,4,他の穀類,562,0.1,510,0.2,492,0.1,672,0.2,592,0.1
58,2,5,1,2,0,魚介類,5544,1.4,4585,1.4,6267,1.6,5326,1.4,6541,1.0
59,2,6,1,2,1,生鮮魚介,3197,0.8,2391,0.7,3852,1.0,3209,0.8,3169,0.5
60,2,6,1,2,2,塩干魚介,1001,0.3,919,0.3,1029,0.3,893,0.2,1527,0.2
61,2,6,1,2,3,魚肉練製品,559,0.1,546,0.2,530,0.1,547,0.1,746,0.1
62,2,6,1,2,4,他の魚介加工品,787,0.2,730,0.2,856,0.2,677,0.2,1098,0.2
63,2,5,1,3,0,肉類,9439,2.4,6529,2.0,9085,2.3,10598,2.7,15410,2.3
64,2,6,1,3,1,生鮮肉,7748,2.0,5424,1.6,7327,1.9,8837,2.3,12442,1.9
65,2,6,1,3,2,加工肉,1691,0.4,1105,0.3,1758,0.5,1761,0.5,2967,0.4
66,2,5,1,4,0,乳卵類,4937,1.2,3725,1.1,5166,1.3,5136,1.3,7041,1.1
67,2,6,1,4,1,牛乳,1382,0.3,847,0.3,1597,0.4,1494,0.4,1798,0.3
68,2,6,1,4,2,乳製品,2455,0.6,1949,0.6,2557,0.7,2476,0.6,3536,0.5
69,2,6,1,4,3,卵,1100,0.3,929,0.3,1012,0.3,1166,0.3,1707,0.3
70,2,5,1,5,0,野菜・海藻,9905,2.5,8501,2.5,10449,2.7,9568,2.5,13330,2.0
71,2,6,1,5,1,生鮮野菜,7040,1.8,5859,1.8,7499,1.9,6884,1.8,9472,1.4
72,2,6,1,5,2,乾物・海藻,668,0.2,526,0.2,688,0.2,632,0.2,1153,0.2
73,2,6,1,5,3,大豆加工品,1077,0.3,927,0.3,1185,0.3,1044,0.3,1250,0.2
74,2,6,1,5,4,他の野菜・海藻加工品,1119,0.3,1190,0.4,1078,0.3,1008,0.3,1456,0.2
75,2,5,1,6,0,果物,3064,0.8,2828,0.8,3371,0.9,3058,0.8,2657,0.4
76,2,6,1,6,1,生鮮果物,2606,0.7,2449,0.7,2772,0.7,2691,0.7,2161,0.3
77,2,6,1,6,2,果物加工品,458,0.1,379,0.1,599,0.2,367,0.1,496,0.1
78,2,5,1,7,0,油脂・調味料,4290,1.1,3785,1.1,4538,1.2,4085,1.1,5626,0.9
79,2,6,1,7,1,油脂,429,0.1,248,0.1,475,0.1,451,0.1,721,0.1
80,2,6,1,7,2,調味料,3861,1.0,3537,1.1,4063,1.0,3634,0.9,4905,0.7
81,2,5,1,8,0,菓子類,8572,2.2,6716,2.0,8089,2.1,9193,2.4,13754,2.1
82,2,5,1,9,0,調理食品,14001,3.5,13156,3.9,14322,3.7,13471,3.5,17256,2.6
83,2,6,1,9,1,主食的調理食品,6544,1.6,7274,2.2,6465,1.7,5871,1.5,7024,1.1
84,2,6,1,9,2,他の調理食品,7457,1.9,5882,1.8,7857,2.0,7600,2.0,10231,1.5
85,2,5,1,10,0,飲料,6163,1.6,6111,1.8,6337,1.6,5412,1.4,8356,1.3
86,2,6,1,10,1,茶類,1371,0.3,1497,0.4,1542,0.4,937,0.2,1897,0.3
87,2,6,1,10,2,コーヒー・ココア,1269,0.3,1436,0.4,1302,0.3,1043,0.3,1447,0.2
88,2,6,1,10,3,他の飲料,3523,0.9,3177,1.0,3493,0.9,3431,0.9,5012,0.8
89,2,5,1,11,0,酒類,3690,0.9,3937,1.2,4247,1.1,2692,0.7,4445,0.7
90,2,5,1,12,0,外食,20378,5.1,19453,5.8,18661,4.8,23799,6.1,17334,2.6
91,2,6,1,12,1,一般外食,19734,5.0,19453,5.8,18092,4.7,22911,5.9,15334,2.3
92,2,6,1,12,2,学校給食,644,0.2,-,-,569,0.1,888,0.2,2000,0.3
93,2,4,2,0,0,住居,27852,7.0,55538,16.6,14027,3.6,18527,4.8,28641,4.3
94,2,5,2,1,0,家賃地代,19654,4.9,31220,9.4,10872,2.8,17558,4.5,24703,3.7
95,2,5,2,2,0,設備修繕・維持,8198,2.1,24318,7.3,3155,0.8,969,0.3,3938,0.6
96,2,6,2,2,1,設備材料,796,0.2,1813,0.5,412,0.1,176,0.0,1359,0.2
97,2,6,2,2,2,工事その他のサービス,7401,1.9,22505,6.7,2743,0.7,793,0.2,2579,0.4
98,2,4,3,0,0,光熱・水道,26521,6.7,24298,7.3,26270,6.8,25420,6.6,38089,5.8
99,2,5,3,1,0,電気代,12809,3.2,12281,3.7,12399,3.2,12802,3.3,15956,2.4
100,2,5,3,2,0,ガス代,8918,2.2,8574,2.6,8883,2.3,8040,2.1,13214,2.0
101,2,5,3,3,0,他の光熱,43,0.0,12,0.0,2,0.0,55,0.0,246,0.0
