1,"東京都生計分析調査　令和 5年 7月","","","","","","","","","","","","","","",""
2,"","","","","","","第６表　世帯人員別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","2人／実数（円）","2人／構成比（％）","3人／実数（円）","3人／構成比（％）","4人／実数（円）","4人／構成比（％）","5人以上／実数（円）","5人以上／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,2672,-,3083,-,3439,-,806,-
7,"0","0","0","0","0","調査世帯数",340,-,93,-,99,-,119,-,29,-
8,"0","0","0","0","0","世帯人員",3.27,-,2.00,-,3.00,-,4.00,-,5.34,-
9,"0","0","0","0","0","有業人員",1.77,-,1.51,-,1.77,-,1.99,-,1.68,-
10,"0","0","0","0","0","世帯主平均年齢",49.3,-,52.1,-,50.4,-,47.4,-,44.5,-
11,"1","0","0","0","0","受取",1713810,-,1403624,-,1678478,-,1963446,-,1812429,-
12,"1","1","0","0","0","実収入",779580,100.0,641330,100.0,740152,100.0,896718,100.0,889046,100.0
13,"1","2","0","0","0","経常収入",775251,99.4,638239,99.5,735363,99.4,892715,99.6,880985,99.1
14,"1","3","0","0","0","勤め先収入",755983,97.0,618094,96.4,715974,96.7,875458,97.6,856507,96.3
15,"1","4","0","0","0","世帯主収入",640363,82.1,522879,81.5,581662,78.6,752856,84.0,774515,87.1
16,"1","6","0","0","0","うち男",602006,77.2,474042,73.9,536620,72.5,733705,81.8,714539,80.4
17,"1","5","0","0","0","定期収入",444225,57.0,383273,59.8,440756,59.5,465541,51.9,568661,64.0
18,"1","5","0","0","0","臨時収入",2303,0.3,1509,0.2,1432,0.2,3878,0.4,1542,0.2
19,"1","5","0","0","0","賞与",193835,24.9,138097,21.5,139475,18.8,283437,31.6,204312,23.0
20,"1","4","0","0","0","世帯主の配偶者の収入",104149,13.4,86663,13.5,121692,16.4,108591,12.1,76071,8.6
