1,"東京都生計分析調査　令和 5年 7月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―　全　世　帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",621,-,-,93,-,92,-,85,-,88,-,90,-,86,-,87,-
7,"0","0","世帯人員",2.97,-,-,2.76,-,2.88,-,2.93,-,2.94,-,2.91,-,3.20,-,3.17,-
8,"0","0","有業人員",1.42,-,-,1.18,-,1.40,-,1.36,-,1.44,-,1.45,-,1.54,-,1.58,-
9,"0","0","世帯主平均年齢",58.7,-,-,63.1,-,58.3,-,58.7,-,60.0,-,58.0,-,56.2,-,56.5,-
10,"0","0","消費支出",319403,-,1.4,107372,-,171569,-,217987,-,265886,-,323312,-,414548,-,730202,-
11,"0","0","公共的料金",80229,25.1,3.3,22835,21.3,42647,24.9,51936,23.8,72871,27.4,81090,25.1,103500,25.0,185387,25.4
12,"1","0","公共料金等",52789,16.5,-4.3,19238,17.9,32105,18.7,38885,17.8,55107,20.7,58169,18.0,70614,17.0,94841,13.0
13,"1","1","米",1658,0.5,2.9,983,0.9,1286,0.7,1360,0.6,2483,0.9,2055,0.6,1892,0.5,1545,0.2
14,"1","1","食塩",38,0.0,-9.5,36,0.0,22,0.0,36,0.0,34,0.0,31,0.0,54,0.0,52,0.0
15,"1","1","学校給食",525,0.2,-26.4,84,0.1,104,0.1,470,0.2,715,0.3,804,0.2,426,0.1,1062,0.1
16,"1","1","公営家賃",1169,0.4,-65.4,234,0.2,351,0.2,1733,0.8,3311,1.2,1393,0.4,1170,0.3,-,-
17,"1","1","電気代",7853,2.5,-14.1,4602,4.3,6666,3.9,7358,3.4,8007,3.0,9469,2.9,8704,2.1,10124,1.4
18,"1","1","都市ガス",3823,1.2,-15.3,2216,2.1,3047,1.8,3295,1.5,3872,1.5,4185,1.3,4537,1.1,5586,0.8
19,"1","1","上下水道料",4490,1.4,5.8,2615,2.4,3745,2.2,4081,1.9,5401,2.0,5390,1.7,5033,1.2,5146,0.7
20,"1","1","医科診療代",4161,1.3,-13.1,1299,1.2,2963,1.7,2250,1.0,5093,1.9,4513,1.4,4636,1.1,8304,1.1
21,"1","1","歯科診療代",2392,0.7,-31.3,546,0.5,291,0.2,667,0.3,2069,0.8,3070,0.9,4725,1.1,5354,0.7
22,"1","1","出産入院料",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,"1","1","他の入院料",2325,0.7,315.9,-,-,-,-,400,0.2,1019,0.4,244,0.1,2420,0.6,12079,1.7
24,"1","1","鉄道運賃",4411,1.4,22.7,258,0.2,1742,1.0,2334,1.1,6347,2.4,5246,1.6,7312,1.8,7587,1.0
25,"1","1","鉄道通学定期代",167,0.1,-37.5,-,-,257,0.1,-,-,229,0.1,164,0.1,208,0.1,303,0.0
26,"1","1","鉄道通勤定期代",1477,0.5,-9.1,-,-,-,-,147,0.1,-,-,3897,1.2,1827,0.4,4445,0.6
