1,東京都生計分析調査　令和 5年 5月,,,,,,,,,,,,,,,,,,,
2,,,,第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―　全　世　帯　―,,,,,,,,,,,,,,,,
3,,,,項目（0：世帯数等　1：公共料金等　2：準公共料金等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
4,項目,階層,項目名,都平均／実数（円）,都平均／負担率（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／負担率（％）,第2階層／実数（円）,第2階層／負担率（％）,第3階層／実数（円）,第3階層／負担率（％）,第4階層／実数（円）,第4階層／負担率（％）,第5階層／実数（円）,第5階層／負担率（％）,第6階層／実数（円）,第6階層／負担率（％）,第7階層／実数（円）,第7階層／負担率（％）
5,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,0,0,調査世帯数,614,-,-,89,-,86,-,84,-,89,-,90,-,85,-,91,-
7,0,0,世帯人員,2.95,-,-,2.65,-,2.90,-,2.77,-,2.98,-,3.05,-,3.02,-,3.32,-
8,0,0,有業人員,1.43,-,-,1.06,-,1.27,-,1.27,-,1.52,-,1.60,-,1.48,-,1.77,-
9,0,0,世帯主平均年齢,59.3,-,-,63.5,-,59.6,-,63.6,-,59.5,-,59.1,-,54.6,-,55.3,-
10,0,0,消費支出,314270,-,-1.2,108268,-,171854,-,217064,-,262902,-,322986,-,413939,-,699033,-
11,0,0,公共的料金,89066,28.3,-2.5,27369,25.3,45432,26.4,60006,27.6,73119,27.8,88911,27.5,110119,26.6,217182,31.1
12,1,0,公共料金等,58564,18.6,1.4,23506,21.7,34000,19.8,47443,21.9,54663,20.8,66062,20.5,84135,20.3,99743,14.3
13,1,1,米,1702,0.5,1.9,806,0.7,1201,0.7,1968,0.9,1942,0.7,1590,0.5,2048,0.5,2349,0.3
14,1,1,食塩,39,0.0,-11.4,13,0.0,23,0.0,46,0.0,48,0.0,29,0.0,63,0.0,51,0.0
15,1,1,学校給食,654,0.2,-44.6,108,0.1,245,0.1,374,0.2,493,0.2,975,0.3,1486,0.4,896,0.1
16,1,1,公営家賃,1493,0.5,-52.5,904,0.8,204,0.1,1567,0.7,2291,0.9,4479,1.4,1006,0.2,-,-
17,1,1,電気代,10628,3.4,-1.8,6696,6.2,8784,5.1,9876,4.5,11761,4.5,11521,3.6,11997,2.9,13715,2.0
18,1,1,都市ガス,6563,2.1,-2.5,3514,3.2,5725,3.3,6317,2.9,7010,2.7,7983,2.5,7522,1.8,7842,1.1
19,1,1,上下水道料,5285,1.7,40.8,1927,1.8,5125,3.0,5492,2.5,4735,1.8,6429,2.0,5544,1.3,7699,1.1
20,1,1,医科診療代,4251,1.4,25.8,1742,1.6,1914,1.1,3233,1.5,3506,1.3,4556,1.4,4937,1.2,9813,1.4
21,1,1,歯科診療代,1964,0.6,-43.5,350,0.3,668,0.4,794,0.4,2076,0.8,1456,0.5,3108,0.8,5264,0.8
22,1,1,出産入院料,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
23,1,1,他の入院料,587,0.2,-36.3,-,-,-,-,215,0.1,-,-,-,-,1224,0.3,2657,0.4
24,1,1,鉄道運賃,4448,1.4,64.9,605,0.6,1354,0.8,2637,1.2,2806,1.1,5509,1.7,10539,2.5,7677,1.1
25,1,1,鉄道通学定期代,188,0.1,-44.7,214,0.2,-,-,-,-,-,-,-,-,62,0.0,1029,0.1
26,1,1,鉄道通勤定期代,1662,0.5,-2.8,-,-,96,0.1,487,0.2,475,0.2,1912,0.6,5062,1.2,3599,0.5
27,1,1,バス代,422,0.1,227.1,61,0.1,88,0.1,102,0.0,807,0.3,528,0.2,527,0.1,835,0.1
28,1,1,バス通学定期代,8,0.0,-86.0,-,-,-,-,-,-,-,-,59,0.0,-,-,-,-
29,1,1,バス通勤定期代,1,0.0,-98.3,-,-,-,-,-,-,-,-,-,-,8,0.0,-,-
