1,東京都生計分析調査　令和 5年 4月,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第３表　勤め先収入７分位階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―　,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,都平均／対前年同月増加率（％）,第1階層／実数（円）,第1階層／構成比（％）,第2階層／実数（円）,第2階層／構成比（％）,第3階層／実数（円）,第3階層／構成比（％）,第4階層／実数（円）,第4階層／構成比（％）,第5階層／実数（円）,第5階層／構成比（％）,第6階層／実数（円）,第6階層／構成比（％）,第7階層／実数（円）,第7階層／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
7,0,0,0,0,0,調査世帯数,331,-,-,47,-,47,-,46,-,45,-,48,-,50,-,48,-
8,0,0,0,0,0,世帯人員,3.24,-,-,2.89,-,3.21,-,3.21,-,3.14,-,3.44,-,3.37,-,3.43,-
9,0,0,0,0,0,有業人員,1.80,-,-,1.60,-,1.67,-,1.73,-,1.72,-,1.76,-,2.00,-,2.10,-
10,0,0,0,0,0,世帯主平均年齢,51.1,-,-,57.3,-,51.5,-,51.3,-,49.2,-,49.2,-,50.9,-,48.1,-
11,1,0,0,0,0,受取,1460118,-,11.4,619712,-,1219100,-,1227872,-,1398149,-,1373989,-,1820598,-,2536357,-
12,1,1,0,0,0,実収入,628462,100.0,15.4,198911,100.0,407358,100.0,550133,100.0,584401,100.0,671634,100.0,789317,100.0,1187145,100.0
13,1,2,0,0,0,経常収入,621883,99.0,15.9,196462,98.8,400991,98.4,537846,97.8,573049,98.1,665427,99.1,785658,99.5,1183423,99.7
14,1,3,0,0,0,勤め先収入,557407,88.7,12.5,64713,32.5,292018,71.7,425698,77.4,533939,91.4,645294,96.1,775537,98.3,1154091,97.2
15,1,4,0,0,0,世帯主収入,443906,70.6,7.8,59360,29.8,265873,65.3,353175,64.2,443921,76.0,558735,83.2,596726,75.6,822789,69.3
16,1,6,0,0,0,うち男,423024,67.3,8.5,41243,20.7,223711,54.9,338345,61.5,422204,72.2,533950,79.5,572154,72.5,822789,69.3
17,1,5,0,0,0,定期収入,430046,68.4,7.6,58906,29.6,264227,64.9,344461,62.6,428583,73.3,533034,79.4,581972,73.7,792466,66.8
18,1,5,0,0,0,臨時収入,6333,1.0,-4.5,454,0.2,1646,0.4,2530,0.5,7591,1.3,16458,2.5,7349,0.9,8398,0.7
19,1,5,0,0,0,賞与,7526,1.2,37.1,-,-,-,-,6184,1.1,7747,1.3,9243,1.4,7405,0.9,21925,1.8
20,1,4,0,0,0,世帯主の配偶者の収入,100064,15.9,36.8,1219,0.6,26144,6.4,44353,8.1,75688,13.0,83223,12.4,166835,21.1,299529,25.2
21,1,6,0,0,0,うち女,95079,15.1,36.6,1219,0.6,21015,5.2,44353,8.1,68933,11.8,83223,12.4,143904,18.2,299529,25.2
22,1,4,0,0,0,他の世帯員収入,13437,2.1,26.7,4134,2.1,-,-,28170,5.1,14331,2.5,3336,0.5,11976,1.5,31772,2.7
23,1,3,0,0,0,事業・内職収入,8755,1.4,-26.7,9014,4.5,8551,2.1,20036,3.6,2093,0.4,5868,0.9,2581,0.3,13050,1.1
24,1,4,0,0,0,家賃収入,5452,0.9,53.7,8344,4.2,1708,0.4,17665,3.2,-,-,-,-,-,-,10399,0.9
25,1,4,0,0,0,他の事業収入,1634,0.3,-75.9,-,-,4104,1.0,2090,0.4,-,-,5262,0.8,-,-,-,-
