1,"東京都生計分析調査　令和 5年10月","","","","","","","","","","","","","","","","","","",""
2,"","","","第１１表　生計支出７分位階層別１世帯当たり１か月間の公共的料金支出　―　全　世　帯　―","","","","","","","","","","","","","","","",""
3,"","","","項目（0：世帯数等　1：公共料金等　2：準公共料金等）","","","","","","","","","","","","","","","",""
4,"項目","階層","項目名","都平均／実数（円）","都平均／負担率（％）","都平均／対前年同月増加率（％）","第1階層／実数（円）","第1階層／負担率（％）","第2階層／実数（円）","第2階層／負担率（％）","第3階層／実数（円）","第3階層／負担率（％）","第4階層／実数（円）","第4階層／負担率（％）","第5階層／実数（円）","第5階層／負担率（％）","第6階層／実数（円）","第6階層／負担率（％）","第7階層／実数（円）","第7階層／負担率（％）"
5,"0","0","世帯数分布",10000,-,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-,1429,-
6,"0","0","調査世帯数",639,-,-,93,-,95,-,88,-,96,-,93,-,88,-,86,-
7,"0","0","世帯人員",2.95,-,-,2.70,-,2.91,-,2.88,-,2.88,-,3.04,-,3.21,-,3.01,-
8,"0","0","有業人員",1.37,-,-,1.26,-,1.19,-,1.28,-,1.36,-,1.44,-,1.45,-,1.62,-
9,"0","0","世帯主平均年齢",59.7,-,-,63.4,-,62.6,-,59.6,-,59.4,-,58.6,-,58.2,-,55.9,-
10,"0","0","消費支出",366998,-,8.9,104692,-,173738,-,225627,-,281681,-,345443,-,467888,-,963200,-
11,"0","0","公共的料金",102740,28.0,6.6,23705,22.6,45303,26.1,60922,27.0,70537,25.0,83874,24.3,112824,24.1,319500,33.2
12,"1","0","公共料金等",63647,17.3,-3.2,19762,18.9,36483,21.0,44097,19.5,53657,19.0,63885,18.5,79894,17.1,146752,15.2
13,"1","1","米",1528,0.4,-31.6,1135,1.1,1429,0.8,1452,0.6,1458,0.5,1999,0.6,1869,0.4,1358,0.1
14,"1","1","食塩",44,0.0,10.0,38,0.0,25,0.0,51,0.0,44,0.0,25,0.0,74,0.0,49,0.0
15,"1","1","学校給食",357,0.1,-63.5,25,0.0,245,0.1,426,0.2,348,0.1,423,0.1,454,0.1,572,0.1
16,"1","1","公営家賃",843,0.2,-88.1,289,0.3,341,0.2,-,-,1931,0.7,1546,0.4,-,-,1776,0.2
17,"1","1","電気代",11594,3.2,-11.0,5626,5.4,10765,6.2,11182,5.0,12807,4.5,11701,3.4,15580,3.3,13433,1.4
18,"1","1","都市ガス",3008,0.8,-24.8,1540,1.5,2627,1.5,3132,1.4,3642,1.3,3319,1.0,3280,0.7,3501,0.4
19,"1","1","上下水道料",4803,1.3,-15.9,2388,2.3,3669,2.1,4829,2.1,5555,2.0,5364,1.6,5380,1.1,6403,0.7
20,"1","1","医科診療代",3636,1.0,-9.6,1432,1.4,1917,1.1,2050,0.9,3655,1.3,5638,1.6,5631,1.2,5119,0.5
21,"1","1","歯科診療代",6584,1.8,143.3,382,0.4,1133,0.7,3068,1.4,1018,0.4,1779,0.5,3733,0.8,34664,3.6
22,"1","1","出産入院料",650,0.2,790.4,-,-,-,-,-,-,-,-,-,-,-,-,4503,0.5
23,"1","1","他の入院料",1607,0.4,16.7,-,-,365,0.2,-,-,919,0.3,1841,0.5,5260,1.1,2856,0.3
24,"1","1","鉄道運賃",3049,0.8,-22.7,451,0.4,723,0.4,2664,1.2,2197,0.8,3460,1.0,4528,1.0,7283,0.8
25,"1","1","鉄道通学定期代",1457,0.4,0.1,64,0.1,-,-,-,-,618,0.2,2315,0.7,2449,0.5,4725,0.5
26,"1","1","鉄道通勤定期代",3380,0.9,63.8,-,-,160,0.1,2013,0.9,1305,0.5,4916,1.4,5741,1.2,9480,1.0
