1,"東京都生計分析調査　令和 5年12月","","","","","","","","",""
2,"","","主　　要　　指　　標　　　４　　―　全世帯，生計支出７分位階層別　―","","","","","","",""
3,"","","公共的料金負担率　　　〔＝（公共的料金÷消費支出） ×１００〕","","","","","","",""
4,"年次・月次コード","年次・月次","都平均","第1階層","第2階層","第3階層","第4階層","第5階層","第6階層","第7階層"
5,"nen","平成29年平均",26.9,27.6,28.5,28.6,27.8,27.3,25.8,26.2
6,"nen","平成30年平均",27.6,28.9,30.7,28.1,27.9,27.4,26.1,27.4
7,"nen","平成31年・令和元年平均",26.7,28.2,28.5,28.9,27.1,25.9,26.4,25.9
8,"nen","令和 2年平均",27.2,27.8,28.8,29.3,28.4,26.6,26.3,26.4
9,"nen","令和 3年平均",26.2,26.0,28.6,27.2,26.9,25.6,25.7,25.8
10,"nen","令和 4年平均",27.2,27.4,29.6,29.8,28.6,26.7,26.5,26.1
11,"nen","令和 5年平均",26.9,24.5,27.6,28.0,28.5,25.8,24.6,27.8
12,"tuki","令和 4年12月",24.4,26.9,26.2,25.7,24.1,27.1,23.9,22.3
13,"tuki","令和 5年 1月",27.2,30.8,31.0,32.8,29.8,30.8,23.8,23.6
14,"tuki","令和 5年 2月",30.5,29.7,32.3,35.8,33.6,33.2,28.6,27.1
15,"tuki","令和 5年 3月",27.6,29.8,33.2,31.1,30.0,28.3,26.9,24.3
16,"tuki","令和 5年 4月",34.9,25.0,30.5,26.8,29.6,28.3,29.2,44.7
17,"tuki","令和 5年 5月",28.3,25.3,26.4,27.6,27.8,27.5,26.6,31.1
18,"tuki","令和 5年 6月",26.0,24.2,26.4,26.9,25.5,25.1,24.9,26.9
19,"tuki","令和 5年 7月",25.1,21.3,24.9,23.8,27.4,25.1,25.0,25.4
20,"tuki","令和 5年 8月",21.7,21.4,28.1,26.2,26.1,25.4,25.0,15.0
21,"tuki","令和 5年 9月",26.9,23.7,23.8,25.9,27.1,26.9,22.0,30.9
22,"tuki","令和 5年10月",28.0,22.6,26.1,27.0,25.0,24.3,24.1,33.2
23,"tuki","令和 5年11月",23.1,22.1,25.4,26.5,25.8,23.1,18.8,23.0
24,"tuki","令和 5年12月",23.1,19.8,25.4,25.1,23.0,20.0,20.9,25.2
