1,"東京都生計分析調査　令和 5年 7月","","","","","","","","","","","","","","",""
2,"","","","","","","第１３表　住居所有形態別１世帯当たり１か月間の用途別生計支出　―　全　世　帯　―","","","","","","","","",""
3,"","","","","","","注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。","","","","","","","","",""
4,"","","","","","","項目（0：世帯数等　2：生計支出）","","","","","","","","",""
5,"項目","階層","大分類","中分類","小分類","項目名","都平均／実数（円）","都平均／構成比（％）","持家／実数（円）","持家／構成比（％）","民営借家／実数（円）","民営借家／構成比（％）","公営借家／実数（円）","公営借家／構成比（％）","給与住宅／実数（円）","給与住宅／構成比（％）"
6,"0","0","0","0","0","世帯数分布",10000,-,8233,-,1336,-,237,-,194,-
7,"0","0","0","0","0","調査世帯数",621,-,515,-,79,-,16,-,11,-
8,"0","0","0","0","0","世帯人員",2.97,-,2.97,-,2.91,-,2.64,-,3.78,-
9,"0","0","0","0","0","有業人員",1.42,-,1.41,-,1.52,-,0.82,-,1.72,-
10,"0","0","0","0","0","世帯主平均年齢",58.7,-,60.7,-,46.7,-,63.9,-,48.4,-
11,"2","2","0","0","0","生計支出",319403,-,318720,-,343055,-,238787,-,284139,-
12,"2","3","0","0","0","消費支出",319403,100.0,318720,100.0,343055,100.0,238787,100.0,284139,100.0
13,"2","4","1","0","0","食料",97705,30.6,100314,31.5,86424,25.2,80336,33.6,85889,30.2
14,"2","5","1","1","0","穀類",6965,2.2,7129,2.2,6045,1.8,6731,2.8,6634,2.3
15,"2","6","1","1","1","米類",1627,0.5,1680,0.5,1056,0.3,2325,1.0,2466,0.9
16,"2","6","1","1","2","パン",3032,0.9,3140,1.0,2631,0.8,2284,1.0,2116,0.7
17,"2","6","1","1","3","麺類",1860,0.6,1840,0.6,2007,0.6,1881,0.8,1670,0.6
18,"2","6","1","1","4","他の穀類",446,0.1,469,0.1,351,0.1,242,0.1,382,0.1
19,"2","5","1","2","0","魚介類",5575,1.7,5787,1.8,4116,1.2,6192,2.6,5872,2.1
20,"2","6","1","2","1","生鮮魚介",3148,1.0,3245,1.0,2303,0.7,3783,1.6,4086,1.4
21,"2","6","1","2","2","塩干魚介",1017,0.3,1064,0.3,738,0.2,966,0.4,1014,0.4
22,"2","6","1","2","3","魚肉練製品",558,0.2,589,0.2,374,0.1,694,0.3,376,0.1
23,"2","6","1","2","4","他の魚介加工品",851,0.3,889,0.3,701,0.2,748,0.3,396,0.1
24,"2","5","1","3","0","肉類",8554,2.7,8653,2.7,8247,2.4,4987,2.1,10819,3.8
25,"2","6","1","3","1","生鮮肉",6903,2.2,6958,2.2,6822,2.0,3460,1.4,9330,3.3
26,"2","6","1","3","2","加工肉",1651,0.5,1695,0.5,1425,0.4,1527,0.6,1489,0.5
27,"2","5","1","4","0","乳卵類",4999,1.6,5172,1.6,3970,1.2,4108,1.7,5850,2.1
28,"2","6","1","4","1","牛乳",1555,0.5,1620,0.5,1231,0.4,1410,0.6,1193,0.4
29,"2","6","1","4","2","乳製品",2351,0.7,2437,0.8,1807,0.5,1601,0.7,3380,1.2
30,"2","6","1","4","3","卵",1093,0.3,1114,0.3,933,0.3,1097,0.5,1277,0.4
31,"2","5","1","5","0","野菜・海藻",10870,3.4,11257,3.5,8387,2.4,11504,4.8,10774,3.8
32,"2","6","1","5","1","生鮮野菜",7703,2.4,7967,2.5,6014,1.8,7344,3.1,8540,3.0
33,"2","6","1","5","2","乾物・海藻",753,0.2,762,0.2,630,0.2,1276,0.5,586,0.2
34,"2","6","1","5","3","大豆加工品",1237,0.4,1286,0.4,930,0.3,1401,0.6,1072,0.4
35,"2","6","1","5","4","他の野菜・海藻加工品",1177,0.4,1242,0.4,813,0.2,1483,0.6,575,0.2
36,"2","5","1","6","0","果物",3980,1.2,4160,1.3,2930,0.9,5000,2.1,2323,0.8
37,"2","6","1","6","1","生鮮果物",3652,1.1,3809,1.2,2668,0.8,4930,2.1,2173,0.8
38,"2","6","1","6","2","果物加工品",328,0.1,350,0.1,262,0.1,71,0.0,150,0.1
39,"2","5","1","7","0","油脂・調味料",4149,1.3,4260,1.3,3519,1.0,4226,1.8,3706,1.3
40,"2","6","1","7","1","油脂",489,0.2,490,0.2,440,0.1,736,0.3,458,0.2
41,"2","6","1","7","2","調味料",3660,1.1,3769,1.2,3079,0.9,3489,1.5,3247,1.1
42,"2","5","1","8","0","菓子類",7937,2.5,8151,2.6,7047,2.1,7710,3.2,5241,1.8
43,"2","5","1","9","0","調理食品",14468,4.5,14880,4.7,13490,3.9,11182,4.7,7725,2.7
44,"2","6","1","9","1","主食的調理食品",6118,1.9,6245,2.0,5957,1.7,4644,1.9,3621,1.3
45,"2","6","1","9","2","他の調理食品",8351,2.6,8636,2.7,7533,2.2,6538,2.7,4104,1.4
46,"2","5","1","10","0","飲料",6722,2.1,6854,2.2,6201,1.8,5568,2.3,6151,2.2
47,"2","6","1","10","1","茶類",1371,0.4,1403,0.4,1163,0.3,1290,0.5,1566,0.6
48,"2","6","1","10","2","コーヒー・ココア",1070,0.3,1049,0.3,1228,0.4,669,0.3,1375,0.5
49,"2","6","1","10","3","他の飲料",4281,1.3,4401,1.4,3811,1.1,3609,1.5,3210,1.1
50,"2","5","1","11","0","酒類",4316,1.4,4285,1.3,3990,1.2,4646,1.9,7471,2.6
51,"2","5","1","12","0","外食",19170,6.0,19727,6.2,18482,5.4,8481,3.6,13324,4.7
52,"2","6","1","12","1","一般外食",18646,5.8,19229,6.0,17628,5.1,8481,3.6,13324,4.7
53,"2","6","1","12","2","学校給食",525,0.2,499,0.2,854,0.2,-,-,-,-
54,"2","4","2","0","0","住居",21399,6.7,8970,2.8,92011,26.8,49797,20.9,27985,9.8
55,"2","5","2","1","0","家賃地代",14897,4.7,1149,0.4,91651,26.7,49288,20.6,27870,9.8
56,"2","5","2","2","0","設備修繕・維持",6502,2.0,7821,2.5,361,0.1,509,0.2,115,0.0
57,"2","6","2","2","1","設備材料",2847,0.9,3451,1.1,29,0.0,5,0.0,115,0.0
58,"2","6","2","2","2","工事その他のサービス",3654,1.1,4370,1.4,331,0.1,504,0.2,-,-
59,"2","4","3","0","0","光熱・水道",16511,5.2,16932,5.3,14960,4.4,15866,6.6,10064,3.5
60,"2","5","3","1","0","電気代",7853,2.5,8148,2.6,6818,2.0,5984,2.5,4735,1.7
61,"2","5","3","2","0","ガス代",4137,1.3,4092,1.3,4540,1.3,4144,1.7,3251,1.1
62,"2","5","3","3","0","他の光熱",31,0.0,32,0.0,13,0.0,10,0.0,133,0.0
63,"2","5","3","4","0","上下水道料",4490,1.4,4660,1.5,3589,1.0,5729,2.4,1946,0.7
64,"2","4","4","0","0","家具・家事用品",12997,4.1,13661,4.3,9610,2.8,11294,4.7,10188,3.6
65,"2","5","4","1","0","家庭用耐久財",3051,1.0,3274,1.0,1948,0.6,2805,1.2,1492,0.5
66,"2","6","4","1","1","家事用耐久財",1742,0.5,1898,0.6,756,0.2,2144,0.9,1420,0.5
67,"2","6","4","1","2","冷暖房用器具",1179,0.4,1220,0.4,1192,0.3,661,0.3,-,-
68,"2","6","4","1","3","一般家具",130,0.0,156,0.0,-,-,-,-,72,0.0
69,"2","5","4","2","0","室内装備・装飾品",496,0.2,483,0.2,661,0.2,357,0.1,89,0.0
70,"2","5","4","3","0","寝具類",1808,0.6,2098,0.7,466,0.1,655,0.3,127,0.0
71,"2","5","4","4","0","家事雑貨",2623,0.8,2552,0.8,2756,0.8,3758,1.6,3325,1.2
72,"2","5","4","5","0","家事用消耗品",3791,1.2,3824,1.2,3444,1.0,3534,1.5,5075,1.8
73,"2","5","4","6","0","家事サービス",1229,0.4,1431,0.4,335,0.1,185,0.1,79,0.0
74,"2","4","5","0","0","被服及び履物",12394,3.9,13116,4.1,9311,2.7,4165,1.7,13024,4.6
75,"2","5","5","1","0","和服",92,0.0,112,0.0,-,-,-,-,-,-
76,"2","5","5","2","0","洋服",4652,1.5,5090,1.6,2251,0.7,1316,0.6,6651,2.3
77,"2","6","5","2","1","男子用洋服",1781,0.6,2011,0.6,626,0.2,124,0.1,2015,0.7
78,"2","6","5","2","2","婦人用洋服",2473,0.8,2694,0.8,1279,0.4,1044,0.4,3039,1.1
79,"2","6","5","2","3","子供用洋服",397,0.1,385,0.1,346,0.1,148,0.1,1597,0.6
80,"2","5","5","3","0","シャツ・セーター類",2738,0.9,2852,0.9,2283,0.7,268,0.1,4051,1.4
81,"2","6","5","3","1","男子用シャツ・セーター類",1235,0.4,1226,0.4,1391,0.4,-,-,2073,0.7
82,"2","6","5","3","2","婦人用シャツ・セーター類",1367,0.4,1505,0.5,673,0.2,268,0.1,1610,0.6
83,"2","6","5","3","3","子供用シャツ・セーター類",136,0.0,120,0.0,220,0.1,-,-,367,0.1
84,"2","5","5","4","0","下着類",1357,0.4,1377,0.4,1432,0.4,1078,0.5,322,0.1
85,"2","6","5","4","1","男子用下着類",441,0.1,481,0.2,285,0.1,110,0.0,186,0.1
86,"2","6","5","4","2","婦人用下着類",804,0.3,794,0.2,927,0.3,968,0.4,137,0.0
87,"2","6","5","4","3","子供用下着類",113,0.0,102,0.0,219,0.1,-,-,-,-
88,"2","5","5","5","0","生地・糸類",55,0.0,63,0.0,9,0.0,69,0.0,-,-
89,"2","5","5","6","0","他の被服",755,0.2,810,0.3,439,0.1,457,0.2,958,0.3
90,"2","5","5","7","0","履物類",2156,0.7,2148,0.7,2577,0.8,977,0.4,1042,0.4
91,"2","5","5","8","0","被服関連サービス",590,0.2,665,0.2,320,0.1,-,-,-,-
92,"2","4","6","0","0","保健医療",18253,5.7,19265,6.0,14130,4.1,11167,4.7,12368,4.4
93,"2","5","6","1","0","医薬品",3020,0.9,3205,1.0,1994,0.6,3035,1.3,2192,0.8
94,"2","5","6","2","0","健康保持用摂取品",1346,0.4,1384,0.4,1195,0.3,1850,0.8,176,0.1
95,"2","5","6","3","0","保健医療用品・器具",3099,1.0,3115,1.0,3086,0.9,1684,0.7,4237,1.5
96,"2","5","6","4","0","保健医療サービス",10789,3.4,11561,3.6,7855,2.3,4599,1.9,5764,2.0
97,"2","4","7","0","0","交通・通信",35608,11.1,35883,11.3,31511,9.2,22976,9.6,67610,23.8
98,"2","5","7","1","0","交通",10078,3.2,9479,3.0,14479,4.2,4184,1.8,12405,4.4
99,"2","5","7","2","0","自動車等関係費",14627,4.6,15654,4.9,5607,1.6,9612,4.0,39282,13.8
100,"2","6","7","2","1","自動車等購入",2990,0.9,3632,1.1,-,-,-,-,-,-
101,"2","6","7","2","2","自転車購入",423,0.1,107,0.0,-,-,-,-,17269,6.1
102,"2","6","7","2","3","自動車等維持",11214,3.5,11916,3.7,5607,1.6,9612,4.0,22013,7.7
103,"2","5","7","3","0","通信",10903,3.4,10750,3.4,11424,3.3,9180,3.8,15923,5.6
104,"2","4","8","0","0","教育",15502,4.9,17912,5.6,5213,1.5,681,0.3,2167,0.8
105,"2","5","8","1","0","授業料等",11863,3.7,13771,4.3,3796,1.1,584,0.2,205,0.1
106,"2","5","8","2","0","教科書・学習参考教材",109,0.0,119,0.0,28,0.0,97,0.0,253,0.1
107,"2","5","8","3","0","補習教育",3530,1.1,4022,1.3,1389,0.4,-,-,1709,0.6
108,"2","4","9","0","0","教養娯楽",37388,11.7,38780,12.2,35837,10.4,12364,5.2,19566,6.9
109,"2","5","9","1","0","教養娯楽用耐久財",3006,0.9,2899,0.9,4383,1.3,-,-,1774,0.6
110,"2","5","9","2","0","教養娯楽用品",8479,2.7,9057,2.8,6436,1.9,4016,1.7,3474,1.2
111,"2","5","9","3","0","書籍・他の印刷物",3054,1.0,3370,1.1,1654,0.5,994,0.4,1797,0.6
112,"2","5","9","4","0","教養娯楽サービス",22849,7.2,23455,7.4,23364,6.8,7353,3.1,12521,4.4
113,"2","6","9","4","1","宿泊料",3520,1.1,3574,1.1,4094,1.2,-,-,1586,0.6
114,"2","6","9","4","2","パック旅行費",3107,1.0,2515,0.8,7764,2.3,-,-,-,-
115,"2","6","9","4","3","月謝類",3939,1.2,4161,1.3,3159,0.9,-,-,4704,1.7
116,"2","6","9","4","4","他の教養娯楽サービス",12282,3.8,13205,4.1,8347,2.4,7353,3.1,6232,2.2
117,"2","4","10","0","0","その他の消費支出",51648,16.2,53886,16.9,44047,12.8,30141,12.6,35279,12.4
118,"2","5","10","1","0","諸雑費",27571,8.6,28503,8.9,25133,7.3,14319,6.0,21009,7.4
119,"2","6","10","1","1","理美容サービス",3774,1.2,3979,1.2,3184,0.9,991,0.4,2546,0.9
120,"2","6","10","1","2","理美容用品",5996,1.9,6172,1.9,5443,1.6,3348,1.4,5607,2.0
121,"2","6","10","1","3","身の回り用品",2566,0.8,2576,0.8,3134,0.9,750,0.3,474,0.2
122,"2","6","10","1","4","たばこ",1262,0.4,1044,0.3,2136,0.6,3295,1.4,2053,0.7
123,"2","6","10","1","5","他の諸雑費",13972,4.4,14733,4.6,11236,3.3,5935,2.5,10329,3.6
124,"2","5","10","2","0","こづかい",5507,1.7,5539,1.7,5479,1.6,6800,2.8,2792,1.0
125,"2","5","10","3","0","交際費",17261,5.4,18502,5.8,11914,3.5,9022,3.8,11478,4.0
126,"2","6","10","3","0","食料",5945,1.9,6330,2.0,4563,1.3,3420,1.4,2196,0.8
127,"2","6","10","3","0","家具・家事用品",191,0.1,166,0.1,356,0.1,-,-,354,0.1
128,"2","6","10","3","0","被服及び履物",290,0.1,259,0.1,11,0.0,-,-,3854,1.4
129,"2","6","10","3","0","教養娯楽",1321,0.4,1579,0.5,117,0.0,228,0.1,-,-
130,"2","6","10","3","0","他の物品サービス",1239,0.4,1290,0.4,1294,0.4,-,-,228,0.1
131,"2","6","10","3","6","贈与金",4548,1.4,4821,1.5,3419,1.0,4532,1.9,777,0.3
132,"2","6","10","3","7","他の交際費",3727,1.2,4057,1.3,2154,0.6,842,0.4,4070,1.4
133,"2","5","10","4","0","仕送り金",1309,0.4,1343,0.4,1522,0.4,-,-,-,-
134,"2","3","0","0","0","土地家屋購入",-,-,-,-,-,-,-,-,-,-
135,"2","3","0","0","0","（再掲）教育関係費",17289,5.4,19785,6.2,6943,2.0,875,0.4,2664,0.9
136,"2","3","0","0","0","（再掲）教養娯楽関係費",44843,14.0,46005,14.4,45207,13.2,15769,6.6,28520,10.0
