1,東京都生計分析調査　令和 5年 2月,,,,,,,,,,,,,,,,,,,,,,,
2,,,,,,,第８表　世帯主年齢階層別１世帯当たり１か月間の収入と用途別生計支出　―　勤労者世帯　―,,,,,,,,,,,,,,,,,
3,,,,,,,注）1)は「住居」のほか、「自動車等購入」、「贈与金」、「仕送り金」を除いている。,,,,,,,,,,,,,,,,,
4,,,,,,,項目（0：世帯数等　1：受取　2：支払　3：可処分所得等）　※令和５年の調整係数に遡及改定しました。（令和５年10月24日）,,,,,,,,,,,,,,,,,
5,項目,階層,大分類,中分類,小分類,項目名,都平均／実数（円）,都平均／構成比（％）,35歳未満／実数（円）,35歳未満／構成比（％）,35～39歳／実数（円）,35～39歳／構成比（％）,40～44歳／実数（円）,40～44歳／構成比（％）,45～49歳／実数（円）,45～49歳／構成比（％）,50～54歳／実数（円）,50～54歳／構成比（％）,55～59歳／実数（円）,55～59歳／構成比（％）,60～64歳／実数（円）,60～64歳／構成比（％）,65歳以上／実数（円）,65歳以上／構成比（％）
6,0,0,0,0,0,世帯数分布,10000,-,804,-,908,-,1361,-,1650,-,1568,-,1320,-,1113,-,1278,-
7,0,0,0,0,0,調査世帯数,325,-,25,-,31,-,44,-,54,-,53,-,43,-,35,-,40,-
8,0,0,0,0,0,世帯人員,3.24,-,2.87,-,3.50,-,3.70,-,3.72,-,3.46,-,2.88,-,2.87,-,2.61,-
9,0,0,0,0,0,有業人員,1.79,-,1.77,-,1.55,-,1.64,-,1.72,-,1.78,-,1.87,-,2.09,-,1.92,-
10,0,0,0,0,0,世帯主平均年齢,50.8,-,30.6,-,37.4,-,42.4,-,46.7,-,51.4,-,57.2,-,61.9,-,70.0,-
11,1,0,0,0,0,受取,1425250,-,1360572,-,1592733,-,1548844,-,1603822,-,1394747,-,1496990,-,1081257,-,1247826,-
12,1,1,0,0,0,実収入,642938,100.0,630588,100.0,679528,100.0,668831,100.0,661383,100.0,706377,100.0,657218,100.0,545132,100.0,565965,100.0
13,1,2,0,0,0,経常収入,629874,98.0,590521,93.6,677179,99.7,664341,99.3,652782,98.7,692834,98.1,627030,95.4,539250,98.9,559399,98.8
14,1,3,0,0,0,勤め先収入,564687,87.8,575710,91.3,626232,92.2,601213,89.9,603712,91.3,676434,95.8,615161,93.6,464459,85.2,322880,57.0
15,1,4,0,0,0,世帯主収入,443064,68.9,396113,62.8,525278,77.3,472965,70.7,479578,72.5,509600,72.1,512399,78.0,377031,69.2,239537,42.3
16,1,6,0,0,0,うち男,425231,66.1,362150,57.4,477018,70.2,460880,68.9,457068,69.1,502660,71.2,498118,75.8,374118,68.6,223352,39.5
17,1,5,0,0,0,定期収入,434070,67.5,394887,62.6,467422,68.8,462757,69.2,474550,71.8,507193,71.8,511068,77.8,369189,67.7,239533,42.3
18,1,5,0,0,0,臨時収入,2632,0.4,1226,0.2,1362,0.2,7184,1.1,5028,0.8,2407,0.3,1331,0.2,448,0.1,4,0.0
19,1,5,0,0,0,賞与,6362,1.0,-,-,56495,8.3,3024,0.5,-,-,-,-,-,-,7393,1.4,-,-
20,1,4,0,0,0,世帯主の配偶者の収入,112706,17.5,179596,28.5,100954,14.9,127183,19.0,124135,18.8,161206,22.8,84684,12.9,71111,13.0,54483,9.6
21,1,6,0,0,0,うち女,106088,16.5,154092,24.4,83442,12.3,123987,18.5,113527,17.2,161206,22.8,84684,12.9,71111,13.0,48276,8.5
22,1,4,0,0,0,他の世帯員収入,8917,1.4,-,-,-,-,1065,0.2,-,-,5628,0.8,18078,2.8,16317,3.0,28860,5.1
23,1,3,0,0,0,事業・内職収入,5276,0.8,376,0.1,7527,1.1,5649,0.8,8116,1.2,2748,0.4,2972,0.5,4832,0.9,8560,1.5
24,1,4,0,0,0,家賃収入,2437,0.4,376,0.1,7527,1.1,4805,0.7,-,-,-,-,-,-,4214,0.8,4701,0.8
25,1,4,0,0,0,他の事業収入,1339,0.2,-,-,-,-,-,-,8116,1.2,-,-,-,-,-,-,-,-
26,1,4,0,0,0,内職収入,1500,0.2,-,-,-,-,845,0.1,-,-,2748,0.4,2972,0.5,618,0.1,3859,0.7
27,1,3,0,0,0,他の経常収入,59911,9.3,14435,2.3,43420,6.4,57479,8.6,40953,6.2,13652,1.9,8896,1.4,69959,12.8,227959,40.3
28,1,4,0,0,0,財産収入,294,0.0,63,0.0,0,0.0,1102,0.2,22,0.0,1,0.0,549,0.1,563,0.1,0,0.0
29,1,4,0,0,0,社会保障給付,59617,9.3,14373,2.3,43419,6.4,56377,8.4,40931,6.2,13651,1.9,8347,1.3,69396,12.7,227959,40.3
30,1,5,0,0,0,公的年金給付,45174,7.0,-,-,7875,1.2,25129,3.8,21342,3.2,6408,0.9,4276,0.7,66312,12.2,223557,39.5
31,1,5,0,0,0,他の社会保障給付,14443,2.2,14373,2.3,35545,5.2,31248,4.7,19589,3.0,7242,1.0,4072,0.6,3084,0.6,4402,0.8
32,1,4,0,0,0,仕送り金,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
33,1,2,0,0,0,特別収入,13064,2.0,40067,6.4,2349,0.3,4490,0.7,8602,1.3,13543,1.9,30188,4.6,5882,1.1,6566,1.2
34,1,3,0,0,0,受贈金,4436,0.7,552,0.1,675,0.1,15,0.0,998,0.2,6658,0.9,23646,3.6,-,-,-,-
35,1,3,0,0,0,他の特別収入,8628,1.3,39515,6.3,1673,0.2,4474,0.7,7604,1.1,6885,1.0,6542,1.0,5882,1.1,6566,1.2
36,1,1,0,0,0,実収入以外の受取(繰入金を除く),503787,-,541315,-,468821,-,513525,-,548700,-,514152,-,689579,-,409334,-,314373,-
